Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8
Unai Dufur,es ESP,DF,Osasuna,22.0,1999.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,https://fbref.com/en/players/c261b5dd/,https://fbref.com/en/players/c261b5dd/all_comps/Unai-Dufur-Stats---All-Competitions,https://fbref.com/en/players/c261b5dd/dom_lg/Unai-Dufur-Domestic-League-Stats,https://fbref.com/en/players/c261b5dd/dom_cup/Unai-Dufur-Domestic-Cup-Stats,,,,,
Hugo Duro,es ESP,DFMF,Getafe,21.0,1999.0,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.84,0.0,0.84,0.84,0.84,https://fbref.com/en/players/37e103f8/,https://fbref.com/en/players/37e103f8/scout/365_euro/Hugo-Duro-Scouting-Report,https://fbref.com/en/players/37e103f8/scout/11174/Hugo-Duro-Scouting-Report,,,,,,
Hugo Duro,es ESP,FWMF,Valencia,21.0,1999.0,30,22,1834,20.4,7,1,7,0,0,3,1,0.34,0.05,0.39,0.34,0.39,3.8,3.8,0.9,4.7,0.19,0.04,0.23,0.19,0.23,https://fbref.com/en/players/37e103f8/,https://fbref.com/en/players/37e103f8/scout/365_euro/Hugo-Duro-Scouting-Report,https://fbref.com/en/players/37e103f8/scout/11174/Hugo-Duro-Scouting-Report,,,,,,
Aritz Elustondo,es ESP,DF,Real Sociedad,27.0,1994.0,30,22,2105,23.4,4,1,4,0,0,3,1,0.17,0.04,0.21,0.17,0.21,2.1,2.1,0.2,2.2,0.09,0.01,0.1,0.09,0.1,https://fbref.com/en/players/f7dc2ae5/,https://fbref.com/en/players/f7dc2ae5/scout/365_euro/Aritz-Elustondo-Scouting-Report,https://fbref.com/en/players/f7dc2ae5/scout/11174/Aritz-Elustondo-Scouting-Report,https://fbref.com/en/players/f7dc2ae5/scout/10731/Aritz-Elustondo-Scouting-Report,https://fbref.com/en/players/f7dc2ae5/scout/3239/Aritz-Elustondo-Scouting-Report,https://fbref.com/en/players/f7dc2ae5/scout/1886/Aritz-Elustondo-Scouting-Report,https://fbref.com/en/players/f7dc2ae5/scout/1652/Aritz-Elustondo-Scouting-Report,,
Adri Embarba,es ESP,FWMF,Espanyol,29.0,1992.0,32,24,1986,22.1,0,2,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,3.1,3.1,2.5,5.6,0.14,0.11,0.25,0.14,0.25,https://fbref.com/en/players/db8f0eba/,https://fbref.com/en/players/db8f0eba/scout/365_euro/Adri-Embarba-Scouting-Report,https://fbref.com/en/players/db8f0eba/scout/11174/Adri-Embarba-Scouting-Report,https://fbref.com/en/players/db8f0eba/scout/3239/Adri-Embarba-Scouting-Report,https://fbref.com/en/players/db8f0eba/scout/1886/Adri-Embarba-Scouting-Report,,,,
Emerson,br BRA,DF,Barcelona,22.0,1999.0,3,1,91,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/df8b52a5/,https://fbref.com/en/players/df8b52a5/scout/365_euro/Emerson-Scouting-Report,https://fbref.com/en/players/df8b52a5/scout/11160/Emerson-Scouting-Report,https://fbref.com/en/players/df8b52a5/scout/10731/Emerson-Scouting-Report,https://fbref.com/en/players/df8b52a5/scout/3239/Emerson-Scouting-Report,,,,
Youssef En-Nesyri,ma MAR,FW,Sevilla,24.0,1997.0,23,15,1277,14.2,5,1,4,1,1,1,0,0.35,0.07,0.42,0.28,0.35,5.8,5.1,1.3,6.3,0.41,0.09,0.5,0.36,0.45,https://fbref.com/en/players/04e17fd5/,https://fbref.com/en/players/04e17fd5/scout/365_euro/Youssef-En-Nesyri-Scouting-Report,https://fbref.com/en/players/04e17fd5/scout/11174/Youssef-En-Nesyri-Scouting-Report,https://fbref.com/en/players/04e17fd5/scout/10731/Youssef-En-Nesyri-Scouting-Report,https://fbref.com/en/players/04e17fd5/scout/3239/Youssef-En-Nesyri-Scouting-Report,https://fbref.com/en/players/04e17fd5/scout/1886/Youssef-En-Nesyri-Scouting-Report,https://fbref.com/en/players/04e17fd5/scout/1652/Youssef-En-Nesyri-Scouting-Report,,
Gonzalo Escalante,ar ARG,MF,Alavés,28.0,1993.0,17,15,1300,14.4,5,0,5,0,0,8,1,0.35,0.0,0.35,0.35,0.35,2.9,2.9,0.1,3.0,0.2,0.01,0.21,0.2,0.21,https://fbref.com/en/players/3f79a1c8/,https://fbref.com/en/players/3f79a1c8/scout/365_euro/Gonzalo-Escalante-Scouting-Report,https://fbref.com/en/players/3f79a1c8/scout/11174/Gonzalo-Escalante-Scouting-Report,https://fbref.com/en/players/3f79a1c8/scout/10730/Gonzalo-Escalante-Scouting-Report,https://fbref.com/en/players/3f79a1c8/scout/3239/Gonzalo-Escalante-Scouting-Report,https://fbref.com/en/players/3f79a1c8/scout/1886/Gonzalo-Escalante-Scouting-Report,https://fbref.com/en/players/3f79a1c8/scout/1652/Gonzalo-Escalante-Scouting-Report,,
Aarón Escandell,es ESP,GK,Granada,25.0,1995.0,4,3,284,3.2,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/67669ce7/,https://fbref.com/en/players/67669ce7/matchlogs/2019-2020/misc/Aaron-Escandell-Match-Logs,https://fbref.com/en/players/67669ce7/matchlogs/2020-2021/misc/Aaron-Escandell-Match-Logs,https://fbref.com/en/players/67669ce7/matchlogs/2021-2022/misc/Aaron-Escandell-Match-Logs,,,,,
Sergio Escudero,es ESP,DFMF,Granada,31.0,1989.0,27,15,1434,15.9,2,1,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19,1.5,1.5,1.1,2.6,0.09,0.07,0.16,0.09,0.16,https://fbref.com/en/players/b0616e3d/,https://fbref.com/en/players/b0616e3d/scout/365_euro/Sergio-Escudero-Scouting-Report,https://fbref.com/en/players/b0616e3d/scout/11174/Sergio-Escudero-Scouting-Report,https://fbref.com/en/players/b0616e3d/scout/10731/Sergio-Escudero-Scouting-Report,https://fbref.com/en/players/b0616e3d/scout/3239/Sergio-Escudero-Scouting-Report,https://fbref.com/en/players/b0616e3d/scout/1886/Sergio-Escudero-Scouting-Report,https://fbref.com/en/players/b0616e3d/scout/1652/Sergio-Escudero-Scouting-Report,,
Alfonso Espino,uy URU,DF,Cádiz,29.0,1992.0,37,37,3329,37.0,2,2,2,0,0,6,0,0.05,0.05,0.11,0.05,0.11,1.6,1.4,3.9,5.3,0.04,0.11,0.15,0.04,0.14,https://fbref.com/en/players/db001fa9/,https://fbref.com/en/players/db001fa9/scout/365_euro/Alfonso-Espino-Scouting-Report,https://fbref.com/en/players/db001fa9/scout/11174/Alfonso-Espino-Scouting-Report,https://fbref.com/en/players/db001fa9/scout/10731/Alfonso-Espino-Scouting-Report,,,,,
Estanis,es ESP,FW,Barcelona,17.0,2003.0,1,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ace50e9f/,https://fbref.com/en/players/ace50e9f/matchlogs/2021-2022/passing/Estanis-Match-Logs,,,,,,,
Pervis Estupiñán,ec ECU,DF,Villarreal,23.0,1998.0,28,17,1575,17.5,0,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,0.7,0.7,1.9,2.6,0.04,0.11,0.15,0.04,0.15,https://fbref.com/en/players/d38fdf53/,https://fbref.com/en/players/d38fdf53/scout/365_euro/Pervis-Estupinan-Scouting-Report,https://fbref.com/en/players/d38fdf53/scout/11174/Pervis-Estupinan-Scouting-Report,https://fbref.com/en/players/d38fdf53/scout/10731/Pervis-Estupinan-Scouting-Report,https://fbref.com/en/players/d38fdf53/scout/3239/Pervis-Estupinan-Scouting-Report,,,,
Abdessamad Ezzalzouli,ma MAR,FWDF,Barcelona,19.0,2001.0,10,6,580,6.4,1,0,1,0,0,4,0,0.16,0.0,0.16,0.16,0.16,1.3,1.3,0.6,1.9,0.2,0.09,0.29,0.2,0.29,https://fbref.com/en/players/bed68338/,https://fbref.com/en/players/bed68338/scout/365_euro/Abdessamad-Ezzalzouli-Scouting-Report,https://fbref.com/en/players/bed68338/scout/11174/Abdessamad-Ezzalzouli-Scouting-Report,,,,,,
Radamel Falcao,co COL,FW,Rayo Vallecano,35.0,1986.0,22,8,838,9.3,6,0,6,0,0,1,0,0.64,0.0,0.64,0.64,0.64,4.4,4.4,0.7,5.1,0.47,0.07,0.55,0.47,0.55,https://fbref.com/en/players/66116290/,https://fbref.com/en/players/66116290/scout/365_euro/Radamel-Falcao-Scouting-Report,https://fbref.com/en/players/66116290/scout/11174/Radamel-Falcao-Scouting-Report,https://fbref.com/en/players/66116290/scout/2104/Radamel-Falcao-Scouting-Report,https://fbref.com/en/players/66116290/scout/1632/Radamel-Falcao-Scouting-Report,,,,
Fali,es ESP,DFMF,Cádiz,27.0,1993.0,28,23,1803,20.0,0,2,0,0,0,6,0,0.0,0.1,0.1,0.0,0.1,0.8,0.8,1.0,1.8,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/72a84002/,https://fbref.com/en/players/72a84002/scout/365_euro/Fali-Scouting-Report,https://fbref.com/en/players/72a84002/scout/11174/Fali-Scouting-Report,https://fbref.com/en/players/72a84002/scout/10731/Fali-Scouting-Report,,,,,
Omar Faraj,se SWE,FW,Levante,19.0,2002.0,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/de627c8a/,https://fbref.com/en/players/de627c8a/matchlogs/2021-2022/passing/Omar-Faraj-Match-Logs,,,,,,,
Ansu Fati,es ESP,FW,Barcelona,18.0,2002.0,10,3,336,3.7,4,0,4,0,0,0,0,1.07,0.0,1.07,1.07,1.07,1.4,1.4,0.7,2.1,0.37,0.19,0.56,0.37,0.56,https://fbref.com/en/players/0ba976e4/,https://fbref.com/en/players/0ba976e4/scout/365_euro/Ansu-Fati-Scouting-Report,https://fbref.com/en/players/0ba976e4/scout/3239/Ansu-Fati-Scouting-Report,,,,,,
Aleix Febas,es ESP,MF,Mallorca,25.0,1996.0,4,1,117,1.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.05,0.0,0.05,https://fbref.com/en/players/38126309/,https://fbref.com/en/players/38126309/scout/3239/Aleix-Febas-Scouting-Report,,,,,,,
Nabil Fekir,fr FRA,MF,Betis,28.0,1993.0,34,33,2794,31.0,6,8,6,0,0,7,1,0.19,0.26,0.45,0.19,0.45,5.0,5.0,6.8,11.8,0.16,0.22,0.38,0.16,0.38,https://fbref.com/en/players/bece776f/,https://fbref.com/en/players/bece776f/scout/365_euro/Nabil-Fekir-Scouting-Report,https://fbref.com/en/players/bece776f/scout/11174/Nabil-Fekir-Scouting-Report,https://fbref.com/en/players/bece776f/scout/10731/Nabil-Fekir-Scouting-Report,https://fbref.com/en/players/bece776f/scout/3239/Nabil-Fekir-Scouting-Report,https://fbref.com/en/players/bece776f/scout/2104/Nabil-Fekir-Scouting-Report,https://fbref.com/en/players/bece776f/scout/1632/Nabil-Fekir-Scouting-Report,,
Felipe,br BRA,DF,Atlético Madrid,32.0,1989.0,26,15,1504,16.7,2,1,2,0,0,5,1,0.12,0.06,0.18,0.12,0.18,1.0,1.0,0.4,1.4,0.06,0.03,0.09,0.06,0.09,https://fbref.com/en/players/51a3c4c8/,https://fbref.com/en/players/51a3c4c8/scout/365_euro/Felipe-Scouting-Report,https://fbref.com/en/players/51a3c4c8/scout/11174/Felipe-Scouting-Report,https://fbref.com/en/players/51a3c4c8/scout/10731/Felipe-Scouting-Report,https://fbref.com/en/players/51a3c4c8/scout/3239/Felipe-Scouting-Report,,,,
João Félix,pt POR,FWMF,Atlético Madrid,21.0,1999.0,24,13,1263,14.0,8,4,8,0,0,3,1,0.57,0.29,0.86,0.57,0.86,5.0,5.0,3.7,8.6,0.36,0.26,0.62,0.36,0.62,https://fbref.com/en/players/8aafd64f/,https://fbref.com/en/players/8aafd64f/scout/365_euro/Joao-Felix-Scouting-Report,https://fbref.com/en/players/8aafd64f/scout/11174/Joao-Felix-Scouting-Report,https://fbref.com/en/players/8aafd64f/scout/10731/Joao-Felix-Scouting-Report,https://fbref.com/en/players/8aafd64f/scout/3239/Joao-Felix-Scouting-Report,,,,
Aitor Fernández,es ESP,GK,Levante,30.0,1991.0,13,13,1166,13.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a01c3d54/,https://fbref.com/en/players/a01c3d54/scout/365_euro/Aitor-Fernandez-Scouting-Report,https://fbref.com/en/players/a01c3d54/scout/11174/Aitor-Fernandez-Scouting-Report,https://fbref.com/en/players/a01c3d54/scout/10731/Aitor-Fernandez-Scouting-Report,https://fbref.com/en/players/a01c3d54/scout/3239/Aitor-Fernandez-Scouting-Report,https://fbref.com/en/players/a01c3d54/scout/1886/Aitor-Fernandez-Scouting-Report,,,
Álex Fernández,es ESP,MF,Cádiz,28.0,1992.0,32,22,2051,22.8,3,2,2,1,2,2,0,0.13,0.09,0.22,0.09,0.18,2.9,1.4,1.6,3.0,0.13,0.07,0.2,0.06,0.13,https://fbref.com/en/players/aa677a35/,https://fbref.com/en/players/aa677a35/scout/365_euro/Alex-Fernandez-Scouting-Report,https://fbref.com/en/players/aa677a35/scout/11174/Alex-Fernandez-Scouting-Report,https://fbref.com/en/players/aa677a35/scout/10731/Alex-Fernandez-Scouting-Report,,,,,
Fernando,br BRA,MFDF,Sevilla,34.0,1987.0,24,21,1850,20.6,1,1,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1,0.6,0.6,0.3,0.9,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/41f32541/,https://fbref.com/en/players/41f32541/scout/365_euro/Fernando-Scouting-Report,https://fbref.com/en/players/41f32541/scout/11174/Fernando-Scouting-Report,https://fbref.com/en/players/41f32541/scout/10731/Fernando-Scouting-Report,https://fbref.com/en/players/41f32541/scout/3239/Fernando-Scouting-Report,,,,
Fidel,es ESP,MFFW,Elche,31.0,1989.0,33,29,2261,25.1,5,6,4,1,1,9,0,0.2,0.24,0.44,0.16,0.4,3.1,2.3,5.1,7.4,0.12,0.2,0.32,0.09,0.29,https://fbref.com/en/players/eb82b6f1/,https://fbref.com/en/players/eb82b6f1/scout/365_euro/Fidel-Scouting-Report,https://fbref.com/en/players/eb82b6f1/scout/11174/Fidel-Scouting-Report,https://fbref.com/en/players/eb82b6f1/scout/10731/Fidel-Scouting-Report,,,,,
José Fontán,es ESP,DF,Celta Vigo,21.0,2000.0,9,3,276,3.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.04,0.03,0.07,0.04,0.07,https://fbref.com/en/players/1827a42d/,https://fbref.com/en/players/1827a42d/scout/10731/Jose-Fontan-Scouting-Report,,,,,,,
Dimitri Foulquier,fr FRA,DF,Granada,28.0,1993.0,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/45e17712/,https://fbref.com/en/players/45e17712/scout/365_euro/Dimitri-Foulquier-Scouting-Report,https://fbref.com/en/players/45e17712/scout/11174/Dimitri-Foulquier-Scouting-Report,https://fbref.com/en/players/45e17712/scout/10731/Dimitri-Foulquier-Scouting-Report,https://fbref.com/en/players/45e17712/scout/3239/Dimitri-Foulquier-Scouting-Report,https://fbref.com/en/players/45e17712/scout/1886/Dimitri-Foulquier-Scouting-Report,https://fbref.com/en/players/45e17712/scout/1632/Dimitri-Foulquier-Scouting-Report,,
Dimitri Foulquier,fr FRA,DF,Valencia,28.0,1993.0,29,25,2342,26.0,0,1,0,0,0,11,0,0.0,0.04,0.04,0.0,0.04,0.8,0.8,0.7,1.5,0.03,0.03,0.06,0.03,0.06,https://fbref.com/en/players/45e17712/,https://fbref.com/en/players/45e17712/scout/365_euro/Dimitri-Foulquier-Scouting-Report,https://fbref.com/en/players/45e17712/scout/11174/Dimitri-Foulquier-Scouting-Report,https://fbref.com/en/players/45e17712/scout/10731/Dimitri-Foulquier-Scouting-Report,https://fbref.com/en/players/45e17712/scout/3239/Dimitri-Foulquier-Scouting-Report,https://fbref.com/en/players/45e17712/scout/1886/Dimitri-Foulquier-Scouting-Report,https://fbref.com/en/players/45e17712/scout/1632/Dimitri-Foulquier-Scouting-Report,,
Juan Foyth,ar ARG,DF,Villarreal,23.0,1998.0,25,22,1924,21.4,1,1,1,0,0,6,1,0.05,0.05,0.09,0.05,0.09,0.5,0.5,1.8,2.3,0.02,0.08,0.11,0.02,0.11,https://fbref.com/en/players/6c7762c3/,https://fbref.com/en/players/6c7762c3/scout/365_euro/Juan-Foyth-Scouting-Report,https://fbref.com/en/players/6c7762c3/scout/11174/Juan-Foyth-Scouting-Report,https://fbref.com/en/players/6c7762c3/scout/10731/Juan-Foyth-Scouting-Report,https://fbref.com/en/players/6c7762c3/scout/1889/Juan-Foyth-Scouting-Report,,,,
Enric Franquesa,es ESP,DF,Levante,24.0,1997.0,16,6,625,6.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.02,0.03,0.0,0.03,https://fbref.com/en/players/40883e3a/,https://fbref.com/en/players/40883e3a/scout/365_euro/Enric-Franquesa-Scouting-Report,https://fbref.com/en/players/40883e3a/scout/11174/Enric-Franquesa-Scouting-Report,,,,,,
Jorge de Frutos,es ESP,MFFW,Levante,24.0,1997.0,25,20,1760,19.6,4,7,4,0,0,4,0,0.2,0.36,0.56,0.2,0.56,5.8,5.8,3.3,9.1,0.3,0.17,0.47,0.3,0.47,https://fbref.com/en/players/38ce1150/,https://fbref.com/en/players/38ce1150/scout/365_euro/Jorge-de-Frutos-Scouting-Report,https://fbref.com/en/players/38ce1150/scout/11174/Jorge-de-Frutos-Scouting-Report,https://fbref.com/en/players/38ce1150/scout/10731/Jorge-de-Frutos-Scouting-Report,,,,,
Javi Galán,es ESP,DF,Celta Vigo,26.0,1994.0,37,37,3298,36.6,0,3,0,0,0,8,0,0.0,0.08,0.08,0.0,0.08,0.4,0.4,2.3,2.7,0.01,0.06,0.07,0.01,0.07,https://fbref.com/en/players/a4b00319/,https://fbref.com/en/players/a4b00319/scout/365_euro/Javi-Galan-Scouting-Report,https://fbref.com/en/players/a4b00319/scout/11174/Javi-Galan-Scouting-Report,https://fbref.com/en/players/a4b00319/scout/10731/Javi-Galan-Scouting-Report,https://fbref.com/en/players/a4b00319/scout/1886/Javi-Galan-Scouting-Report,,,,
Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,27.0,1993.0,22,17,1378,15.3,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.1,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/91f7631f/,https://fbref.com/en/players/91f7631f/scout/365_euro/Inigo-Ruiz-de-Galarreta-Scouting-Report,https://fbref.com/en/players/91f7631f/scout/11174/Inigo-Ruiz-de-Galarreta-Scouting-Report,,,,,,
Thiago Galhardo,br BRA,FWMF,Celta Vigo,32.0,1989.0,31,9,1148,12.8,2,2,2,0,0,5,0,0.16,0.16,0.31,0.16,0.31,3.4,3.4,2.3,5.8,0.27,0.18,0.45,0.27,0.45,https://fbref.com/en/players/766f48dd/,https://fbref.com/en/players/766f48dd/scout/365_euro/Thiago-Galhardo-Scouting-Report,https://fbref.com/en/players/766f48dd/scout/11174/Thiago-Galhardo-Scouting-Report,,,,,,
Álvaro García,es ESP,FW,Rayo Vallecano,28.0,1992.0,36,34,2998,33.3,7,4,7,0,0,6,0,0.21,0.12,0.33,0.21,0.33,6.3,6.3,5.1,11.4,0.19,0.15,0.34,0.19,0.34,https://fbref.com/en/players/90bbd822/,https://fbref.com/en/players/90bbd822/scout/365_euro/Alvaro-Garcia-Scouting-Report,https://fbref.com/en/players/90bbd822/scout/11174/Alvaro-Garcia-Scouting-Report,https://fbref.com/en/players/90bbd822/scout/1886/Alvaro-Garcia-Scouting-Report,,,,,
Dani García,es ESP,MF,Athletic Club,31.0,1990.0,32,27,2177,24.2,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.3,0.03,0.02,0.05,0.03,0.05,https://fbref.com/en/players/240d3a0b/,https://fbref.com/en/players/240d3a0b/scout/365_euro/Dani-Garcia-Scouting-Report,https://fbref.com/en/players/240d3a0b/scout/11174/Dani-Garcia-Scouting-Report,https://fbref.com/en/players/240d3a0b/scout/10731/Dani-Garcia-Scouting-Report,https://fbref.com/en/players/240d3a0b/scout/3239/Dani-Garcia-Scouting-Report,https://fbref.com/en/players/240d3a0b/scout/1886/Dani-Garcia-Scouting-Report,https://fbref.com/en/players/240d3a0b/scout/1652/Dani-Garcia-Scouting-Report,,
David García,es ESP,DF,Osasuna,27.0,1994.0,35,35,3105,34.5,4,0,4,0,0,8,0,0.12,0.0,0.12,0.12,0.12,1.3,1.3,0.3,1.6,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/3e42f707/,https://fbref.com/en/players/3e42f707/scout/365_euro/David-Garcia-Scouting-Report,https://fbref.com/en/players/3e42f707/scout/11174/David-Garcia-Scouting-Report,https://fbref.com/en/players/3e42f707/scout/10731/David-Garcia-Scouting-Report,https://fbref.com/en/players/3e42f707/scout/3239/David-Garcia-Scouting-Report,,,,
Eric García,es ESP,DF,Barcelona,20.0,2001.0,26,23,2039,22.7,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.01,0.01,0.01,0.01,0.01,https://fbref.com/en/players/2bed3eab/,https://fbref.com/en/players/2bed3eab/scout/365_euro/Eric-Garcia-Scouting-Report,https://fbref.com/en/players/2bed3eab/scout/11174/Eric-Garcia-Scouting-Report,https://fbref.com/en/players/2bed3eab/scout/3232/Eric-Garcia-Scouting-Report,,,,,
Francisco Garcia,es ESP,DF,Rayo Vallecano,21.0,1999.0,34,34,3025,33.6,1,0,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,0.8,0.8,1.2,2.0,0.02,0.04,0.06,0.02,0.06,https://fbref.com/en/players/7226539b/,https://fbref.com/en/players/7226539b/scout/365_euro/Francisco-Garcia-Scouting-Report,https://fbref.com/en/players/7226539b/scout/11174/Francisco-Garcia-Scouting-Report,,,,,,
Joan García,es ESP,GK,Espanyol,20.0,2001.0,2,1,108,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/87b498b0/,https://fbref.com/en/players/87b498b0/matchlogs/2021-2022/misc/Joan-Garcia-Match-Logs,,,,,,,
Manu García,es ESP,MF,Alavés,23.0,1998.0,24,10,1077,12.0,0,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,1.1,1.4,0.03,0.09,0.12,0.03,0.12,https://fbref.com/en/players/6ed1a2a2/,https://fbref.com/en/players/6ed1a2a2/scout/365_euro/Manu-Garcia-Scouting-Report,https://fbref.com/en/players/6ed1a2a2/scout/11174/Manu-Garcia-Scouting-Report,https://fbref.com/en/players/6ed1a2a2/scout/2104/Manu-Garcia-Scouting-Report,,,,,
Raúl García,es ESP,FW,Athletic Club,35.0,1986.0,35,24,1802,20.0,6,2,6,0,1,3,0,0.3,0.1,0.4,0.3,0.4,6.0,5.2,2.7,7.9,0.3,0.13,0.43,0.26,0.39,https://fbref.com/en/players/b418dbd4/,https://fbref.com/en/players/b418dbd4/scout/365_euro/Raul-Garcia-Scouting-Report,https://fbref.com/en/players/b418dbd4/scout/11174/Raul-Garcia-Scouting-Report,https://fbref.com/en/players/b418dbd4/scout/10731/Raul-Garcia-Scouting-Report,https://fbref.com/en/players/b418dbd4/scout/3239/Raul-Garcia-Scouting-Report,https://fbref.com/en/players/b418dbd4/scout/1886/Raul-Garcia-Scouting-Report,https://fbref.com/en/players/b418dbd4/scout/1652/Raul-Garcia-Scouting-Report,,
Rubén García,es ESP,FWMF,Osasuna,28.0,1993.0,37,30,2375,26.4,1,6,1,0,2,1,0,0.04,0.23,0.27,0.04,0.27,3.1,1.6,3.4,5.0,0.12,0.13,0.25,0.06,0.19,https://fbref.com/en/players/5c96b017/,https://fbref.com/en/players/5c96b017/scout/365_euro/Ruben-Garcia-Scouting-Report,https://fbref.com/en/players/5c96b017/scout/11174/Ruben-Garcia-Scouting-Report,https://fbref.com/en/players/5c96b017/scout/10731/Ruben-Garcia-Scouting-Report,https://fbref.com/en/players/5c96b017/scout/3239/Ruben-Garcia-Scouting-Report,,,,
Saúl García,es ESP,FW,Alavés,26.0,1994.0,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/dafa5038/,https://fbref.com/en/players/dafa5038/all_comps/Saul-Garcia-Stats---All-Competitions,https://fbref.com/en/players/dafa5038/dom_lg/Saul-Garcia-Domestic-League-Stats,https://fbref.com/en/players/dafa5038/dom_cup/Saul-Garcia-Domestic-Cup-Stats,,,,,
Unai García,es ESP,DF,Osasuna,29.0,1992.0,18,15,1408,15.6,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/4a633cfe/,https://fbref.com/en/players/4a633cfe/scout/365_euro/Unai-Garcia-Scouting-Report,https://fbref.com/en/players/4a633cfe/scout/11174/Unai-Garcia-Scouting-Report,https://fbref.com/en/players/4a633cfe/scout/10731/Unai-Garcia-Scouting-Report,https://fbref.com/en/players/4a633cfe/scout/3239/Unai-Garcia-Scouting-Report,,,,
Mario Gaspar,es ESP,DF,Villarreal,30.0,1990.0,12,7,623,6.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.8,0.03,0.08,0.11,0.03,0.11,https://fbref.com/en/players/fb5d47b3/,https://fbref.com/en/players/fb5d47b3/scout/365_euro/Mario-Gaspar-Scouting-Report,https://fbref.com/en/players/fb5d47b3/scout/11174/Mario-Gaspar-Scouting-Report,https://fbref.com/en/players/fb5d47b3/scout/10731/Mario-Gaspar-Scouting-Report,https://fbref.com/en/players/fb5d47b3/scout/3239/Mario-Gaspar-Scouting-Report,https://fbref.com/en/players/fb5d47b3/scout/1886/Mario-Gaspar-Scouting-Report,https://fbref.com/en/players/fb5d47b3/scout/1652/Mario-Gaspar-Scouting-Report,,
