Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8
Luis Abram,pe PER,DF,Granada,25.0,1996.0,8,6,560,6.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.08,0.0,0.08,0.08,0.08,https://fbref.com/en/players/1f462f95/,https://fbref.com/en/players/1f462f95/scout/365_euro/Luis-Abram-Scouting-Report,https://fbref.com/en/players/1f462f95/scout/11174/Luis-Abram-Scouting-Report,,,,,,
Marcos Acuña,ar ARG,DF,Sevilla,29.0,1991.0,31,26,2260,25.1,1,3,1,0,0,10,0,0.04,0.12,0.16,0.04,0.16,1.4,1.4,3.0,4.4,0.06,0.12,0.18,0.06,0.18,https://fbref.com/en/players/81442ecb/,https://fbref.com/en/players/81442ecb/scout/365_euro/Marcos-Acuna-Scouting-Report,https://fbref.com/en/players/81442ecb/scout/11174/Marcos-Acuna-Scouting-Report,https://fbref.com/en/players/81442ecb/scout/10731/Marcos-Acuna-Scouting-Report,,,,,
Martin Agirregabiria,es ESP,DF,Alavés,25.0,1996.0,24,17,1616,18.0,0,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.0,1.2,0.01,0.05,0.07,0.01,0.07,https://fbref.com/en/players/355c883a/,https://fbref.com/en/players/355c883a/scout/365_euro/Martin-Agirregabiria-Scouting-Report,https://fbref.com/en/players/355c883a/scout/11174/Martin-Agirregabiria-Scouting-Report,https://fbref.com/en/players/355c883a/scout/10731/Martin-Agirregabiria-Scouting-Report,https://fbref.com/en/players/355c883a/scout/3239/Martin-Agirregabiria-Scouting-Report,https://fbref.com/en/players/355c883a/scout/1886/Martin-Agirregabiria-Scouting-Report,https://fbref.com/en/players/355c883a/scout/1652/Martin-Agirregabiria-Scouting-Report,,
Julen Agirrezabala,es ESP,GK,Athletic Club,20.0,2000.0,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a2c1a8d3/,https://fbref.com/en/players/a2c1a8d3/matchlogs/2021-2022/misc/Julen-Agirrezabala-Match-Logs,,,,,,,
Sergio Agüero,ar ARG,FW,Barcelona,33.0,1988.0,4,2,151,1.7,1,0,1,0,0,0,0,0.6,0.0,0.6,0.6,0.6,1.1,1.1,0.3,1.3,0.64,0.16,0.8,0.64,0.8,https://fbref.com/en/players/4d034881/,https://fbref.com/en/players/4d034881/scout/10728/Sergio-Aguero-Scouting-Report,https://fbref.com/en/players/4d034881/scout/3232/Sergio-Aguero-Scouting-Report,https://fbref.com/en/players/4d034881/scout/1889/Sergio-Aguero-Scouting-Report,https://fbref.com/en/players/4d034881/scout/1631/Sergio-Aguero-Scouting-Report,,,,
Álvaro Aguirre,es ESP,FW,Rayo Vallecano,21.0,2000.0,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/93b054dc/,https://fbref.com/en/players/93b054dc/matchlogs/2021-2022/passing/Alvaro-Aguirre-Match-Logs,,,,,,,
Joseph Aidoo,gh GHA,DF,Celta Vigo,25.0,1995.0,32,30,2637,29.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.01,0.0,0.02,0.01,0.02,https://fbref.com/en/players/18abe173/,https://fbref.com/en/players/18abe173/scout/365_euro/Joseph-Aidoo-Scouting-Report,https://fbref.com/en/players/18abe173/scout/11174/Joseph-Aidoo-Scouting-Report,https://fbref.com/en/players/18abe173/scout/10731/Joseph-Aidoo-Scouting-Report,https://fbref.com/en/players/18abe173/scout/3239/Joseph-Aidoo-Scouting-Report,,,,
Carlos Akapo,gq EQG,DF,Cádiz,28.0,1993.0,25,21,1844,20.5,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,0.02,0.02,0.04,0.02,0.04,https://fbref.com/en/players/f2a68b97/,https://fbref.com/en/players/f2a68b97/scout/365_euro/Carlos-Akapo-Scouting-Report,https://fbref.com/en/players/f2a68b97/scout/11174/Carlos-Akapo-Scouting-Report,https://fbref.com/en/players/f2a68b97/scout/10731/Carlos-Akapo-Scouting-Report,https://fbref.com/en/players/f2a68b97/scout/1886/Carlos-Akapo-Scouting-Report,,,,
Ilias Akhomach,es ESP,FW,Barcelona,17.0,2004.0,2,2,124,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.08,0.27,0.34,0.08,0.34,https://fbref.com/en/players/b8bd60fe/,https://fbref.com/en/players/b8bd60fe/all_comps/Ilias-Akhomach-Stats---All-Competitions,https://fbref.com/en/players/b8bd60fe/dom_lg/Ilias-Akhomach-Domestic-League-Stats,https://fbref.com/en/players/b8bd60fe/dom_cup/Ilias-Akhomach-Domestic-Cup-Stats,,,,,
Paul Akouokou,ci CIV,MF,Betis,23.0,1997.0,8,6,516,5.7,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/31f5b89b/,https://fbref.com/en/players/31f5b89b/scout/365_euro/Paul-Akouokou-Scouting-Report,https://fbref.com/en/players/31f5b89b/scout/11174/Paul-Akouokou-Scouting-Report,,,,,,
David Alaba,at AUT,DF,Real Madrid,29.0,1992.0,30,30,2642,29.4,2,3,2,0,0,2,0,0.07,0.1,0.17,0.07,0.17,1.6,1.6,2.4,3.9,0.05,0.08,0.13,0.05,0.13,https://fbref.com/en/players/05439de2/,https://fbref.com/en/players/05439de2/scout/365_euro/David-Alaba-Scouting-Report,https://fbref.com/en/players/05439de2/scout/11174/David-Alaba-Scouting-Report,https://fbref.com/en/players/05439de2/scout/10737/David-Alaba-Scouting-Report,https://fbref.com/en/players/05439de2/scout/3248/David-Alaba-Scouting-Report,https://fbref.com/en/players/05439de2/scout/2109/David-Alaba-Scouting-Report,https://fbref.com/en/players/05439de2/scout/1634/David-Alaba-Scouting-Report,,
Tomás Alarcón,cl CHI,MF,Cádiz,22.0,1999.0,23,16,1425,15.8,0,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,1.0,1.0,1.1,2.1,0.06,0.07,0.14,0.06,0.14,https://fbref.com/en/players/99ea2ddd/,https://fbref.com/en/players/99ea2ddd/scout/365_euro/Tomas-Alarcon-Scouting-Report,https://fbref.com/en/players/99ea2ddd/scout/11174/Tomas-Alarcon-Scouting-Report,,,,,,
Jordi Alba,es ESP,DF,Barcelona,32.0,1989.0,30,30,2644,29.4,2,10,2,0,0,11,0,0.07,0.34,0.41,0.07,0.41,1.3,1.3,5.9,7.1,0.04,0.2,0.24,0.04,0.24,https://fbref.com/en/players/4601e194/,https://fbref.com/en/players/4601e194/scout/365_euro/Jordi-Alba-Scouting-Report,https://fbref.com/en/players/4601e194/scout/11174/Jordi-Alba-Scouting-Report,https://fbref.com/en/players/4601e194/scout/10731/Jordi-Alba-Scouting-Report,https://fbref.com/en/players/4601e194/scout/3239/Jordi-Alba-Scouting-Report,https://fbref.com/en/players/4601e194/scout/1886/Jordi-Alba-Scouting-Report,https://fbref.com/en/players/4601e194/scout/1652/Jordi-Alba-Scouting-Report,,
Raúl Albiol,es ESP,DF,Villarreal,35.0,1985.0,28,28,2465,27.4,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/4bd414c1/,https://fbref.com/en/players/4bd414c1/scout/365_euro/Raul-Albiol-Scouting-Report,https://fbref.com/en/players/4bd414c1/scout/11174/Raul-Albiol-Scouting-Report,https://fbref.com/en/players/4bd414c1/scout/10731/Raul-Albiol-Scouting-Report,https://fbref.com/en/players/4bd414c1/scout/3239/Raul-Albiol-Scouting-Report,https://fbref.com/en/players/4bd414c1/scout/1896/Raul-Albiol-Scouting-Report,https://fbref.com/en/players/4bd414c1/scout/1640/Raul-Albiol-Scouting-Report,,
Paco Alcácer,es ESP,FW,Villarreal,27.0,1993.0,18,10,787,8.7,1,3,1,0,0,1,0,0.11,0.34,0.46,0.11,0.46,3.7,3.7,1.7,5.5,0.43,0.2,0.63,0.43,0.63,https://fbref.com/en/players/a7a9d95a/,https://fbref.com/en/players/a7a9d95a/scout/365_euro/Paco-Alcacer-Scouting-Report,https://fbref.com/en/players/a7a9d95a/scout/11174/Paco-Alcacer-Scouting-Report,https://fbref.com/en/players/a7a9d95a/scout/10731/Paco-Alcacer-Scouting-Report,https://fbref.com/en/players/a7a9d95a/scout/3239/Paco-Alcacer-Scouting-Report,https://fbref.com/en/players/a7a9d95a/scout/3248/Paco-Alcacer-Scouting-Report,https://fbref.com/en/players/a7a9d95a/scout/2109/Paco-Alcacer-Scouting-Report,https://fbref.com/en/players/a7a9d95a/scout/1652/Paco-Alcacer-Scouting-Report,
Rubén Alcaraz,es ESP,MF,Cádiz,30.0,1991.0,14,12,1105,12.3,2,0,2,0,0,7,0,0.16,0.0,0.16,0.16,0.16,1.3,1.3,1.1,2.4,0.1,0.09,0.19,0.1,0.19,https://fbref.com/en/players/036bba5f/,https://fbref.com/en/players/036bba5f/scout/365_euro/Ruben-Alcaraz-Scouting-Report,https://fbref.com/en/players/036bba5f/scout/11174/Ruben-Alcaraz-Scouting-Report,https://fbref.com/en/players/036bba5f/scout/10731/Ruben-Alcaraz-Scouting-Report,https://fbref.com/en/players/036bba5f/scout/3239/Ruben-Alcaraz-Scouting-Report,https://fbref.com/en/players/036bba5f/scout/1886/Ruben-Alcaraz-Scouting-Report,,,
Omar Alderete,py PAR,DF,Valencia,24.0,1996.0,29,28,2403,26.7,2,0,2,0,0,15,0,0.07,0.0,0.07,0.07,0.07,0.9,0.9,0.3,1.2,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/bb08bce9/,https://fbref.com/en/players/bb08bce9/scout/365_euro/Omar-Alderete-Scouting-Report,https://fbref.com/en/players/bb08bce9/scout/11174/Omar-Alderete-Scouting-Report,https://fbref.com/en/players/bb08bce9/scout/10737/Omar-Alderete-Scouting-Report,,,,,
Iván Alejo,es ESP,MFFW,Cádiz,26.0,1995.0,20,11,1065,11.8,2,2,2,0,0,7,0,0.17,0.17,0.34,0.17,0.34,1.0,1.0,2.3,3.3,0.08,0.2,0.28,0.08,0.28,https://fbref.com/en/players/3d7e48ce/,https://fbref.com/en/players/3d7e48ce/scout/365_euro/Ivan-Alejo-Scouting-Report,https://fbref.com/en/players/3d7e48ce/scout/11174/Ivan-Alejo-Scouting-Report,https://fbref.com/en/players/3d7e48ce/scout/10731/Ivan-Alejo-Scouting-Report,https://fbref.com/en/players/3d7e48ce/scout/1652/Ivan-Alejo-Scouting-Report,,,,
Carles Aleñá,es ESP,MF,Getafe,23.0,1998.0,33,30,2320,25.8,1,2,1,0,0,6,1,0.04,0.08,0.12,0.04,0.12,2.0,2.0,1.6,3.6,0.08,0.06,0.14,0.08,0.14,https://fbref.com/en/players/6c811eb7/,https://fbref.com/en/players/6c811eb7/scout/365_euro/Carles-Alena-Scouting-Report,https://fbref.com/en/players/6c811eb7/scout/11174/Carles-Alena-Scouting-Report,https://fbref.com/en/players/6c811eb7/scout/10731/Carles-Alena-Scouting-Report,https://fbref.com/en/players/6c811eb7/scout/3239/Carles-Alena-Scouting-Report,https://fbref.com/en/players/6c811eb7/scout/1886/Carles-Alena-Scouting-Report,,,
Mircea Alexandru Tirlea,ro ROU,DF,Alavés,21.0,2000.0,1,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/683a1d81/,https://fbref.com/en/players/683a1d81/all_comps/Mircea-Alexandru-Tirlea-Stats---All-Competitions,https://fbref.com/en/players/683a1d81/dom_lg/Mircea-Alexandru-Tirlea-Domestic-League-Stats,https://fbref.com/en/players/683a1d81/dom_cup/Mircea-Alexandru-Tirlea-Domestic-Cup-Stats,,,,,
Hugo Álvarez,es ESP,FW,Celta Vigo,36.0,1985.0,1,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.91,0.0,1.91,1.91,1.91,https://fbref.com/en/players/6f392eb8/,https://fbref.com/en/players/6f392eb8/all_comps/Hugo-Alvarez-Stats---All-Competitions,https://fbref.com/en/players/6f392eb8/dom_lg/Hugo-Alvarez-Domestic-League-Stats,https://fbref.com/en/players/6f392eb8/dom_cup/Hugo-Alvarez-Domestic-Cup-Stats,,,,,
Yeray Álvarez,es ESP,DF,Athletic Club,26.0,1995.0,22,21,1860,20.7,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/3ecc11d8/,https://fbref.com/en/players/3ecc11d8/scout/365_euro/Yeray-Alvarez-Scouting-Report,https://fbref.com/en/players/3ecc11d8/scout/11174/Yeray-Alvarez-Scouting-Report,https://fbref.com/en/players/3ecc11d8/scout/10731/Yeray-Alvarez-Scouting-Report,https://fbref.com/en/players/3ecc11d8/scout/3239/Yeray-Alvarez-Scouting-Report,https://fbref.com/en/players/3ecc11d8/scout/1886/Yeray-Alvarez-Scouting-Report,https://fbref.com/en/players/3ecc11d8/scout/1652/Yeray-Alvarez-Scouting-Report,,
Dani Alves,br BRA,DF,Barcelona,38.0,1983.0,14,13,1098,12.2,1,3,1,0,0,2,1,0.08,0.25,0.33,0.08,0.33,0.2,0.2,1.9,2.1,0.01,0.16,0.17,0.01,0.17,https://fbref.com/en/players/c9e99e49/,https://fbref.com/en/players/c9e99e49/scout/365_euro/Dani-Alves-Scouting-Report,https://fbref.com/en/players/c9e99e49/scout/11174/Dani-Alves-Scouting-Report,https://fbref.com/en/players/c9e99e49/scout/2104/Dani-Alves-Scouting-Report,https://fbref.com/en/players/c9e99e49/scout/1632/Dani-Alves-Scouting-Report,,,,
Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,19.0,2001.0,3,1,79,0.9,0,1,0,0,0,0,0,0.0,1.14,1.14,0.0,1.14,0.0,0.0,0.0,0.1,0.04,0.05,0.08,0.04,0.08,https://fbref.com/en/players/69c5633e/,https://fbref.com/en/players/69c5633e/all_comps/Emmanuel-Amankwaa-Akurugu-Stats---All-Competitions,https://fbref.com/en/players/69c5633e/dom_lg/Emmanuel-Amankwaa-Akurugu-Domestic-League-Stats,https://fbref.com/en/players/69c5633e/dom_cup/Emmanuel-Amankwaa-Akurugu-Domestic-Cup-Stats,,,,,
Amath,sn SEN,FWMF,Mallorca,25.0,1996.0,19,9,884,9.8,0,1,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1,1.3,1.3,0.4,1.7,0.13,0.04,0.17,0.13,0.17,https://fbref.com/en/players/f3b1d9a2/,https://fbref.com/en/players/f3b1d9a2/scout/365_euro/Amath-Scouting-Report,https://fbref.com/en/players/f3b1d9a2/scout/11174/Amath-Scouting-Report,https://fbref.com/en/players/f3b1d9a2/scout/1886/Amath-Scouting-Report,https://fbref.com/en/players/f3b1d9a2/scout/1652/Amath-Scouting-Report,,,,
Florin Andone,ro ROU,FW,Cádiz,28.0,1993.0,5,1,176,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.13,0.02,0.15,0.13,0.15,https://fbref.com/en/players/dc008610/,https://fbref.com/en/players/dc008610/scout/1889/Florin-Andone-Scouting-Report,https://fbref.com/en/players/dc008610/scout/1652/Florin-Andone-Scouting-Report,,,,,,
José Ángel,es ESP,DF,Osasuna,31.0,1989.0,23,12,1083,12.0,1,1,1,0,0,2,1,0.08,0.08,0.17,0.08,0.17,0.2,0.2,1.3,1.5,0.02,0.11,0.13,0.02,0.13,https://fbref.com/en/players/3024e383/,https://fbref.com/en/players/3024e383/scout/365_euro/Jose-Angel-Scouting-Report,https://fbref.com/en/players/3024e383/scout/11174/Jose-Angel-Scouting-Report,https://fbref.com/en/players/3024e383/scout/10731/Jose-Angel-Scouting-Report,https://fbref.com/en/players/3024e383/scout/3239/Jose-Angel-Scouting-Report,https://fbref.com/en/players/3024e383/scout/1886/Jose-Angel-Scouting-Report,https://fbref.com/en/players/3024e383/scout/1652/Jose-Angel-Scouting-Report,,
Josep Antoni Gayá,es ESP,DF,Mallorca,21.0,2000.0,1,1,58,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/4a5f2032/,https://fbref.com/en/players/4a5f2032/all_comps/Josep-Antoni-Gaya-Stats---All-Competitions,https://fbref.com/en/players/4a5f2032/dom_lg/Josep-Antoni-Gaya-Domestic-League-Stats,https://fbref.com/en/players/4a5f2032/dom_cup/Josep-Antoni-Gaya-Domestic-Cup-Stats,,,,,
Mauro Arambarri,uy URU,MF,Getafe,25.0,1995.0,31,31,2663,29.6,0,5,0,0,0,13,0,0.0,0.17,0.17,0.0,0.17,1.1,1.1,1.9,3.0,0.04,0.06,0.1,0.04,0.1,https://fbref.com/en/players/58afe001/,https://fbref.com/en/players/58afe001/scout/365_euro/Mauro-Arambarri-Scouting-Report,https://fbref.com/en/players/58afe001/scout/11174/Mauro-Arambarri-Scouting-Report,https://fbref.com/en/players/58afe001/scout/10731/Mauro-Arambarri-Scouting-Report,https://fbref.com/en/players/58afe001/scout/3239/Mauro-Arambarri-Scouting-Report,https://fbref.com/en/players/58afe001/scout/1886/Mauro-Arambarri-Scouting-Report,https://fbref.com/en/players/58afe001/scout/1652/Mauro-Arambarri-Scouting-Report,,
Néstor Araujo,mx MEX,DF,Celta Vigo,29.0,1991.0,34,29,2617,29.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.01,0.01,0.01,0.01,0.01,https://fbref.com/en/players/27a013f7/,https://fbref.com/en/players/27a013f7/scout/365_euro/Nestor-Araujo-Scouting-Report,https://fbref.com/en/players/27a013f7/scout/11174/Nestor-Araujo-Scouting-Report,https://fbref.com/en/players/27a013f7/scout/10731/Nestor-Araujo-Scouting-Report,https://fbref.com/en/players/27a013f7/scout/3239/Nestor-Araujo-Scouting-Report,https://fbref.com/en/players/27a013f7/scout/1886/Nestor-Araujo-Scouting-Report,,,
Ronald Araújo,uy URU,DF,Barcelona,22.0,1999.0,30,25,2272,25.2,4,0,4,0,0,6,0,0.16,0.0,0.16,0.16,0.16,1.4,1.4,0.4,1.9,0.06,0.02,0.07,0.06,0.07,https://fbref.com/en/players/2bef2bca/,https://fbref.com/en/players/2bef2bca/scout/365_euro/Ronald-Araujo-Scouting-Report,https://fbref.com/en/players/2bef2bca/scout/11174/Ronald-Araujo-Scouting-Report,https://fbref.com/en/players/2bef2bca/scout/10731/Ronald-Araujo-Scouting-Report,,,,,
Jesús Areso,es ESP,DF,Osasuna,22.0,1999.0,3,2,188,2.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,https://fbref.com/en/players/94e01ec6/,https://fbref.com/en/players/94e01ec6/all_comps/Jesus-Areso-Stats---All-Competitions,https://fbref.com/en/players/94e01ec6/dom_lg/Jesus-Areso-Domestic-League-Stats,https://fbref.com/en/players/94e01ec6/dom_cup/Jesus-Areso-Domestic-Cup-Stats,,,,,
Matias Arezo,uy URU,FW,Granada,18.0,2002.0,8,1,162,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1.3,0.54,0.18,0.72,0.54,0.72,https://fbref.com/en/players/484ebdb0/,https://fbref.com/en/players/484ebdb0/all_comps/Matias-Arezo-Stats---All-Competitions,https://fbref.com/en/players/484ebdb0/dom_lg/Matias-Arezo-Domestic-League-Stats,https://fbref.com/en/players/484ebdb0/intl_cup/Matias-Arezo-International-Cup-Stats,,,,,
Santiago Arias,co COL,DF,Granada,29.0,1992.0,12,4,440,4.9,1,0,1,0,0,1,0,0.2,0.0,0.2,0.2,0.2,0.6,0.6,0.4,1.0,0.13,0.08,0.21,0.13,0.21,https://fbref.com/en/players/fdd60087/,https://fbref.com/en/players/fdd60087/scout/3239/Santiago-Arias-Scouting-Report,https://fbref.com/en/players/fdd60087/scout/1886/Santiago-Arias-Scouting-Report,,,,,,
Santiago Arzamendia,py PAR,MFDF,Cádiz,23.0,1998.0,14,5,469,5.2,1,0,1,0,0,2,0,0.19,0.0,0.19,0.19,0.19,0.2,0.2,0.0,0.2,0.04,0.0,0.04,0.04,0.04,https://fbref.com/en/players/759d8dd7/,https://fbref.com/en/players/759d8dd7/scout/365_euro/Santiago-Arzamendia-Scouting-Report,https://fbref.com/en/players/759d8dd7/scout/11174/Santiago-Arzamendia-Scouting-Report,,,,,,
Sergio Asenjo,es ESP,GK,Villarreal,32.0,1989.0,6,6,540,6.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9f0ea33f/,https://fbref.com/en/players/9f0ea33f/scout/365_euro/Sergio-Asenjo-Scouting-Report,https://fbref.com/en/players/9f0ea33f/scout/11174/Sergio-Asenjo-Scouting-Report,https://fbref.com/en/players/9f0ea33f/scout/10731/Sergio-Asenjo-Scouting-Report,https://fbref.com/en/players/9f0ea33f/scout/3239/Sergio-Asenjo-Scouting-Report,https://fbref.com/en/players/9f0ea33f/scout/1886/Sergio-Asenjo-Scouting-Report,https://fbref.com/en/players/9f0ea33f/scout/1652/Sergio-Asenjo-Scouting-Report,,
Alejandro Asensio,es ESP,FW,Rayo Vallecano,20.0,2000.0,2,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.15,0.34,0.19,0.34,https://fbref.com/en/players/b4c23f36/,https://fbref.com/en/players/b4c23f36/matchlogs/2021-2022/passing/Alejandro-Asensio-Match-Logs,,,,,,,
Marco Asensio,es ESP,FWMF,Real Madrid,25.0,1996.0,31,19,1731,19.2,10,0,10,0,0,2,0,0.52,0.0,0.52,0.52,0.52,7.4,7.4,2.3,9.6,0.38,0.12,0.5,0.38,0.5,https://fbref.com/en/players/45af8a54/,https://fbref.com/en/players/45af8a54/scout/365_euro/Marco-Asensio-Scouting-Report,https://fbref.com/en/players/45af8a54/scout/11174/Marco-Asensio-Scouting-Report,https://fbref.com/en/players/45af8a54/scout/10731/Marco-Asensio-Scouting-Report,https://fbref.com/en/players/45af8a54/scout/1886/Marco-Asensio-Scouting-Report,https://fbref.com/en/players/45af8a54/scout/1652/Marco-Asensio-Scouting-Report,,,
Iago Aspas,es ESP,FW,Celta Vigo,33.0,1987.0,37,36,3087,34.3,18,5,15,3,5,9,0,0.52,0.15,0.67,0.44,0.58,14.9,11.0,6.2,17.2,0.44,0.18,0.62,0.32,0.5,https://fbref.com/en/players/7dcf86f6/,https://fbref.com/en/players/7dcf86f6/scout/365_euro/Iago-Aspas-Scouting-Report,https://fbref.com/en/players/7dcf86f6/scout/11174/Iago-Aspas-Scouting-Report,https://fbref.com/en/players/7dcf86f6/scout/10731/Iago-Aspas-Scouting-Report,https://fbref.com/en/players/7dcf86f6/scout/3239/Iago-Aspas-Scouting-Report,https://fbref.com/en/players/7dcf86f6/scout/1886/Iago-Aspas-Scouting-Report,https://fbref.com/en/players/7dcf86f6/scout/1652/Iago-Aspas-Scouting-Report,,
Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,32.0,1989.0,17,13,1082,12.0,11,1,11,0,0,0,0,0.91,0.08,1.0,0.91,1.0,7.1,7.1,1.0,8.2,0.59,0.09,0.68,0.59,0.68,https://fbref.com/en/players/d5dd5f1f/,https://fbref.com/en/players/d5dd5f1f/scout/365_euro/Pierre-Emerick-Aubameyang-Scouting-Report,https://fbref.com/en/players/d5dd5f1f/scout/11160/Pierre-Emerick-Aubameyang-Scouting-Report,https://fbref.com/en/players/d5dd5f1f/scout/11174/Pierre-Emerick-Aubameyang-Scouting-Report,https://fbref.com/en/players/d5dd5f1f/scout/10728/Pierre-Emerick-Aubameyang-Scouting-Report,https://fbref.com/en/players/d5dd5f1f/scout/3232/Pierre-Emerick-Aubameyang-Scouting-Report,https://fbref.com/en/players/d5dd5f1f/scout/1889/Pierre-Emerick-Aubameyang-Scouting-Report,https://fbref.com/en/players/d5dd5f1f/scout/1631/Pierre-Emerick-Aubameyang-Scouting-Report,https://fbref.com/en/players/d5dd5f1f/scout/1634/Pierre-Emerick-Aubameyang-Scouting-Report
Ludwig Augustinsson,se SWE,DF,Sevilla,27.0,1994.0,19,9,793,8.8,0,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,0.4,0.4,0.6,1.0,0.05,0.07,0.12,0.05,0.12,https://fbref.com/en/players/9fec8860/,https://fbref.com/en/players/9fec8860/scout/365_euro/Ludwig-Augustinsson-Scouting-Report,https://fbref.com/en/players/9fec8860/scout/11174/Ludwig-Augustinsson-Scouting-Report,https://fbref.com/en/players/9fec8860/scout/10737/Ludwig-Augustinsson-Scouting-Report,https://fbref.com/en/players/9fec8860/scout/3248/Ludwig-Augustinsson-Scouting-Report,https://fbref.com/en/players/9fec8860/scout/2109/Ludwig-Augustinsson-Scouting-Report,https://fbref.com/en/players/9fec8860/scout/1634/Ludwig-Augustinsson-Scouting-Report,,
Serge Aurier,ci CIV,DF,Villarreal,28.0,1992.0,19,10,1010,11.2,0,1,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,0.8,0.8,1.2,2.0,0.07,0.11,0.18,0.07,0.18,https://fbref.com/en/players/5c2b4f07/,https://fbref.com/en/players/5c2b4f07/scout/365_euro/Serge-Aurier-Scouting-Report,https://fbref.com/en/players/5c2b4f07/scout/11174/Serge-Aurier-Scouting-Report,https://fbref.com/en/players/5c2b4f07/scout/10728/Serge-Aurier-Scouting-Report,https://fbref.com/en/players/5c2b4f07/scout/3232/Serge-Aurier-Scouting-Report,https://fbref.com/en/players/5c2b4f07/scout/1889/Serge-Aurier-Scouting-Report,https://fbref.com/en/players/5c2b4f07/scout/1631/Serge-Aurier-Scouting-Report,,
Ezequiel Ávila,ar ARG,FWMF,Osasuna,27.0,1994.0,36,22,1870,20.8,6,1,5,1,1,9,1,0.29,0.05,0.34,0.24,0.29,4.2,3.4,1.3,4.7,0.2,0.06,0.26,0.16,0.23,https://fbref.com/en/players/253a06b9/,https://fbref.com/en/players/253a06b9/scout/365_euro/Ezequiel-Avila-Scouting-Report,https://fbref.com/en/players/253a06b9/scout/11174/Ezequiel-Avila-Scouting-Report,https://fbref.com/en/players/253a06b9/scout/3239/Ezequiel-Avila-Scouting-Report,https://fbref.com/en/players/253a06b9/scout/1886/Ezequiel-Avila-Scouting-Report,,,,
