Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference
Josh Dasilva,ENG,MFFW,Brentford,23-200,1998,7,2,192,2.1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.03,0.05,0.02,0.05,https://fbref.com/en/players/60344e4f/
Ben Davies,WAL,DF,Tottenham,29-017,1993,26,25,2277,25.3,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,1.7,1.7,0.6,2.3,0.07,0.02,0.09,0.07,0.09,https://fbref.com/en/players/44781702/
Tom Davies,ENG,MF,Everton,23-315,1998,5,1,158,1.8,1,0,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57,0.9,0.9,0.0,0.9,0.52,0.0,0.52,0.52,0.52,https://fbref.com/en/players/9228b07c/
Keinan Davis,ENG,FW,Aston Villa,24-087,1998,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9deaf2c8/
Craig Dawson,ENG,DF,West Ham,32-005,1990,32,28,2574,28.6,2,2,2,0,0,5,1,0.07,0.07,0.14,0.07,0.14,2.7,2.7,0.5,3.2,0.1,0.02,0.11,0.1,0.11,https://fbref.com/en/players/3e9e06cb/
Kevin De Bruyne,BEL,MF,Manchester City,30-317,1991,27,22,1931,21.5,11,7,11,0,0,1,0,0.51,0.33,0.84,0.51,0.84,4.9,4.9,7.8,12.7,0.23,0.36,0.59,0.23,0.59,https://fbref.com/en/players/e46012d4/
Troy Deeney,ENG,FW,Watford,33-316,1988,2,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.45,0.32,1.77,1.45,1.77,https://fbref.com/en/players/82e34b69/
Liam Delap,ENG,FW,Manchester City,19-092,2003,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/dd897ee7/
Fabian Delph,ENG,MF,Everton,32-171,1989,10,7,582,6.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.02,0.0,0.02,https://fbref.com/en/players/111c3236/
Leander Dendoncker,BEL,MF,Wolves,27-026,1995,28,19,1771,19.7,1,2,1,0,0,4,0,0.05,0.1,0.15,0.05,0.15,2.0,2.0,0.9,2.9,0.1,0.05,0.15,0.1,0.15,https://fbref.com/en/players/5a7301ae/
Emmanuel Dennis,NGA,FWMF,Watford,24-177,1997,33,30,2581,28.7,10,6,10,0,0,9,1,0.35,0.21,0.56,0.35,0.56,7.5,7.5,3.2,10.7,0.26,0.11,0.37,0.26,0.37,https://fbref.com/en/players/2c44a35d/
Kiernan Dewsbury Hall,ENG,MF,Leicester City,23-247,1998,24,19,1773,19.7,1,3,1,0,0,4,0,0.05,0.15,0.2,0.05,0.2,1.2,1.2,2.2,3.5,0.06,0.11,0.18,0.06,0.18,https://fbref.com/en/players/5c74c0f5/
Ibrahima Diallo,FRA,MF,Southampton,23-064,1999,22,9,953,10.6,0,2,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,0.5,0.5,1.0,1.4,0.04,0.09,0.13,0.04,0.13,https://fbref.com/en/players/11ff3d56/
Raphael Dias Belloli,BRA,FWMF,Leeds United,25-148,1996,32,31,2658,29.5,10,3,7,3,3,7,0,0.34,0.1,0.44,0.24,0.34,9.5,7.2,6.2,13.4,0.32,0.21,0.53,0.25,0.45,https://fbref.com/en/players/3423f250/
Rúben Dias,POR,DF,Manchester City,24-362,1997,29,27,2402,26.7,2,4,2,0,0,5,0,0.07,0.15,0.22,0.07,0.22,2.2,2.2,2.4,4.6,0.08,0.09,0.17,0.08,0.17,https://fbref.com/en/players/31c69ef1/
Luis Díaz,COL,FW,Liverpool,25-118,1997,12,10,868,9.6,4,3,4,0,0,0,0,0.41,0.31,0.73,0.41,0.73,4.0,4.0,1.6,5.6,0.41,0.17,0.58,0.41,0.58,https://fbref.com/en/players/4a1a9578/
Eric Dier,ENG,DF,Tottenham,28-116,1994,32,32,2801,31.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3,2.3,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/ac861941/
Lucas Digne,FRA,DF,Everton,28-295,1993,13,13,1170,13.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.7,2.1,0.03,0.13,0.16,0.03,0.16,https://fbref.com/en/players/1b84dbe1/
Lucas Digne,FRA,DF,Aston Villa,28-295,1993,13,13,999,11.1,0,2,0,0,0,2,0,0.0,0.18,0.18,0.0,0.18,0.5,0.5,1.3,1.9,0.05,0.12,0.17,0.05,0.17,https://fbref.com/en/players/1b84dbe1/
Virgil van Dijk,NED,DF,Liverpool,30-307,1991,34,34,3060,34.0,3,1,3,0,0,3,0,0.09,0.03,0.12,0.09,0.12,2.4,2.4,0.4,2.8,0.07,0.01,0.08,0.07,0.08,https://fbref.com/en/players/e06683ca/
Issa Diop,FRA,DF,West Ham,25-122,1997,13,10,963,10.7,0,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,0.1,0.1,0.1,0.3,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/a712ca2b/
Moussa Djenepo,MLI,MF,Southampton,23-330,1998,11,5,438,4.9,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,0.3,0.05,0.35,0.3,0.35,https://fbref.com/en/players/254147d4/
Lewis Dobbin,ENG,FWMF,Everton,19-128,2003,3,0,32,0.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e814e1cf/
Matt Doherty,IRL,DF,Tottenham,30-115,1992,15,9,875,9.7,2,4,2,0,0,0,0,0.21,0.41,0.62,0.21,0.62,2.5,2.5,1.8,4.3,0.26,0.18,0.44,0.26,0.44,https://fbref.com/en/players/d557d734/
Gabriel Dos Santos,BRA,DF,Arsenal,24-143,1997,32,32,2826,31.4,4,0,4,0,0,8,1,0.13,0.0,0.13,0.13,0.13,2.5,2.5,0.8,3.3,0.08,0.03,0.1,0.08,0.1,https://fbref.com/en/players/67ac5bb8/
Abdoulaye Doucouré,MLI,MF,Everton,29-130,1993,26,25,2231,24.8,2,4,2,0,0,5,0,0.08,0.16,0.24,0.08,0.24,2.5,2.5,2.2,4.7,0.1,0.09,0.19,0.1,0.19,https://fbref.com/en/players/02b29014/
Kieran Dowell,ENG,FWMF,Norwich City,24-213,1997,17,9,770,8.6,1,1,1,0,0,0,0,0.12,0.12,0.23,0.12,0.23,1.2,1.2,1.5,2.7,0.14,0.17,0.31,0.14,0.31,https://fbref.com/en/players/2f6ec02a/
Cody Drameh,ENG,DF,Leeds United,20-154,2001,3,1,128,1.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/e0d1510a/
Martin Dúbravka,SVK,GK,Newcastle Utd,33-116,1989,24,24,2160,24.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/3a949a25/
Shane Duffy,IRL,DF,Brighton,30-130,1992,18,15,1436,16.0,1,0,1,0,0,7,0,0.06,0.0,0.06,0.06,0.06,1.3,1.3,0.1,1.5,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/7314bba4/
Paul Dummett,WAL,DF,Newcastle Utd,30-227,1991,3,2,198,2.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/3fe6bd8c/
Lewis Dunk,ENG,DF,Brighton,30-171,1991,27,27,2393,26.6,1,0,1,0,0,3,1,0.04,0.0,0.04,0.04,0.04,1.2,1.2,0.2,1.4,0.05,0.01,0.05,0.05,0.05,https://fbref.com/en/players/282f75f3/
Ederson,BRA,GK,Manchester City,28-267,1993,34,34,3060,34.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/3bb7b8b4/
Odsonne Édouard,FRA,FW,Crystal Palace,24-115,1998,26,17,1466,16.3,6,3,5,1,1,2,0,0.37,0.18,0.55,0.31,0.49,6.9,6.2,2.2,8.4,0.42,0.14,0.56,0.38,0.52,https://fbref.com/en/players/0562b7f1/
CJ Egan-Riley,ENG,DF,Manchester City,19-129,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/d313e8ff/
Anthony Elanga,SWE,FW,Manchester Utd,20-014,2002,20,13,1124,12.5,2,2,2,0,0,0,0,0.16,0.16,0.32,0.16,0.32,2.9,2.9,1.8,4.7,0.23,0.14,0.37,0.23,0.37,https://fbref.com/en/players/2fba6108/
Harvey Elliott,ENG,MF,Liverpool,19-037,2003,5,3,282,3.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,0.22,0.1,0.32,0.22,0.32,https://fbref.com/en/players/c8387671/
Mohamed Elneny,EGY,MF,Arsenal,29-304,1992,11,5,536,6.0,0,2,0,0,0,1,0,0.0,0.34,0.34,0.0,0.34,0.1,0.1,0.6,0.7,0.02,0.11,0.12,0.02,0.12,https://fbref.com/en/players/47a34c4f/
Mohamed Elyounoussi,NOR,MFFW,Southampton,27-280,1994,28,21,1881,20.9,4,2,4,0,0,4,0,0.19,0.1,0.29,0.19,0.29,6.0,6.0,2.3,8.3,0.29,0.11,0.4,0.29,0.4,https://fbref.com/en/players/68dc0dac/
Emerson,BRA,DF,Tottenham,23-117,1999,28,23,2035,22.6,1,1,1,0,0,5,0,0.04,0.04,0.09,0.04,0.09,1.0,1.0,2.0,3.0,0.05,0.09,0.13,0.05,0.13,https://fbref.com/en/players/df8b52a5/
Christian Eriksen,DEN,MF,Brentford,30-086,1992,9,8,759,8.4,1,3,1,0,0,1,0,0.12,0.36,0.47,0.12,0.47,1.2,1.2,2.5,3.7,0.14,0.3,0.44,0.14,0.44,https://fbref.com/en/players/980522ec/
Oghenekaro Etebo,NGA,MF,Watford,26-183,1995,7,4,389,4.3,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/b579e83d/
Jonny Evans,NIR,DF,Leicester City,34-128,1988,14,12,1022,11.4,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.7,0.7,0.5,1.2,0.07,0.04,0.11,0.07,0.11,https://fbref.com/en/players/f8fcd2a5/
Eberechi Eze,ENG,MFFW,Crystal Palace,23-316,1998,10,4,426,4.7,1,0,1,0,0,1,0,0.21,0.0,0.21,0.21,0.21,0.4,0.4,0.3,0.8,0.09,0.07,0.16,0.09,0.16,https://fbref.com/en/players/ae4fc6a4/
Łukasz Fabiański,POL,GK,West Ham,37-023,1985,35,35,3150,35.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9328b835/
Fabinho,BRA,MF,Liverpool,28-200,1993,29,26,2314,25.7,5,1,3,2,2,7,0,0.19,0.04,0.23,0.12,0.16,3.4,1.9,1.4,3.3,0.13,0.05,0.19,0.07,0.13,https://fbref.com/en/players/7f3b388c/
Kiko Femenía,ESP,DF,Watford,31-098,1991,26,25,2052,22.8,0,5,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,0.0,0.0,3.2,3.2,0.0,0.14,0.14,0.0,0.14,https://fbref.com/en/players/e5d01ecf/
Evan Ferguson,IRL,MF,Brighton,17-204,2004,1,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/4596da74/
Nathan Ferguson,ENG,DF,Crystal Palace,21-217,2000,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2f8d27bc/
Bruno Fernandes,POR,MF,Manchester Utd,27-245,1994,35,34,3021,33.6,10,6,10,0,2,9,0,0.3,0.18,0.48,0.3,0.48,9.4,7.9,8.4,16.3,0.28,0.25,0.53,0.24,0.49,https://fbref.com/en/players/507c7bdf/
Álvaro Fernández,ESP,GK,Brentford,24-028,1998,12,12,1080,12.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/f127d782/
Federico Fernández,ARG,DF,Newcastle Utd,33-079,1989,7,5,523,5.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.8,0.07,0.06,0.13,0.07,0.13,https://fbref.com/en/players/f25b010f/
Fernandinho,BRA,MF,Manchester City,37-007,1985,16,7,753,8.4,2,1,2,0,0,1,0,0.24,0.12,0.36,0.24,0.36,1.5,1.5,0.9,2.4,0.18,0.1,0.28,0.18,0.28,https://fbref.com/en/players/101da2b5/
Roberto Firmino,BRA,FW,Liverpool,30-221,1991,18,9,887,9.9,5,3,5,0,0,3,0,0.51,0.3,0.81,0.51,0.81,4.8,4.8,2.0,6.7,0.48,0.2,0.68,0.48,0.68,https://fbref.com/en/players/4c370d81/
Junior Firpo,ESP,DF,Leeds United,25-262,1996,21,17,1485,16.5,0,2,0,0,0,10,0,0.0,0.12,0.12,0.0,0.12,0.8,0.8,2.2,3.0,0.05,0.13,0.18,0.05,0.18,https://fbref.com/en/players/24f59bb2/
Ashley Fletcher,ENG,FW,Watford,26-221,1995,3,0,30,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.16,0.0,1.16,1.16,1.16,https://fbref.com/en/players/eeb6551f/
Phil Foden,ENG,FW,Manchester City,21-348,2000,26,22,1958,21.8,9,5,9,0,0,1,0,0.41,0.23,0.64,0.41,0.64,8.5,8.5,5.7,14.2,0.39,0.26,0.65,0.39,0.65,https://fbref.com/en/players/ed1e53f3/
Wesley Fofana,FRA,DF,Leicester City,21-145,2000,4,4,360,4.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.01,0.03,0.03,0.03,https://fbref.com/en/players/132a82f1/
Pablo Fornals,ESP,FWMF,West Ham,26-078,1996,34,30,2626,29.2,6,2,6,0,0,4,0,0.21,0.07,0.27,0.21,0.27,5.0,5.0,4.8,9.8,0.17,0.16,0.34,0.17,0.34,https://fbref.com/en/players/82927de4/
Adam Forshaw,ENG,MF,Leeds United,30-215,1991,22,17,1530,17.0,0,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,0.4,0.4,1.1,1.5,0.02,0.07,0.09,0.02,0.09,https://fbref.com/en/players/9f1938ab/
Marcus Forss,FIN,FWMF,Brentford,22-327,1999,7,1,209,2.3,0,1,0,0,0,0,0,0.0,0.43,0.43,0.0,0.43,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.1,0.1,https://fbref.com/en/players/82c215a0/
Fraser Forster,ENG,GK,Southampton,34-055,1988,19,19,1710,19.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/c3e39f12/
Ben Foster,ENG,GK,Watford,39-038,1983,24,24,2160,24.0,0,1,0,0,0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/d0b3ceb9/
Tariqe Fosu,GHA,DF,Brentford,26-187,1995,1,0,17,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,https://fbref.com/en/players/3dcef539/
Ryan Fraser,SCO,FWMF,Newcastle Utd,28-076,1994,26,18,1451,16.1,2,3,2,0,0,3,0,0.12,0.19,0.31,0.12,0.31,2.4,2.4,1.9,4.3,0.15,0.12,0.27,0.15,0.27,https://fbref.com/en/players/d56543a0/
Fred,BRA,MF,Manchester Utd,29-067,1993,27,23,1954,21.7,4,4,4,0,0,5,0,0.18,0.18,0.37,0.18,0.37,1.5,1.5,1.9,3.3,0.07,0.09,0.15,0.07,0.15,https://fbref.com/en/players/b853e0ad/
Ryan Fredericks,ENG,DF,West Ham,29-213,1992,7,3,307,3.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03,https://fbref.com/en/players/c067631c/
Leo Fuhr Hjelde,NOR,DF,Leeds United,18-258,2003,2,0,150,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,https://fbref.com/en/players/d102b8a2/
Conor Gallagher,ENG,MF,Crystal Palace,22-094,2000,31,31,2648,29.4,8,3,8,0,0,9,0,0.27,0.1,0.37,0.27,0.37,5.7,5.7,3.4,9.1,0.19,0.12,0.31,0.19,0.31,https://fbref.com/en/players/c2731c10/
Alejandro Garnacho,ESP,FW,Manchester Utd,17-314,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7aa8adfe/
Dwight Gayle,ENG,FW,Newcastle Utd,31-206,1990,7,0,37,0.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.04,0.16,0.12,0.16,https://fbref.com/en/players/e58a03c6/
Jean-Philippe Gbamin,CIV,MF,Everton,26-228,1995,3,1,67,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/6bd603db/
David de Gea,ESP,GK,Manchester Utd,31-185,1990,37,37,3330,37.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7ba6d84e/
Joe Gelhardt,ENG,FWMF,Leeds United,20-007,2002,17,3,573,6.4,2,1,2,0,0,4,0,0.31,0.16,0.47,0.31,0.47,2.6,2.6,1.0,3.6,0.41,0.16,0.56,0.41,0.56,https://fbref.com/en/players/01962d0d/
Anwar El Ghazi,NED,FWMF,Aston Villa,27-008,1995,9,4,386,4.3,1,1,0,1,1,2,0,0.23,0.23,0.47,0.0,0.23,1.1,0.3,0.4,0.7,0.25,0.09,0.33,0.07,0.16,https://fbref.com/en/players/ffa90327/
Anwar El Ghazi,NED,FW,Everton,27-008,1995,2,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ffa90327/
Saman Ghoddos,IRN,DFMF,Brentford,28-247,1993,17,4,536,6.0,1,1,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,0.6,0.6,1.2,1.9,0.11,0.21,0.32,0.11,0.32,https://fbref.com/en/players/f7b1d4e0/
Dimitris Giannoulis,GRE,DF,Norwich City,26-206,1995,15,11,899,10.0,0,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.5,0.5,0.01,0.05,0.05,0.01,0.05,https://fbref.com/en/players/112c495e/
Morgan Gibbs-White,ENG,FWMF,Wolves,22-104,2000,2,0,9,0.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.22,0.0,1.22,1.22,1.22,https://fbref.com/en/players/32f60ed8/
Ben Gibson,ENG,DF,Norwich City,29-116,1993,27,27,2404,26.7,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,0.04,0.0,0.05,0.04,0.05,https://fbref.com/en/players/bcfb0142/
Billy Gilmour,SCO,MF,Norwich City,20-334,2001,22,19,1704,18.9,0,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05,0.8,0.8,2.0,2.8,0.04,0.1,0.15,0.04,0.15,https://fbref.com/en/players/df10e27c/
Ben Godfrey,ENG,DF,Everton,24-116,1998,23,23,2029,22.5,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.7,1.9,0.05,0.03,0.08,0.05,0.08,https://fbref.com/en/players/9f7c837d/
André Gomes,POR,MF,Everton,28-285,1993,12,5,503,5.6,0,1,0,0,0,3,0,0.0,0.18,0.18,0.0,0.18,0.6,0.6,0.2,0.8,0.11,0.04,0.15,0.11,0.15,https://fbref.com/en/players/1961b2aa/
Toti Gomes,POR,DF,Wolves,23-115,1999,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/f0caab96/
Joe Gomez,ENG,DF,Liverpool,24-353,1997,7,3,286,3.2,0,1,0,0,0,2,0,0.0,0.31,0.31,0.0,0.31,0.0,0.0,0.5,0.5,0.0,0.15,0.15,0.0,0.15,https://fbref.com/en/players/7a11550b/
Charlie Goode,ENG,DF,Brentford,26-281,1995,6,4,450,5.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,0.03,0.07,0.1,0.03,0.1,https://fbref.com/en/players/7aee4dd3/
Anthony Gordon,ENG,MFFW,Everton,21-076,2001,31,22,2040,22.7,4,2,4,0,0,4,0,0.18,0.09,0.26,0.18,0.26,3.1,3.1,3.1,6.1,0.14,0.14,0.27,0.14,0.27,https://fbref.com/en/players/2bd83368/
Kaide Gordon,ENG,FW,Liverpool,17-218,2004,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,4.48,0.0,4.48,4.48,4.48,https://fbref.com/en/players/19a9cb70/
Dan Gosling,ENG,MF,Watford,32-099,1990,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7fec31a0/
Demarai Gray,ENG,MFFW,Everton,25-317,1996,30,26,2123,23.6,5,3,5,0,0,3,0,0.21,0.13,0.34,0.21,0.34,3.9,3.9,3.9,7.7,0.16,0.16,0.33,0.16,0.33,https://fbref.com/en/players/4468ec10/
Jack Grealish,ENG,FW,Manchester City,26-243,1995,24,21,1814,20.2,2,3,2,0,0,3,0,0.1,0.15,0.25,0.1,0.25,4.4,4.4,5.8,10.2,0.22,0.29,0.51,0.22,0.51,https://fbref.com/en/players/b0b4fd3e/
Mason Greenwood,ENG,FWMF,Manchester Utd,20-222,2001,18,16,1271,14.1,5,1,5,0,0,1,0,0.35,0.07,0.42,0.35,0.42,4.4,4.4,1.6,6.0,0.31,0.11,0.42,0.31,0.42,https://fbref.com/en/players/58eee997/
Sam Greenwood,ENG,FWMF,Leeds United,20-105,2002,5,0,145,1.6,0,2,0,0,0,0,0,0.0,1.24,1.24,0.0,1.24,0.3,0.3,0.7,1.0,0.18,0.45,0.63,0.18,0.63,https://fbref.com/en/players/f3354c07/
Pascal Groß,GER,MFDF,Brighton,30-330,1991,27,22,1858,20.6,1,3,1,0,1,1,0,0.05,0.15,0.19,0.05,0.19,2.6,1.8,4.7,6.5,0.12,0.23,0.35,0.09,0.31,https://fbref.com/en/players/8aec0537/
Vicente Guaita,ESP,GK,Crystal Palace,35-121,1987,29,29,2565,28.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ab13a5aa/
Marc Guéhi,ENG,DF,Crystal Palace,21-302,2000,34,34,3042,33.8,2,0,2,0,0,4,0,0.06,0.0,0.06,0.06,0.06,1.8,1.8,0.5,2.3,0.05,0.01,0.07,0.05,0.07,https://fbref.com/en/players/d0706b27/
Bruno Guimarães,BRA,MF,Newcastle Utd,24-176,1997,15,9,854,9.5,4,1,4,0,0,4,0,0.42,0.11,0.53,0.42,0.53,2.4,2.4,1.7,4.1,0.25,0.18,0.43,0.25,0.43,https://fbref.com/en/players/82518f62/
İlkay Gündoğan,GER,MF,Manchester City,31-199,1990,25,19,1744,19.4,6,4,6,0,0,1,0,0.31,0.21,0.52,0.31,0.52,7.5,7.5,4.2,11.7,0.39,0.22,0.6,0.39,0.6,https://fbref.com/en/players/819b3158/
Angus Gunn,ENG,GK,Norwich City,26-109,1996,7,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e082af5b/
Grant Hanley,SCO,DF,Norwich City,30-172,1991,30,30,2627,29.2,1,0,1,0,0,2,0,0.03,0.0,0.03,0.03,0.03,1.6,1.6,0.2,1.8,0.06,0.01,0.06,0.06,0.06,https://fbref.com/en/players/e9254eec/
Jack Harrison,ENG,FWMF,Leeds United,25-172,1996,32,29,2423,26.9,7,1,7,0,0,3,0,0.26,0.04,0.3,0.26,0.3,3.7,3.7,2.5,6.2,0.14,0.09,0.23,0.14,0.23,https://fbref.com/en/players/aa849a12/
Kortney Hause,ENG,DF,Aston Villa,26-299,1995,7,4,397,4.4,1,0,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/bf8fad51/
Kai Havertz,GER,FWMF,Chelsea,22-334,1999,27,21,1706,19.0,7,3,7,0,0,3,0,0.37,0.16,0.53,0.37,0.53,8.4,8.4,1.9,10.3,0.44,0.1,0.54,0.44,0.54,https://fbref.com/en/players/fed7cb61/
Isaac Hayden,ENG,MFDF,Newcastle Utd,27-050,1995,14,12,1002,11.1,1,0,1,0,0,5,0,0.09,0.0,0.09,0.09,0.09,0.4,0.4,0.1,0.5,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/c951a6df/
Hwang Hee-chan,KOR,FWMF,Wolves,26-105,1996,27,19,1655,18.4,5,1,5,0,0,2,0,0.27,0.05,0.33,0.27,0.33,3.5,3.5,1.7,5.2,0.19,0.09,0.28,0.19,0.28,https://fbref.com/en/players/169fd162/
Jordan Henderson,ENG,MF,Liverpool,31-328,1990,33,28,2462,27.4,2,5,2,0,0,3,0,0.07,0.18,0.26,0.07,0.26,1.5,1.5,3.7,5.3,0.06,0.14,0.19,0.06,0.19,https://fbref.com/en/players/935e6b8f/
Jeff Hendrick,IRL,MF,Newcastle Utd,30-100,1992,3,0,72,0.8,1,0,1,0,0,0,0,1.25,0.0,1.25,1.25,1.25,0.0,0.0,0.0,0.1,0.04,0.06,0.1,0.04,0.1,https://fbref.com/en/players/989d5705/
