Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference
Ismaila Sarr,SEN,FWMF,Watford,24-075,1998,22,21,1861,20.7,5,2,5,0,1,2,0,0.24,0.1,0.34,0.24,0.34,4.2,3.5,2.5,6.0,0.2,0.12,0.33,0.17,0.29,https://fbref.com/en/players/bfdb33aa/
Malang Sarr,FRA,DF,Chelsea,23-108,1999,7,6,514,5.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.01,0.05,0.06,0.01,0.06,https://fbref.com/en/players/4315f30d/
Dane Scarlett,ENG,MF,Tottenham,18-048,2004,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/21945a9e/
Fabian Schär,SUI,DF,Newcastle Utd,30-142,1991,24,24,2110,23.4,2,2,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17,1.3,1.3,0.6,2.0,0.06,0.03,0.08,0.06,0.08,https://fbref.com/en/players/c8aa95da/
Jeffrey Schlupp,GHA,MFFW,Crystal Palace,29-139,1992,29,18,1675,18.6,3,1,3,0,0,1,0,0.16,0.05,0.21,0.16,0.21,2.1,2.1,1.6,3.7,0.11,0.09,0.2,0.11,0.2,https://fbref.com/en/players/3312f911/
Kasper Schmeichel,DEN,GK,Leicester City,35-187,1986,34,34,3060,34.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/53af52f3/
Ken Sema,SWE,MFFW,Watford,28-223,1993,15,4,592,6.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.01,0.09,0.1,0.01,0.1,https://fbref.com/en/players/1770bd68/
Nélson Semedo,POR,DF,Wolves,28-176,1993,25,25,2131,23.7,0,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04,1.4,1.4,1.2,2.6,0.06,0.05,0.11,0.06,0.11,https://fbref.com/en/players/d04b94db/
Ryan Sessegnon,ENG,DF,Tottenham,21-358,2000,12,10,777,8.6,0,2,0,0,0,2,0,0.0,0.23,0.23,0.0,0.23,0.2,0.2,1.7,1.8,0.02,0.19,0.21,0.02,0.21,https://fbref.com/en/players/6aa3e78b/
Jamie Shackleton,ENG,DFMF,Leeds United,22-215,1999,13,7,686,7.6,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/8d03ca5a/
Luke Shaw,ENG,DF,Manchester Utd,26-303,1995,20,19,1601,17.8,0,3,0,0,0,8,0,0.0,0.17,0.17,0.0,0.17,0.2,0.2,3.2,3.4,0.01,0.18,0.19,0.01,0.19,https://fbref.com/en/players/9c94165b/
Jonjo Shelvey,ENG,MF,Newcastle Utd,30-073,1992,24,22,1983,22.0,2,1,2,0,0,7,1,0.09,0.05,0.14,0.09,0.14,0.9,0.9,0.8,1.7,0.04,0.04,0.08,0.04,0.08,https://fbref.com/en/players/3727dd3c/
Francisco Sierralta,CHI,DF,Watford,25-005,1997,5,5,427,4.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,https://fbref.com/en/players/0f933743/
Bernardo Silva,POR,MFFW,Manchester City,27-274,1994,32,30,2610,29.0,8,3,8,0,0,6,0,0.28,0.1,0.38,0.28,0.38,6.6,6.6,4.9,11.5,0.23,0.17,0.4,0.23,0.4,https://fbref.com/en/players/3eb22ec9/
Fábio Silva,POR,FW,Wolves,19-296,2002,21,6,555,6.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,0.2,2.4,0.36,0.03,0.38,0.36,0.38,https://fbref.com/en/players/e7aa9d7c/
Thiago Silva,BRA,DF,Chelsea,37-231,1984,30,26,2470,27.4,3,0,3,0,0,2,0,0.11,0.0,0.11,0.11,0.11,0.8,0.8,0.2,1.1,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/86e7deaf/
Ellis Simms,ENG,FW,Everton,21-126,2001,1,1,61,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/26d3b5be/
Moussa Sissoko,FRA,MF,Watford,32-268,1989,33,33,2950,32.8,2,1,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,3.3,3.3,2.5,5.8,0.1,0.08,0.18,0.1,0.18,https://fbref.com/en/players/2acd49b9/
Oliver Skipp,ENG,MF,Tottenham,21-237,2000,18,14,1350,15.0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,0.01,0.06,0.07,0.01,0.07,https://fbref.com/en/players/6250083a/
William Smallbone,IRL,MFFW,Southampton,22-079,2000,3,2,132,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.05,0.06,0.12,0.05,0.12,https://fbref.com/en/players/5e105217/
Emile Smith Rowe,ENG,MFFW,Arsenal,21-287,2000,31,20,1842,20.5,10,2,10,0,0,0,0,0.49,0.1,0.59,0.49,0.59,5.8,5.8,2.2,7.9,0.28,0.11,0.39,0.28,0.39,https://fbref.com/en/players/17695062/
Cédric Soares,POR,DF,Arsenal,30-253,1991,18,14,1254,13.9,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.1,1.5,0.03,0.08,0.11,0.03,0.11,https://fbref.com/en/players/839c14e1/
Tomáš Souček,CZE,MF,West Ham,27-073,1995,33,32,2882,32.0,5,1,5,0,0,2,0,0.16,0.03,0.19,0.16,0.19,4.7,4.3,1.4,5.7,0.15,0.04,0.19,0.13,0.18,https://fbref.com/en/players/6613c819/
Boubakary Soumaré,FRA,MF,Leicester City,23-073,1999,19,12,1102,12.2,0,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,0.4,0.4,0.4,0.8,0.03,0.03,0.06,0.03,0.06,https://fbref.com/en/players/ae59b359/
Çağlar Söyüncü,TUR,DF,Leicester City,25-353,1996,28,28,2497,27.7,1,0,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,1.4,1.4,0.1,1.5,0.05,0.0,0.05,0.05,0.05,https://fbref.com/en/players/21166ff4/
Tony Springett,ENG,FW,Norwich City,19-231,2002,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/35be8087/
Jason Steele,ENG,GK,Brighton,31-266,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/28300a16/
Jed Steer,ENG,GK,Aston Villa,29-230,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a8a3d139/
Zack Steffen,USA,GK,Manchester City,27-039,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/42130443/
Dale Stephens,ENG,MF,Burnley,32-333,1989,3,1,124,1.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.03,0.06,0.02,0.06,https://fbref.com/en/players/653ee42d/
Jack Stephens,ENG,DF,Southampton,28-104,1994,9,7,631,7.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.04,0.04,0.0,0.04,https://fbref.com/en/players/6adbc307/
Raheem Sterling,ENG,FW,Manchester City,27-154,1994,28,22,2003,22.3,12,3,10,2,3,1,0,0.54,0.13,0.67,0.45,0.58,12.9,10.4,4.0,14.4,0.58,0.18,0.76,0.47,0.65,https://fbref.com/en/players/b400bde0/
Finley Stevens,WAL,DF,Brentford,19-031,2003,1,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,https://fbref.com/en/players/7e003182/
John Stones,ENG,DF,Manchester City,27-348,1994,13,11,1029,11.4,1,0,1,0,0,0,0,0.09,0.0,0.09,0.09,0.09,0.9,0.9,0.1,1.0,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/5eecec3d/
Pascal Struijk,NED,DFMF,Leeds United,22-273,1999,26,21,1937,21.5,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.3,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/f4d296e4/
Crysencio Summerville,NED,MFFW,Leeds United,20-193,2001,6,0,130,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,0.18,0.03,0.21,0.18,0.21,https://fbref.com/en/players/df04eb4b/
Jakob Sørensen,DEN,MFDF,Norwich City,24-069,1998,7,5,460,5.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.08,0.0,0.08,0.08,0.08,https://fbref.com/en/players/953c30b0/
Japhet Tanganga,ENG,DF,Tottenham,23-041,1999,11,10,735,8.2,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.7,0.05,0.05,0.09,0.05,0.09,https://fbref.com/en/players/e9971f2d/
Matt Targett,ENG,DF,Aston Villa,26-235,1995,17,17,1431,15.9,1,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,0.5,0.5,2.2,2.7,0.03,0.14,0.17,0.03,0.17,https://fbref.com/en/players/e514ab62/
Matt Targett,ENG,DF,Newcastle Utd,26-235,1995,14,14,1260,14.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.3,1.6,0.02,0.09,0.11,0.02,0.11,https://fbref.com/en/players/e514ab62/
James Tarkowski,ENG,DF,Burnley,29-173,1992,33,33,2926,32.5,1,2,1,0,0,10,0,0.03,0.06,0.09,0.03,0.09,1.9,1.9,0.6,2.5,0.06,0.02,0.08,0.06,0.08,https://fbref.com/en/players/15ea812b/
Nuno Tavares,POR,DF,Arsenal,22-105,2000,19,11,1010,11.2,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,1.3,1.3,0.9,2.2,0.12,0.08,0.2,0.12,0.2,https://fbref.com/en/players/a65c844b/
Charlie Taylor,ENG,DF,Burnley,28-235,1993,28,27,2461,27.3,0,3,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,0.2,0.2,3.2,3.4,0.01,0.12,0.13,0.01,0.13,https://fbref.com/en/players/cc2d7ad5/
Nathan Tella,ENG,MFFW,Southampton,22-310,1999,13,9,734,8.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,0.06,0.09,0.15,0.06,0.15,https://fbref.com/en/players/f1e94cd6/
Alex Telles,BRA,DF,Manchester Utd,29-147,1992,20,17,1570,17.4,0,4,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23,0.4,0.4,1.8,2.2,0.02,0.1,0.13,0.02,0.13,https://fbref.com/en/players/e73c9bb2/
Luke Thomas,ENG,DF,Leicester City,20-335,2001,21,20,1822,20.2,0,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,1.6,1.8,0.01,0.08,0.09,0.01,0.09,https://fbref.com/en/players/fc027d02/
Dominic Thompson,ENG,DF,Brentford,21-289,2000,2,2,146,1.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,https://fbref.com/en/players/235a62f8/
Youri Tielemans,BEL,MF,Leicester City,25-004,1997,29,26,2361,26.2,6,3,4,2,2,2,0,0.23,0.11,0.34,0.15,0.27,4.5,3.0,3.5,6.5,0.17,0.13,0.31,0.11,0.25,https://fbref.com/en/players/56f7a928/
Kieran Tierney,SCO,DF,Arsenal,24-340,1997,22,22,1915,21.3,1,3,1,0,0,0,0,0.05,0.14,0.19,0.05,0.19,0.7,0.7,1.9,2.6,0.03,0.09,0.12,0.03,0.12,https://fbref.com/en/players/fce2302c/
Takehiro Tomiyasu,JPN,DF,Arsenal,23-187,1998,19,18,1551,17.2,0,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,0.6,0.6,0.6,1.3,0.04,0.04,0.07,0.04,0.07,https://fbref.com/en/players/b3af9be1/
James Tomkins,ENG,DF,Crystal Palace,33-043,1989,8,6,547,6.1,1,0,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,0.6,0.6,0.4,0.9,0.09,0.06,0.15,0.09,0.15,https://fbref.com/en/players/e7ca0439/
Ivan Toney,ENG,FW,Brentford,26-056,1996,31,30,2729,30.3,12,5,7,5,5,7,0,0.4,0.16,0.56,0.23,0.4,11.4,7.6,5.8,13.4,0.38,0.19,0.57,0.25,0.44,https://fbref.com/en/players/e09f279b/
Ferrán Torres,ESP,FW,Manchester City,22-071,2000,4,4,303,3.4,2,1,2,0,0,0,0,0.59,0.3,0.89,0.59,0.89,2.5,2.5,0.0,2.5,0.74,0.01,0.75,0.74,0.75,https://fbref.com/en/players/9e1035f8/
Cenk Tosun,TUR,FW,Everton,30-338,1991,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9a104dee/
Andros Townsend,ENG,MF,Everton,30-299,1991,21,17,1455,16.2,3,2,2,1,1,3,0,0.19,0.12,0.31,0.12,0.25,2.3,1.5,2.4,3.9,0.14,0.15,0.29,0.09,0.24,https://fbref.com/en/players/b28bbd58/
Adama Traoré,ESP,FW,Wolves,26-106,1996,20,10,1067,11.9,1,0,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,2.4,2.4,1.7,4.1,0.2,0.15,0.35,0.2,0.35,https://fbref.com/en/players/9a28eba4/
Bertrand Traoré,BFA,FWMF,Aston Villa,26-247,1995,8,1,186,2.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.11,0.0,0.11,0.11,0.11,https://fbref.com/en/players/c47541e0/
Trézéguet,EGY,FW,Aston Villa,27-222,1994,1,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.51,0.0,0.51,0.51,0.51,https://fbref.com/en/players/3ae14ed1/
Francisco Trincão,POR,FWMF,Wolves,22-133,1999,26,16,1316,14.6,2,1,2,0,0,0,0,0.14,0.07,0.21,0.14,0.21,3.4,3.4,1.2,4.6,0.23,0.08,0.31,0.23,0.31,https://fbref.com/en/players/77e39b04/
Kieran Trippier,ENG,DF,Newcastle Utd,31-234,1990,5,4,339,3.8,2,0,2,0,0,0,0,0.53,0.0,0.53,0.53,0.53,0.1,0.1,0.4,0.6,0.03,0.11,0.15,0.03,0.15,https://fbref.com/en/players/21512407/
William Troost-Ekong,NGA,DF,Watford,28-252,1993,17,15,1390,15.4,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01,https://fbref.com/en/players/7ed4921e/
Leandro Trossard,BEL,FWMF,Brighton,27-158,1994,33,31,2719,30.2,8,3,7,1,1,2,0,0.26,0.1,0.36,0.23,0.33,6.7,5.9,3.4,9.3,0.22,0.11,0.33,0.2,0.31,https://fbref.com/en/players/38ceb24a/
Kostas Tsimikas,GRE,DF,Liverpool,25-364,1996,12,8,787,8.7,0,2,0,0,0,3,0,0.0,0.23,0.23,0.0,0.23,0.5,0.5,2.1,2.6,0.06,0.24,0.3,0.06,0.3,https://fbref.com/en/players/f315ca93/
Axel Tuanzebe,ENG,DF,Aston Villa,24-178,1997,9,6,508,5.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.03,0.0,0.03,0.03,0.03,https://fbref.com/en/players/2baec6ce/
Ozan Tufan,TUR,MF,Watford,27-049,1995,7,4,334,3.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.8,0.14,0.07,0.2,0.14,0.2,https://fbref.com/en/players/17d45fb2/
Christos Tzolis,GRE,FWMF,Norwich City,20-101,2002,14,3,336,3.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.4,0.13,0.26,0.38,0.13,0.38,https://fbref.com/en/players/9f333379/
Yan Valery,FRA,DF,Southampton,23-078,1999,5,3,370,4.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,https://fbref.com/en/players/531a4aa8/
Raphaël Varane,FRA,DF,Manchester Utd,29-016,1993,22,20,1831,20.3,1,1,1,0,0,0,0,0.05,0.05,0.1,0.05,0.1,0.9,0.9,0.3,1.1,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/9f8e9423/
Jamie Vardy,ENG,FW,Leicester City,35-120,1987,21,16,1469,16.3,10,2,10,0,0,2,0,0.61,0.12,0.74,0.61,0.74,6.7,6.7,1.4,8.1,0.41,0.09,0.5,0.41,0.5,https://fbref.com/en/players/45963054/
Joël Veltman,NED,DF,Brighton,30-116,1992,32,31,2694,29.9,0,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03,0.7,0.7,1.1,1.8,0.02,0.04,0.06,0.02,0.06,https://fbref.com/en/players/dad4b285/
Jannik Vestergaard,DEN,DF,Leicester City,29-281,1992,10,6,567,6.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.01,0.01,0.01,0.01,https://fbref.com/en/players/1900032e/
Nikola Vlašić,CRO,FWMF,West Ham,24-219,1997,19,6,560,6.2,1,0,1,0,0,0,0,0.16,0.0,0.16,0.16,0.16,1.0,1.0,0.4,1.4,0.16,0.07,0.23,0.16,0.23,https://fbref.com/en/players/aa8e289e/
Matěj Vydra,CZE,FW,Burnley,30-010,1992,22,5,679,7.5,2,3,2,0,0,1,0,0.27,0.4,0.66,0.27,0.66,3.0,3.0,0.6,3.6,0.4,0.08,0.48,0.4,0.48,https://fbref.com/en/players/0d4ceb32/
Theo Walcott,ENG,MFFW,Southampton,33-056,1989,9,5,379,4.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.17,0.01,0.18,0.17,0.18,https://fbref.com/en/players/1ecb65be/
Kyle Walker,ENG,DF,Manchester City,31-348,1990,20,20,1755,19.5,0,2,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,0.3,0.3,1.2,1.4,0.01,0.06,0.07,0.01,0.07,https://fbref.com/en/players/86dd77d1/
Kyle Walker-Peters,ENG,DF,Southampton,25-028,1997,30,27,2453,27.3,1,2,1,0,0,5,0,0.04,0.07,0.11,0.04,0.11,1.0,1.0,2.8,3.7,0.04,0.1,0.14,0.04,0.14,https://fbref.com/en/players/984a5a64/
Aaron Wan-Bissaka,ENG,DF,Manchester Utd,24-166,1997,20,20,1793,19.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,0.01,0.05,0.06,0.01,0.06,https://fbref.com/en/players/9e525177/
Joel Ward,ENG,DF,Crystal Palace,32-194,1989,27,26,2397,26.6,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,0.01,0.02,0.03,0.01,0.03,https://fbref.com/en/players/8a7ff278/
James Ward-Prowse,ENG,MF,Southampton,27-191,1994,34,34,3035,33.7,9,5,6,3,3,3,1,0.27,0.15,0.42,0.18,0.33,4.5,2.2,6.2,8.4,0.13,0.18,0.32,0.07,0.25,https://fbref.com/en/players/3515d404/
Ollie Watkins,ENG,FW,Aston Villa,26-132,1995,32,30,2695,29.9,10,1,9,1,1,7,0,0.33,0.03,0.37,0.3,0.33,11.5,10.7,2.7,13.4,0.38,0.09,0.47,0.36,0.45,https://fbref.com/en/players/aed3a70f/
Adam Webster,ENG,DF,Brighton,27-127,1995,20,15,1315,14.6,2,0,2,0,0,5,0,0.14,0.0,0.14,0.14,0.14,1.0,1.0,0.1,1.1,0.07,0.0,0.07,0.07,0.07,https://fbref.com/en/players/c40b6180/
Wout Weghorst,NED,FW,Burnley,29-277,1992,17,17,1372,15.2,2,3,2,0,0,3,0,0.13,0.2,0.33,0.13,0.33,2.9,2.9,1.4,4.3,0.19,0.09,0.28,0.19,0.28,https://fbref.com/en/players/c4e87b8b/
Danny Welbeck,ENG,FWMF,Brighton,31-166,1990,23,13,1298,14.4,4,1,4,0,0,0,0,0.28,0.07,0.35,0.28,0.35,5.0,5.0,0.7,5.6,0.34,0.05,0.39,0.34,0.39,https://fbref.com/en/players/ce5143da/
Timo Werner,GER,FWMF,Chelsea,26-066,1996,21,15,1283,14.3,4,1,4,0,0,1,0,0.28,0.07,0.35,0.28,0.35,7.6,7.6,0.4,8.0,0.53,0.03,0.56,0.53,0.56,https://fbref.com/en/players/49fe9070/
Ashley Westwood,ENG,MF,Burnley,32-040,1990,27,26,2287,25.4,0,3,0,0,0,7,0,0.0,0.12,0.12,0.0,0.12,0.8,0.8,3.6,4.3,0.03,0.14,0.17,0.03,0.17,https://fbref.com/en/players/495945ef/
Ben White,ENG,DF,Arsenal,24-215,1997,31,31,2790,31.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.5,0.03,0.02,0.05,0.03,0.05,https://fbref.com/en/players/35e413f1/
Brandon Williams,ENG,DF,Norwich City,21-250,2000,26,23,2120,23.6,0,1,0,0,0,8,0,0.0,0.04,0.04,0.0,0.04,0.2,0.2,1.3,1.5,0.01,0.05,0.06,0.01,0.06,https://fbref.com/en/players/5e74d6c8/
Neco Williams,WAL,DF,Liverpool,21-028,2001,1,0,8,0.1,0,1,0,0,0,0,0,0.0,11.25,11.25,0.0,11.25,0.0,0.0,0.6,0.6,0.0,6.5,6.5,0.0,6.5,https://fbref.com/en/players/dd323728/
Joe Willock,ENG,MF,Newcastle Utd,22-264,1999,29,24,2038,22.6,2,0,2,0,0,0,0,0.09,0.0,0.09,0.09,0.09,3.6,3.6,1.2,4.8,0.16,0.05,0.21,0.16,0.21,https://fbref.com/en/players/a3b03921/
Callum Wilson,ENG,FW,Newcastle Utd,30-073,1992,16,14,1207,13.4,6,0,5,1,1,4,0,0.45,0.0,0.45,0.37,0.37,4.7,3.9,0.4,4.4,0.35,0.03,0.38,0.29,0.33,https://fbref.com/en/players/c596fcb0/
Harry Winks,ENG,MF,Tottenham,26-098,1996,18,9,894,9.9,0,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,1.5,1.6,0.01,0.15,0.16,0.01,0.16,https://fbref.com/en/players/2f7acede/
Yoane Wissa,COD,FWMF,Brentford,25-250,1996,28,10,1120,12.4,6,0,6,0,0,0,0,0.48,0.0,0.48,0.48,0.48,3.2,3.2,0.5,3.7,0.26,0.04,0.3,0.26,0.3,https://fbref.com/en/players/2500cef9/
Chris Wood,NZL,FW,Newcastle Utd,30-155,1991,16,15,1308,14.5,2,0,1,1,1,0,0,0.14,0.0,0.14,0.07,0.07,2.9,2.1,1.0,3.1,0.2,0.07,0.26,0.14,0.21,https://fbref.com/en/players/4e9a0555/
Chris Wood,NZL,FW,Burnley,30-155,1991,17,17,1367,15.2,3,0,3,0,0,1,0,0.2,0.0,0.2,0.2,0.2,4.5,4.5,0.2,4.7,0.3,0.02,0.31,0.3,0.31,https://fbref.com/en/players/4e9a0555/
Freddie Woodman,ENG,GK,Newcastle Utd,25-068,1997,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/19e50035/
Granit Xhaka,SUI,MF,Arsenal,29-226,1992,24,24,2085,23.2,1,2,1,0,0,8,1,0.04,0.09,0.13,0.04,0.13,1.2,1.2,2.1,3.3,0.05,0.09,0.14,0.05,0.14,https://fbref.com/en/players/e61b8aee/
Andriy Yarmolenko,UKR,FW,West Ham,32-200,1989,17,1,305,3.4,1,0,1,0,0,1,0,0.3,0.0,0.3,0.3,0.3,0.8,0.8,0.2,1.0,0.25,0.05,0.3,0.25,0.3,https://fbref.com/en/players/849c826a/
Ashley Young,ENG,DFFW,Aston Villa,36-306,1985,23,10,1247,13.9,0,2,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,0.4,0.4,0.7,1.1,0.03,0.05,0.08,0.03,0.08,https://fbref.com/en/players/be927d03/
Nathan Young-Coombes,ENG,FW,Brentford,19-116,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/f9682888/
Wilfried Zaha,CIV,FW,Crystal Palace,29-182,1992,30,28,2490,27.7,13,1,8,5,7,5,1,0.47,0.04,0.51,0.29,0.33,9.1,3.7,4.6,8.3,0.33,0.17,0.5,0.13,0.3,https://fbref.com/en/players/b2bc3b1f/
Christoph Zimmermann,GER,DF,Norwich City,29-119,1993,2,2,102,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,https://fbref.com/en/players/2d5f03bf/
Oleksandr Zinchenko,UKR,DF,Manchester City,25-147,1996,12,8,822,9.1,0,3,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,0.3,0.3,1.5,1.8,0.03,0.16,0.19,0.03,0.19,https://fbref.com/en/players/51cf8561/
Hakim Ziyech,MAR,FWMF,Chelsea,29-053,1993,20,12,1126,12.5,4,2,4,0,0,3,0,0.32,0.16,0.48,0.32,0.48,3.1,3.1,3.0,6.0,0.25,0.24,0.48,0.25,0.48,https://fbref.com/en/players/6622454d/
Kurt Zouma,FRA,DF,West Ham,27-196,1994,22,22,1898,21.1,1,0,1,0,0,1,0,0.05,0.0,0.05,0.05,0.05,0.9,0.9,0.0,0.9,0.04,0.0,0.04,0.04,0.04,https://fbref.com/en/players/ce4246f5/
Martin Ødegaard,NOR,MF,Arsenal,23-145,1998,33,29,2515,27.9,6,4,6,0,0,3,0,0.21,0.14,0.36,0.21,0.36,4.3,4.3,6.3,10.6,0.15,0.23,0.38,0.15,0.38,https://fbref.com/en/players/79300479/
