Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8
Danny Rose,ENG,DF,Watford,31-313,1990,8,7,689,7.7,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.9,0.02,0.1,0.12,0.02,0.12,https://fbref.com/en/players/89d10e53/,https://fbref.com/en/players/89d10e53/scout/365_euro/Danny-Rose-Scouting-Report,https://fbref.com/en/players/89d10e53/scout/11160/Danny-Rose-Scouting-Report,https://fbref.com/en/players/89d10e53/scout/3232/Danny-Rose-Scouting-Report,https://fbref.com/en/players/89d10e53/scout/1889/Danny-Rose-Scouting-Report,https://fbref.com/en/players/89d10e53/scout/1631/Danny-Rose-Scouting-Report,,,
Jon Rowe,ENG,FWMF,Norwich City,19-011,2003,11,0,191,2.1,0,1,0,0,0,0,0,0.0,0.47,0.47,0.0,0.47,0.4,0.4,0.3,0.7,0.18,0.13,0.31,0.18,0.31,https://fbref.com/en/players/8c12f884/,https://fbref.com/en/players/8c12f884/all_comps/Jon-Rowe-Stats---All-Competitions,https://fbref.com/en/players/8c12f884/dom_lg/Jon-Rowe-Domestic-League-Stats,https://fbref.com/en/players/8c12f884/dom_cup/Jon-Rowe-Domestic-Cup-Stats,,,,,
Antonio Rüdiger,GER,DF,Chelsea,29-069,1993,31,31,2790,31.0,3,0,3,0,0,8,0,0.1,0.0,0.1,0.1,0.1,2.7,2.7,1.1,3.8,0.09,0.04,0.12,0.09,0.12,https://fbref.com/en/players/18b896d6/,https://fbref.com/en/players/18b896d6/scout/365_euro/Antonio-Rudiger-Scouting-Report,https://fbref.com/en/players/18b896d6/scout/11160/Antonio-Rudiger-Scouting-Report,https://fbref.com/en/players/18b896d6/scout/10728/Antonio-Rudiger-Scouting-Report,https://fbref.com/en/players/18b896d6/scout/3232/Antonio-Rudiger-Scouting-Report,https://fbref.com/en/players/18b896d6/scout/1889/Antonio-Rudiger-Scouting-Report,https://fbref.com/en/players/18b896d6/scout/1631/Antonio-Rudiger-Scouting-Report,,
Lukas Rupp,GER,MF,Norwich City,31-123,1991,16,6,663,7.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.2,1.9,0.09,0.16,0.26,0.09,0.26,https://fbref.com/en/players/3faa1780/,https://fbref.com/en/players/3faa1780/scout/365_euro/Lukas-Rupp-Scouting-Report,https://fbref.com/en/players/3faa1780/scout/11160/Lukas-Rupp-Scouting-Report,https://fbref.com/en/players/3faa1780/scout/3232/Lukas-Rupp-Scouting-Report,https://fbref.com/en/players/3faa1780/scout/1634/Lukas-Rupp-Scouting-Report,,,,
José Sá,POR,GK,Wolves,29-114,1993,35,35,3150,35.0,0,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,1.0,1.0,0.0,0.03,0.03,0.0,0.03,https://fbref.com/en/players/903b6e8b/,https://fbref.com/en/players/903b6e8b/scout/365_euro/Jose-Sa-Scouting-Report,https://fbref.com/en/players/903b6e8b/scout/11160/Jose-Sa-Scouting-Report,,,,,,
Allan Saint-Maximin,FRA,FWMF,Newcastle Utd,25-060,1997,33,29,2657,29.5,5,4,5,0,0,6,0,0.17,0.14,0.3,0.17,0.3,4.9,4.9,5.2,10.0,0.16,0.18,0.34,0.16,0.34,https://fbref.com/en/players/2b16cb1a/,https://fbref.com/en/players/2b16cb1a/scout/365_euro/Allan-Saint-Maximin-Scouting-Report,https://fbref.com/en/players/2b16cb1a/scout/11160/Allan-Saint-Maximin-Scouting-Report,https://fbref.com/en/players/2b16cb1a/scout/10728/Allan-Saint-Maximin-Scouting-Report,https://fbref.com/en/players/2b16cb1a/scout/3232/Allan-Saint-Maximin-Scouting-Report,https://fbref.com/en/players/2b16cb1a/scout/2104/Allan-Saint-Maximin-Scouting-Report,https://fbref.com/en/players/2b16cb1a/scout/1632/Allan-Saint-Maximin-Scouting-Report,,
Romain Saïss,MAR,DF,Wolves,32-046,1990,31,31,2705,30.1,2,0,2,0,0,6,0,0.07,0.0,0.07,0.07,0.07,2.7,2.7,0.4,3.1,0.09,0.01,0.1,0.09,0.1,https://fbref.com/en/players/9fbbcf39/,https://fbref.com/en/players/9fbbcf39/scout/365_euro/Romain-Saiss-Scouting-Report,https://fbref.com/en/players/9fbbcf39/scout/11160/Romain-Saiss-Scouting-Report,https://fbref.com/en/players/9fbbcf39/scout/10728/Romain-Saiss-Scouting-Report,https://fbref.com/en/players/9fbbcf39/scout/3232/Romain-Saiss-Scouting-Report,https://fbref.com/en/players/9fbbcf39/scout/1889/Romain-Saiss-Scouting-Report,,,
Bukayo Saka,ENG,FWMF,Arsenal,20-248,2001,35,33,2721,30.2,11,6,9,2,2,6,0,0.36,0.2,0.56,0.3,0.5,9.1,7.6,6.6,14.2,0.3,0.22,0.52,0.25,0.47,https://fbref.com/en/players/bc7dc64d/,https://fbref.com/en/players/bc7dc64d/scout/365_euro/Bukayo-Saka-Scouting-Report,https://fbref.com/en/players/bc7dc64d/scout/11160/Bukayo-Saka-Scouting-Report,https://fbref.com/en/players/bc7dc64d/scout/10728/Bukayo-Saka-Scouting-Report,https://fbref.com/en/players/bc7dc64d/scout/3232/Bukayo-Saka-Scouting-Report,,,,
Mohamed Salah,EGY,FW,Liverpool,29-330,1992,34,30,2729,30.3,22,13,17,5,6,1,0,0.73,0.43,1.15,0.56,0.99,20.9,16.2,10.3,26.5,0.69,0.34,1.03,0.53,0.87,https://fbref.com/en/players/e342ad68/,https://fbref.com/en/players/e342ad68/scout/365_euro/Mohamed-Salah-Scouting-Report,https://fbref.com/en/players/e342ad68/scout/11160/Mohamed-Salah-Scouting-Report,https://fbref.com/en/players/e342ad68/scout/10728/Mohamed-Salah-Scouting-Report,https://fbref.com/en/players/e342ad68/scout/3232/Mohamed-Salah-Scouting-Report,https://fbref.com/en/players/e342ad68/scout/1889/Mohamed-Salah-Scouting-Report,https://fbref.com/en/players/e342ad68/scout/1631/Mohamed-Salah-Scouting-Report,,
Mohammed Salisu,GHA,DF,Southampton,23-024,1999,32,31,2792,31.0,0,0,0,0,0,10,1,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.5,2.3,0.06,0.02,0.07,0.06,0.07,https://fbref.com/en/players/0b33f6ad/,https://fbref.com/en/players/0b33f6ad/scout/365_euro/Mohammed-Salisu-Scouting-Report,https://fbref.com/en/players/0b33f6ad/scout/11160/Mohammed-Salisu-Scouting-Report,https://fbref.com/en/players/0b33f6ad/scout/10728/Mohammed-Salisu-Scouting-Report,https://fbref.com/en/players/0b33f6ad/scout/3239/Mohammed-Salisu-Scouting-Report,,,,
Albert Sambi Lokonga,BEL,MF,Arsenal,22-201,1999,18,12,1106,12.3,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.3,0.05,0.06,0.11,0.05,0.11,https://fbref.com/en/players/1b4f1169/,https://fbref.com/en/players/1b4f1169/scout/365_euro/Albert-Sambi-Lokonga-Scouting-Report,https://fbref.com/en/players/1b4f1169/scout/11160/Albert-Sambi-Lokonga-Scouting-Report,,,,,,
Davinson Sánchez,COL,DF,Tottenham,25-333,1996,20,14,1361,15.1,2,0,2,0,0,4,0,0.13,0.0,0.13,0.13,0.13,2.0,2.0,0.1,2.2,0.14,0.01,0.14,0.14,0.14,https://fbref.com/en/players/da7b447d/,https://fbref.com/en/players/da7b447d/scout/365_euro/Davinson-Sanchez-Scouting-Report,https://fbref.com/en/players/da7b447d/scout/11160/Davinson-Sanchez-Scouting-Report,https://fbref.com/en/players/da7b447d/scout/10728/Davinson-Sanchez-Scouting-Report,https://fbref.com/en/players/da7b447d/scout/3232/Davinson-Sanchez-Scouting-Report,https://fbref.com/en/players/da7b447d/scout/1889/Davinson-Sanchez-Scouting-Report,https://fbref.com/en/players/da7b447d/scout/1631/Davinson-Sanchez-Scouting-Report,,
Robert Sánchez,ESP,GK,Brighton,24-174,1997,35,35,3149,35.0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/6a713852/,https://fbref.com/en/players/6a713852/scout/365_euro/Robert-Sanchez-Scouting-Report,https://fbref.com/en/players/6a713852/scout/11160/Robert-Sanchez-Scouting-Report,https://fbref.com/en/players/6a713852/scout/10728/Robert-Sanchez-Scouting-Report,,,,,
Jadon Sancho,ENG,FWMF,Manchester Utd,22-047,2000,29,20,1900,21.1,3,3,3,0,0,0,0,0.14,0.14,0.28,0.14,0.28,3.3,3.3,4.2,7.5,0.16,0.2,0.36,0.16,0.36,https://fbref.com/en/players/dbf053da/,https://fbref.com/en/players/dbf053da/scout/365_euro/Jadon-Sancho-Scouting-Report,https://fbref.com/en/players/dbf053da/scout/11160/Jadon-Sancho-Scouting-Report,https://fbref.com/en/players/dbf053da/scout/10737/Jadon-Sancho-Scouting-Report,https://fbref.com/en/players/dbf053da/scout/3248/Jadon-Sancho-Scouting-Report,https://fbref.com/en/players/dbf053da/scout/2109/Jadon-Sancho-Scouting-Report,https://fbref.com/en/players/dbf053da/scout/1634/Jadon-Sancho-Scouting-Report,,
Morgan Sanson,FRA,MF,Aston Villa,27-266,1994,10,3,356,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,https://fbref.com/en/players/6e7f1353/,https://fbref.com/en/players/6e7f1353/scout/10732/Morgan-Sanson-Scouting-Report,https://fbref.com/en/players/6e7f1353/scout/3243/Morgan-Sanson-Scouting-Report,https://fbref.com/en/players/6e7f1353/scout/2104/Morgan-Sanson-Scouting-Report,https://fbref.com/en/players/6e7f1353/scout/1632/Morgan-Sanson-Scouting-Report,,,,
Samir Santos,BRA,DF,Watford,27-157,1994,17,17,1493,16.6,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/92b4758e/,https://fbref.com/en/players/92b4758e/scout/365_euro/Samir-Santos-Scouting-Report,https://fbref.com/en/players/92b4758e/scout/11160/Samir-Santos-Scouting-Report,https://fbref.com/en/players/92b4758e/scout/11222/Samir-Santos-Scouting-Report,https://fbref.com/en/players/92b4758e/scout/10730/Samir-Santos-Scouting-Report,https://fbref.com/en/players/92b4758e/scout/3260/Samir-Santos-Scouting-Report,https://fbref.com/en/players/92b4758e/scout/1896/Samir-Santos-Scouting-Report,https://fbref.com/en/players/92b4758e/scout/1640/Samir-Santos-Scouting-Report,
Josh Sargent,USA,FWMF,Norwich City,22-080,2000,26,18,1572,17.5,2,1,2,0,0,1,0,0.11,0.06,0.17,0.11,0.17,2.7,2.7,0.7,3.5,0.16,0.04,0.2,0.16,0.2,https://fbref.com/en/players/a8d4428b/,https://fbref.com/en/players/a8d4428b/scout/365_euro/Josh-Sargent-Scouting-Report,https://fbref.com/en/players/a8d4428b/scout/11160/Josh-Sargent-Scouting-Report,https://fbref.com/en/players/a8d4428b/scout/10737/Josh-Sargent-Scouting-Report,https://fbref.com/en/players/a8d4428b/scout/3248/Josh-Sargent-Scouting-Report,,,,
Jeremy Sarmiento,ECU,FWMF,Brighton,19-329,2002,5,1,48,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ac0d576d/,https://fbref.com/en/players/ac0d576d/all_comps/Jeremy-Sarmiento-Stats---All-Competitions,https://fbref.com/en/players/ac0d576d/dom_lg/Jeremy-Sarmiento-Domestic-League-Stats,https://fbref.com/en/players/ac0d576d/dom_cup/Jeremy-Sarmiento-Domestic-Cup-Stats,https://fbref.com/en/players/ac0d576d/nat_tm/Jeremy-Sarmiento-National-Team-Stats,,,,
Ismaila Sarr,SEN,FWMF,Watford,24-075,1998,22,21,1861,20.7,5,2,5,0,1,2,0,0.24,0.1,0.34,0.24,0.34,4.2,3.5,2.5,6.0,0.2,0.12,0.33,0.17,0.29,https://fbref.com/en/players/bfdb33aa/,https://fbref.com/en/players/bfdb33aa/scout/365_euro/Ismaila-Sarr-Scouting-Report,https://fbref.com/en/players/bfdb33aa/scout/11160/Ismaila-Sarr-Scouting-Report,https://fbref.com/en/players/bfdb33aa/scout/3232/Ismaila-Sarr-Scouting-Report,https://fbref.com/en/players/bfdb33aa/scout/2104/Ismaila-Sarr-Scouting-Report,https://fbref.com/en/players/bfdb33aa/scout/1632/Ismaila-Sarr-Scouting-Report,,,
Malang Sarr,FRA,DF,Chelsea,23-108,1999,7,6,514,5.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.01,0.05,0.06,0.01,0.06,https://fbref.com/en/players/4315f30d/,https://fbref.com/en/players/4315f30d/scout/365_euro/Malang-Sarr-Scouting-Report,https://fbref.com/en/players/4315f30d/scout/11160/Malang-Sarr-Scouting-Report,https://fbref.com/en/players/4315f30d/scout/3243/Malang-Sarr-Scouting-Report,https://fbref.com/en/players/4315f30d/scout/2104/Malang-Sarr-Scouting-Report,https://fbref.com/en/players/4315f30d/scout/1632/Malang-Sarr-Scouting-Report,,,
Dane Scarlett,ENG,MF,Tottenham,18-048,2004,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/21945a9e/,https://fbref.com/en/players/21945a9e/all_comps/Dane-Scarlett-Stats---All-Competitions,https://fbref.com/en/players/21945a9e/dom_lg/Dane-Scarlett-Domestic-League-Stats,https://fbref.com/en/players/21945a9e/dom_cup/Dane-Scarlett-Domestic-Cup-Stats,https://fbref.com/en/players/21945a9e/intl_cup/Dane-Scarlett-International-Cup-Stats,,,,
Fabian Schär,SUI,DF,Newcastle Utd,30-142,1991,24,24,2110,23.4,2,2,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17,1.3,1.3,0.6,2.0,0.06,0.03,0.08,0.06,0.08,https://fbref.com/en/players/c8aa95da/,https://fbref.com/en/players/c8aa95da/scout/365_euro/Fabian-Schar-Scouting-Report,https://fbref.com/en/players/c8aa95da/scout/11160/Fabian-Schar-Scouting-Report,https://fbref.com/en/players/c8aa95da/scout/10728/Fabian-Schar-Scouting-Report,https://fbref.com/en/players/c8aa95da/scout/3232/Fabian-Schar-Scouting-Report,https://fbref.com/en/players/c8aa95da/scout/1889/Fabian-Schar-Scouting-Report,https://fbref.com/en/players/c8aa95da/scout/1652/Fabian-Schar-Scouting-Report,,
Jeffrey Schlupp,GHA,MFFW,Crystal Palace,29-139,1992,29,18,1675,18.6,3,1,3,0,0,1,0,0.16,0.05,0.21,0.16,0.21,2.1,2.1,1.6,3.7,0.11,0.09,0.2,0.11,0.2,https://fbref.com/en/players/3312f911/,https://fbref.com/en/players/3312f911/scout/365_euro/Jeffrey-Schlupp-Scouting-Report,https://fbref.com/en/players/3312f911/scout/11160/Jeffrey-Schlupp-Scouting-Report,https://fbref.com/en/players/3312f911/scout/10728/Jeffrey-Schlupp-Scouting-Report,https://fbref.com/en/players/3312f911/scout/3232/Jeffrey-Schlupp-Scouting-Report,https://fbref.com/en/players/3312f911/scout/1889/Jeffrey-Schlupp-Scouting-Report,https://fbref.com/en/players/3312f911/scout/1631/Jeffrey-Schlupp-Scouting-Report,,
Kasper Schmeichel,DEN,GK,Leicester City,35-187,1986,34,34,3060,34.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/53af52f3/,https://fbref.com/en/players/53af52f3/scout/365_euro/Kasper-Schmeichel-Scouting-Report,https://fbref.com/en/players/53af52f3/scout/11160/Kasper-Schmeichel-Scouting-Report,https://fbref.com/en/players/53af52f3/scout/10728/Kasper-Schmeichel-Scouting-Report,https://fbref.com/en/players/53af52f3/scout/3232/Kasper-Schmeichel-Scouting-Report,https://fbref.com/en/players/53af52f3/scout/1889/Kasper-Schmeichel-Scouting-Report,https://fbref.com/en/players/53af52f3/scout/1631/Kasper-Schmeichel-Scouting-Report,,
Ken Sema,SWE,MFFW,Watford,28-223,1993,15,4,592,6.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.01,0.09,0.1,0.01,0.1,https://fbref.com/en/players/1770bd68/,https://fbref.com/en/players/1770bd68/scout/365_euro/Ken-Sema-Scouting-Report,https://fbref.com/en/players/1770bd68/scout/11160/Ken-Sema-Scouting-Report,https://fbref.com/en/players/1770bd68/scout/3260/Ken-Sema-Scouting-Report,https://fbref.com/en/players/1770bd68/scout/1889/Ken-Sema-Scouting-Report,,,,
Nélson Semedo,POR,DF,Wolves,28-176,1993,25,25,2131,23.7,0,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04,1.4,1.4,1.2,2.6,0.06,0.05,0.11,0.06,0.11,https://fbref.com/en/players/d04b94db/,https://fbref.com/en/players/d04b94db/scout/365_euro/Nelson-Semedo-Scouting-Report,https://fbref.com/en/players/d04b94db/scout/11160/Nelson-Semedo-Scouting-Report,https://fbref.com/en/players/d04b94db/scout/10728/Nelson-Semedo-Scouting-Report,https://fbref.com/en/players/d04b94db/scout/3239/Nelson-Semedo-Scouting-Report,https://fbref.com/en/players/d04b94db/scout/1886/Nelson-Semedo-Scouting-Report,https://fbref.com/en/players/d04b94db/scout/1652/Nelson-Semedo-Scouting-Report,,
Ryan Sessegnon,ENG,DF,Tottenham,21-358,2000,12,10,777,8.6,0,2,0,0,0,2,0,0.0,0.23,0.23,0.0,0.23,0.2,0.2,1.7,1.8,0.02,0.19,0.21,0.02,0.21,https://fbref.com/en/players/6aa3e78b/,https://fbref.com/en/players/6aa3e78b/scout/365_euro/Ryan-Sessegnon-Scouting-Report,https://fbref.com/en/players/6aa3e78b/scout/11160/Ryan-Sessegnon-Scouting-Report,https://fbref.com/en/players/6aa3e78b/scout/10737/Ryan-Sessegnon-Scouting-Report,https://fbref.com/en/players/6aa3e78b/scout/1889/Ryan-Sessegnon-Scouting-Report,,,,
Jamie Shackleton,ENG,DFMF,Leeds United,22-215,1999,13,7,686,7.6,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/8d03ca5a/,https://fbref.com/en/players/8d03ca5a/scout/365_euro/Jamie-Shackleton-Scouting-Report,https://fbref.com/en/players/8d03ca5a/scout/11160/Jamie-Shackleton-Scouting-Report,https://fbref.com/en/players/8d03ca5a/scout/10728/Jamie-Shackleton-Scouting-Report,,,,,
Luke Shaw,ENG,DF,Manchester Utd,26-303,1995,20,19,1601,17.8,0,3,0,0,0,8,0,0.0,0.17,0.17,0.0,0.17,0.2,0.2,3.2,3.4,0.01,0.18,0.19,0.01,0.19,https://fbref.com/en/players/9c94165b/,https://fbref.com/en/players/9c94165b/scout/365_euro/Luke-Shaw-Scouting-Report,https://fbref.com/en/players/9c94165b/scout/11160/Luke-Shaw-Scouting-Report,https://fbref.com/en/players/9c94165b/scout/10728/Luke-Shaw-Scouting-Report,https://fbref.com/en/players/9c94165b/scout/3232/Luke-Shaw-Scouting-Report,https://fbref.com/en/players/9c94165b/scout/1889/Luke-Shaw-Scouting-Report,https://fbref.com/en/players/9c94165b/scout/1631/Luke-Shaw-Scouting-Report,,
Jonjo Shelvey,ENG,MF,Newcastle Utd,30-073,1992,24,22,1983,22.0,2,1,2,0,0,7,1,0.09,0.05,0.14,0.09,0.14,0.9,0.9,0.8,1.7,0.04,0.04,0.08,0.04,0.08,https://fbref.com/en/players/3727dd3c/,https://fbref.com/en/players/3727dd3c/scout/365_euro/Jonjo-Shelvey-Scouting-Report,https://fbref.com/en/players/3727dd3c/scout/11160/Jonjo-Shelvey-Scouting-Report,https://fbref.com/en/players/3727dd3c/scout/10728/Jonjo-Shelvey-Scouting-Report,https://fbref.com/en/players/3727dd3c/scout/3232/Jonjo-Shelvey-Scouting-Report,https://fbref.com/en/players/3727dd3c/scout/1889/Jonjo-Shelvey-Scouting-Report,https://fbref.com/en/players/3727dd3c/scout/1631/Jonjo-Shelvey-Scouting-Report,,
Francisco Sierralta,CHI,DF,Watford,25-005,1997,5,5,427,4.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,https://fbref.com/en/players/0f933743/,https://fbref.com/en/players/0f933743/all_comps/Francisco-Sierralta-Stats---All-Competitions,https://fbref.com/en/players/0f933743/dom_lg/Francisco-Sierralta-Domestic-League-Stats,https://fbref.com/en/players/0f933743/dom_cup/Francisco-Sierralta-Domestic-Cup-Stats,https://fbref.com/en/players/0f933743/intl_cup/Francisco-Sierralta-International-Cup-Stats,https://fbref.com/en/players/0f933743/nat_tm/Francisco-Sierralta-National-Team-Stats,,,
Bernardo Silva,POR,MFFW,Manchester City,27-274,1994,32,30,2610,29.0,8,3,8,0,0,6,0,0.28,0.1,0.38,0.28,0.38,6.6,6.6,4.9,11.5,0.23,0.17,0.4,0.23,0.4,https://fbref.com/en/players/3eb22ec9/,https://fbref.com/en/players/3eb22ec9/scout/365_euro/Bernardo-Silva-Scouting-Report,https://fbref.com/en/players/3eb22ec9/scout/11160/Bernardo-Silva-Scouting-Report,https://fbref.com/en/players/3eb22ec9/scout/10728/Bernardo-Silva-Scouting-Report,https://fbref.com/en/players/3eb22ec9/scout/3232/Bernardo-Silva-Scouting-Report,https://fbref.com/en/players/3eb22ec9/scout/1889/Bernardo-Silva-Scouting-Report,https://fbref.com/en/players/3eb22ec9/scout/1631/Bernardo-Silva-Scouting-Report,,
Fábio Silva,POR,FW,Wolves,19-296,2002,21,6,555,6.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,0.2,2.4,0.36,0.03,0.38,0.36,0.38,https://fbref.com/en/players/e7aa9d7c/,https://fbref.com/en/players/e7aa9d7c/scout/365_euro/Fabio-Silva-Scouting-Report,https://fbref.com/en/players/e7aa9d7c/scout/11160/Fabio-Silva-Scouting-Report,https://fbref.com/en/players/e7aa9d7c/scout/10728/Fabio-Silva-Scouting-Report,,,,,
Thiago Silva,BRA,DF,Chelsea,37-231,1984,30,26,2470,27.4,3,0,3,0,0,2,0,0.11,0.0,0.11,0.11,0.11,0.8,0.8,0.2,1.1,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/86e7deaf/,https://fbref.com/en/players/86e7deaf/scout/365_euro/Thiago-Silva-Scouting-Report,https://fbref.com/en/players/86e7deaf/scout/11160/Thiago-Silva-Scouting-Report,https://fbref.com/en/players/86e7deaf/scout/10728/Thiago-Silva-Scouting-Report,https://fbref.com/en/players/86e7deaf/scout/3243/Thiago-Silva-Scouting-Report,https://fbref.com/en/players/86e7deaf/scout/2104/Thiago-Silva-Scouting-Report,https://fbref.com/en/players/86e7deaf/scout/1632/Thiago-Silva-Scouting-Report,,
Ellis Simms,ENG,FW,Everton,21-126,2001,1,1,61,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/26d3b5be/,https://fbref.com/en/players/26d3b5be/all_comps/Ellis-Simms-Stats---All-Competitions,https://fbref.com/en/players/26d3b5be/dom_lg/Ellis-Simms-Domestic-League-Stats,https://fbref.com/en/players/26d3b5be/dom_cup/Ellis-Simms-Domestic-Cup-Stats,,,,,
Moussa Sissoko,FRA,MF,Watford,32-268,1989,33,33,2950,32.8,2,1,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,3.3,3.3,2.5,5.8,0.1,0.08,0.18,0.1,0.18,https://fbref.com/en/players/2acd49b9/,https://fbref.com/en/players/2acd49b9/scout/365_euro/Moussa-Sissoko-Scouting-Report,https://fbref.com/en/players/2acd49b9/scout/11160/Moussa-Sissoko-Scouting-Report,https://fbref.com/en/players/2acd49b9/scout/10728/Moussa-Sissoko-Scouting-Report,https://fbref.com/en/players/2acd49b9/scout/3232/Moussa-Sissoko-Scouting-Report,https://fbref.com/en/players/2acd49b9/scout/1889/Moussa-Sissoko-Scouting-Report,https://fbref.com/en/players/2acd49b9/scout/1631/Moussa-Sissoko-Scouting-Report,,
Oliver Skipp,ENG,MF,Tottenham,21-237,2000,18,14,1350,15.0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,0.01,0.06,0.07,0.01,0.07,https://fbref.com/en/players/6250083a/,https://fbref.com/en/players/6250083a/scout/365_euro/Oliver-Skipp-Scouting-Report,https://fbref.com/en/players/6250083a/scout/11160/Oliver-Skipp-Scouting-Report,,,,,,
William Smallbone,IRL,MFFW,Southampton,22-079,2000,3,2,132,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.05,0.06,0.12,0.05,0.12,https://fbref.com/en/players/5e105217/,https://fbref.com/en/players/5e105217/all_comps/William-Smallbone-Stats---All-Competitions,https://fbref.com/en/players/5e105217/dom_lg/William-Smallbone-Domestic-League-Stats,https://fbref.com/en/players/5e105217/dom_cup/William-Smallbone-Domestic-Cup-Stats,,,,,
Emile Smith Rowe,ENG,MFFW,Arsenal,21-287,2000,31,20,1842,20.5,10,2,10,0,0,0,0,0.49,0.1,0.59,0.49,0.59,5.8,5.8,2.2,7.9,0.28,0.11,0.39,0.28,0.39,https://fbref.com/en/players/17695062/,https://fbref.com/en/players/17695062/scout/365_euro/Emile-Smith-Rowe-Scouting-Report,https://fbref.com/en/players/17695062/scout/11160/Emile-Smith-Rowe-Scouting-Report,https://fbref.com/en/players/17695062/scout/10728/Emile-Smith-Rowe-Scouting-Report,,,,,
Cédric Soares,POR,DF,Arsenal,30-253,1991,18,14,1254,13.9,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.1,1.5,0.03,0.08,0.11,0.03,0.11,https://fbref.com/en/players/839c14e1/,https://fbref.com/en/players/839c14e1/scout/365_euro/Cedric-Soares-Scouting-Report,https://fbref.com/en/players/839c14e1/scout/11160/Cedric-Soares-Scouting-Report,https://fbref.com/en/players/839c14e1/scout/10728/Cedric-Soares-Scouting-Report,https://fbref.com/en/players/839c14e1/scout/3232/Cedric-Soares-Scouting-Report,https://fbref.com/en/players/839c14e1/scout/1889/Cedric-Soares-Scouting-Report,https://fbref.com/en/players/839c14e1/scout/1631/Cedric-Soares-Scouting-Report,,
Tomáš Souček,CZE,MF,West Ham,27-073,1995,33,32,2882,32.0,5,1,5,0,0,2,0,0.16,0.03,0.19,0.16,0.19,4.7,4.3,1.4,5.7,0.15,0.04,0.19,0.13,0.18,https://fbref.com/en/players/6613c819/,https://fbref.com/en/players/6613c819/scout/365_euro/Tomas-Soucek-Scouting-Report,https://fbref.com/en/players/6613c819/scout/11160/Tomas-Soucek-Scouting-Report,https://fbref.com/en/players/6613c819/scout/10728/Tomas-Soucek-Scouting-Report,https://fbref.com/en/players/6613c819/scout/3232/Tomas-Soucek-Scouting-Report,,,,
