Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7
Youssouf Koné,MLI,DF,Troyes,26,1995,21,11,980,10.9,0,1,0,0,0,2,1,0.0,0.09,0.09,0.0,0.09,0.2,0.2,1.0,1.2,0.02,0.09,0.11,0.02,0.11,https://fbref.com/en/players/e6eadfb8/,https://fbref.com/en/players/e6eadfb8/scout/365_euro/Youssouf-Kone-Scouting-Report,https://fbref.com/en/players/e6eadfb8/scout/11183/Youssouf-Kone-Scouting-Report,https://fbref.com/en/players/e6eadfb8/scout/3243/Youssouf-Kone-Scouting-Report,https://fbref.com/en/players/e6eadfb8/scout/2104/Youssouf-Kone-Scouting-Report,,,
Laurent Koscielny,FRA,DF,Bordeaux,35,1985,11,11,933,10.4,0,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/f5efb153/,https://fbref.com/en/players/f5efb153/scout/365_euro/Laurent-Koscielny-Scouting-Report,https://fbref.com/en/players/f5efb153/scout/11183/Laurent-Koscielny-Scouting-Report,https://fbref.com/en/players/f5efb153/scout/10732/Laurent-Koscielny-Scouting-Report,https://fbref.com/en/players/f5efb153/scout/3243/Laurent-Koscielny-Scouting-Report,https://fbref.com/en/players/f5efb153/scout/1889/Laurent-Koscielny-Scouting-Report,https://fbref.com/en/players/f5efb153/scout/1631/Laurent-Koscielny-Scouting-Report,
Rominigue Kouamé,MLI,MF,Troyes,24,1996,34,34,2968,33.0,1,2,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,2.6,2.6,2.0,4.6,0.08,0.06,0.14,0.08,0.14,https://fbref.com/en/players/86a2ba20/,https://fbref.com/en/players/86a2ba20/scout/365_euro/Rominigue-Kouame-Scouting-Report,https://fbref.com/en/players/86a2ba20/scout/11183/Rominigue-Kouame-Scouting-Report,,,,,
Boubakar Kouyaté,MLI,DF,Metz,24,1997,30,30,2665,29.6,1,0,1,0,0,8,1,0.03,0.0,0.03,0.03,0.03,1.8,1.8,0.1,1.9,0.06,0.0,0.06,0.06,0.06,https://fbref.com/en/players/562a4799/,https://fbref.com/en/players/562a4799/scout/365_euro/Boubakar-Kouyate-Scouting-Report,https://fbref.com/en/players/562a4799/scout/11183/Boubakar-Kouyate-Scouting-Report,https://fbref.com/en/players/562a4799/scout/10732/Boubakar-Kouyate-Scouting-Report,,,,
Jean-Philippe Krasso,FRA,FW,Saint-Étienne,24,1997,16,5,453,5.0,1,1,1,0,0,0,0,0.2,0.2,0.4,0.2,0.4,1.6,1.6,0.6,2.1,0.31,0.11,0.42,0.31,0.42,https://fbref.com/en/players/037f2523/,https://fbref.com/en/players/037f2523/scout/365_euro/Jean-Philippe-Krasso-Scouting-Report,https://fbref.com/en/players/037f2523/scout/11183/Jean-Philippe-Krasso-Scouting-Report,,,,,
Mykola Kukharevych,UKR,FW,Troyes,20,2001,2,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.45,0.0,0.45,0.45,0.45,https://fbref.com/en/players/8197a269/,https://fbref.com/en/players/8197a269/matchlogs/2021-2022/passing/Mykola-Kukharevych-Match-Logs,,,,,,
Enock Kwateng,FRA,DF,Bordeaux,24,1997,29,22,2002,22.2,1,0,1,0,0,6,1,0.04,0.0,0.04,0.04,0.04,0.4,0.4,1.1,1.5,0.02,0.05,0.07,0.02,0.07,https://fbref.com/en/players/4bf69118/,https://fbref.com/en/players/4bf69118/scout/365_euro/Enock-Kwateng-Scouting-Report,https://fbref.com/en/players/4bf69118/scout/11183/Enock-Kwateng-Scouting-Report,https://fbref.com/en/players/4bf69118/scout/10732/Enock-Kwateng-Scouting-Report,https://fbref.com/en/players/4bf69118/scout/3243/Enock-Kwateng-Scouting-Report,https://fbref.com/en/players/4bf69118/scout/2104/Enock-Kwateng-Scouting-Report,,
Grejohn Kyei,FRA,FW,Clermont Foot,25,1995,14,4,396,4.4,0,1,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23,1.6,1.6,1.0,2.6,0.36,0.23,0.58,0.36,0.58,https://fbref.com/en/players/397ba086/,https://fbref.com/en/players/397ba086/all_comps/Grejohn-Kyei-Stats---All-Competitions,https://fbref.com/en/players/397ba086/dom_lg/Grejohn-Kyei-Domestic-League-Stats,https://fbref.com/en/players/397ba086/dom_cup/Grejohn-Kyei-Domestic-Cup-Stats,,,,
Gaëtan Laborde,FRA,FW,Montpellier,27,1994,4,4,341,3.8,3,0,3,0,0,1,0,0.79,0.0,0.79,0.79,0.79,1.8,1.8,0.5,2.3,0.48,0.12,0.59,0.48,0.59,https://fbref.com/en/players/7cdda3bf/,https://fbref.com/en/players/7cdda3bf/scout/365_euro/Gaetan-Laborde-Scouting-Report,https://fbref.com/en/players/7cdda3bf/scout/11183/Gaetan-Laborde-Scouting-Report,https://fbref.com/en/players/7cdda3bf/scout/10732/Gaetan-Laborde-Scouting-Report,https://fbref.com/en/players/7cdda3bf/scout/3243/Gaetan-Laborde-Scouting-Report,https://fbref.com/en/players/7cdda3bf/scout/2104/Gaetan-Laborde-Scouting-Report,https://fbref.com/en/players/7cdda3bf/scout/1632/Gaetan-Laborde-Scouting-Report,
Gaëtan Laborde,FRA,FW,Rennes,27,1994,34,32,2729,30.3,12,8,10,2,2,1,0,0.4,0.26,0.66,0.33,0.59,15.3,13.7,4.1,17.8,0.5,0.13,0.64,0.45,0.59,https://fbref.com/en/players/7cdda3bf/,https://fbref.com/en/players/7cdda3bf/scout/365_euro/Gaetan-Laborde-Scouting-Report,https://fbref.com/en/players/7cdda3bf/scout/11183/Gaetan-Laborde-Scouting-Report,https://fbref.com/en/players/7cdda3bf/scout/10732/Gaetan-Laborde-Scouting-Report,https://fbref.com/en/players/7cdda3bf/scout/3243/Gaetan-Laborde-Scouting-Report,https://fbref.com/en/players/7cdda3bf/scout/2104/Gaetan-Laborde-Scouting-Report,https://fbref.com/en/players/7cdda3bf/scout/1632/Gaetan-Laborde-Scouting-Report,
Tom Lacoux,FRA,DFMF,Bordeaux,19,2002,13,11,907,10.1,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.04,0.04,0.0,0.04,https://fbref.com/en/players/295ba708/,https://fbref.com/en/players/295ba708/scout/365_euro/Tom-Lacoux-Scouting-Report,https://fbref.com/en/players/295ba708/scout/11183/Tom-Lacoux-Scouting-Report,https://fbref.com/en/players/295ba708/scout/10732/Tom-Lacoux-Scouting-Report,,,,
Lenny Lacroix,FRA,DF,Metz,18,2003,3,2,200,2.2,0,1,0,0,0,0,0,0.0,0.45,0.45,0.0,0.45,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/5413ef36/,https://fbref.com/en/players/5413ef36/matchlogs/2021-2022/passing/Lenny-Lacroix-Match-Logs,,,,,,
Alban Lafont,FRA,GK,Nantes,22,1999,38,38,3420,38.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/4e7db402/,https://fbref.com/en/players/4e7db402/scout/365_euro/Alban-Lafont-Scouting-Report,https://fbref.com/en/players/4e7db402/scout/11183/Alban-Lafont-Scouting-Report,https://fbref.com/en/players/4e7db402/scout/10732/Alban-Lafont-Scouting-Report,https://fbref.com/en/players/4e7db402/scout/3243/Alban-Lafont-Scouting-Report,https://fbref.com/en/players/4e7db402/scout/1896/Alban-Lafont-Scouting-Report,https://fbref.com/en/players/4e7db402/scout/1632/Alban-Lafont-Scouting-Report,
Didier Lamkel Zé,CMR,FW,Metz,24,1996,9,8,605,6.7,3,0,3,0,0,2,0,0.45,0.0,0.45,0.45,0.45,2.2,2.2,0.2,2.5,0.33,0.03,0.37,0.33,0.37,https://fbref.com/en/players/b229aa13/,https://fbref.com/en/players/b229aa13/scout/365_euro/Didier-Lamkel-Ze-Scouting-Report,https://fbref.com/en/players/b229aa13/scout/11183/Didier-Lamkel-Ze-Scouting-Report,,,,,
Julien Laporte,FRA,DF,Lorient,27,1993,33,33,2891,32.1,2,0,2,0,0,7,0,0.06,0.0,0.06,0.06,0.06,1.3,1.3,0.4,1.7,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/f066022d/,https://fbref.com/en/players/f066022d/scout/365_euro/Julien-Laporte-Scouting-Report,https://fbref.com/en/players/f066022d/scout/11183/Julien-Laporte-Scouting-Report,https://fbref.com/en/players/f066022d/scout/10732/Julien-Laporte-Scouting-Report,,,,
Yasser Larouci,ALG,DF,Troyes,20,2001,12,2,341,3.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05,https://fbref.com/en/players/0ed063d6/,https://fbref.com/en/players/0ed063d6/all_comps/Yasser-Larouci-Stats---All-Competitions,https://fbref.com/en/players/0ed063d6/dom_lg/Yasser-Larouci-Domestic-League-Stats,https://fbref.com/en/players/0ed063d6/dom_cup/Yasser-Larouci-Domestic-Cup-Stats,,,,
Paul Lasne,FRA,MF,Brest,32,1989,15,9,847,9.4,0,1,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11,0.4,0.4,1.2,1.6,0.04,0.13,0.17,0.04,0.17,https://fbref.com/en/players/542cc80f/,https://fbref.com/en/players/542cc80f/scout/365_euro/Paul-Lasne-Scouting-Report,https://fbref.com/en/players/542cc80f/scout/11183/Paul-Lasne-Scouting-Report,https://fbref.com/en/players/542cc80f/scout/10732/Paul-Lasne-Scouting-Report,https://fbref.com/en/players/542cc80f/scout/3243/Paul-Lasne-Scouting-Report,https://fbref.com/en/players/542cc80f/scout/2104/Paul-Lasne-Scouting-Report,https://fbref.com/en/players/542cc80f/scout/1632/Paul-Lasne-Scouting-Report,
Armand Lauriente,FRA,FWMF,Lorient,22,1998,35,28,2477,27.5,6,2,5,1,1,5,0,0.22,0.07,0.29,0.18,0.25,7.4,6.6,4.4,11.0,0.27,0.16,0.43,0.24,0.4,https://fbref.com/en/players/2d22cea7/,https://fbref.com/en/players/2d22cea7/scout/365_euro/Armand-Lauriente-Scouting-Report,https://fbref.com/en/players/2d22cea7/scout/11183/Armand-Lauriente-Scouting-Report,https://fbref.com/en/players/2d22cea7/scout/10732/Armand-Lauriente-Scouting-Report,,,,
Théo Le Bris,FRA,MF,Lorient,18,2002,4,0,61,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/afe39ca8/,https://fbref.com/en/players/afe39ca8/matchlogs/2021-2022/passing/Theo-Le-Bris-Match-Logs,,,,,,
Jérémy Le Douaron,FRA,FW,Brest,23,1998,32,16,1446,16.1,5,3,5,0,0,0,0,0.31,0.19,0.5,0.31,0.5,4.1,4.1,2.6,6.7,0.25,0.16,0.42,0.25,0.42,https://fbref.com/en/players/88c4d190/,https://fbref.com/en/players/88c4d190/scout/365_euro/Jeremy-Le-Douaron-Scouting-Report,https://fbref.com/en/players/88c4d190/scout/11183/Jeremy-Le-Douaron-Scouting-Report,https://fbref.com/en/players/88c4d190/scout/10732/Jeremy-Le-Douaron-Scouting-Report,,,,
Enzo Le Fée,FRA,MFFW,Lorient,21,2000,36,25,2194,24.4,1,3,1,0,0,2,0,0.04,0.12,0.16,0.04,0.16,2.1,2.1,2.3,4.4,0.09,0.1,0.18,0.09,0.18,https://fbref.com/en/players/6f806d99/,https://fbref.com/en/players/6f806d99/scout/365_euro/Enzo-Le-Fee-Scouting-Report,https://fbref.com/en/players/6f806d99/scout/11183/Enzo-Le-Fee-Scouting-Report,https://fbref.com/en/players/6f806d99/scout/10732/Enzo-Le-Fee-Scouting-Report,,,,
Vincent Le Goff,FRA,DF,Lorient,31,1989,34,34,3060,34.0,1,1,1,0,0,1,0,0.03,0.03,0.06,0.03,0.06,1.4,1.4,1.9,3.3,0.04,0.06,0.1,0.04,0.1,https://fbref.com/en/players/2321ea6e/,https://fbref.com/en/players/2321ea6e/scout/365_euro/Vincent-Le-Goff-Scouting-Report,https://fbref.com/en/players/2321ea6e/scout/11183/Vincent-Le-Goff-Scouting-Report,https://fbref.com/en/players/2321ea6e/scout/10732/Vincent-Le-Goff-Scouting-Report,,,,
Maxime Le Marchand,FRA,DF,Strasbourg,31,1989,12,9,860,9.6,1,1,1,0,0,4,0,0.1,0.1,0.21,0.1,0.21,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/321a71a7/,https://fbref.com/en/players/321a71a7/scout/365_euro/Maxime-Le-Marchand-Scouting-Report,https://fbref.com/en/players/321a71a7/scout/11183/Maxime-Le-Marchand-Scouting-Report,https://fbref.com/en/players/321a71a7/scout/1889/Maxime-Le-Marchand-Scouting-Report,https://fbref.com/en/players/321a71a7/scout/1632/Maxime-Le-Marchand-Scouting-Report,,,
Jean-Louis Leca,FRA,GK,Lens,35,1985,27,27,2313,25.7,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/edbe46dc/,https://fbref.com/en/players/edbe46dc/scout/365_euro/Jean-Louis-Leca-Scouting-Report,https://fbref.com/en/players/edbe46dc/scout/11183/Jean-Louis-Leca-Scouting-Report,https://fbref.com/en/players/edbe46dc/scout/10732/Jean-Louis-Leca-Scouting-Report,,,,
Félix Lemaréchal,CIV,MF,Monaco,17,2003,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/8ca9415f/,https://fbref.com/en/players/8ca9415f/all_comps/Felix-Lemarechal-Stats---All-Competitions,https://fbref.com/en/players/8ca9415f/dom_lg/Felix-Lemarechal-Domestic-League-Stats,https://fbref.com/en/players/8ca9415f/dom_cup/Felix-Lemarechal-Domestic-Cup-Stats,,,,
Mario Lemina,GAB,MF,Nice,27,1993,32,24,1967,21.9,2,0,2,0,0,7,1,0.09,0.0,0.09,0.09,0.09,1.8,1.8,0.4,2.2,0.08,0.02,0.1,0.08,0.1,https://fbref.com/en/players/2b471f99/,https://fbref.com/en/players/2b471f99/scout/365_euro/Mario-Lemina-Scouting-Report,https://fbref.com/en/players/2b471f99/scout/11183/Mario-Lemina-Scouting-Report,https://fbref.com/en/players/2b471f99/scout/10728/Mario-Lemina-Scouting-Report,https://fbref.com/en/players/2b471f99/scout/1889/Mario-Lemina-Scouting-Report,https://fbref.com/en/players/2b471f99/scout/1631/Mario-Lemina-Scouting-Report,,
Fabien Lemoine,FRA,MF,Lorient,34,1987,21,13,1117,12.4,0,1,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,0.9,1.2,0.02,0.07,0.09,0.02,0.09,https://fbref.com/en/players/54d51e22/,https://fbref.com/en/players/54d51e22/scout/365_euro/Fabien-Lemoine-Scouting-Report,https://fbref.com/en/players/54d51e22/scout/11183/Fabien-Lemoine-Scouting-Report,https://fbref.com/en/players/54d51e22/scout/10732/Fabien-Lemoine-Scouting-Report,,,,
Léo Leroy,FRA,MF,Montpellier,21,2000,24,7,626,7.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/fcc84a07/,https://fbref.com/en/players/fcc84a07/scout/365_euro/Leo-Leroy-Scouting-Report,https://fbref.com/en/players/fcc84a07/scout/11183/Leo-Leroy-Scouting-Report,,,,,
Alexandre Letellier,FRA,GK,Paris S-G,30,1990,1,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/96fcd380/,https://fbref.com/en/players/96fcd380/matchlogs/2017-2018/misc/Alexandre-Letellier-Match-Logs,https://fbref.com/en/players/96fcd380/matchlogs/2021-2022/misc/Alexandre-Letellier-Match-Logs,,,,,
Yanis Lhery,FRA,FWMF,Saint-Étienne,18,2003,5,0,72,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.39,0.0,0.39,0.39,0.39,https://fbref.com/en/players/cc972842/,https://fbref.com/en/players/cc972842/matchlogs/2020-2021/passing/Yanis-Lhery-Match-Logs,https://fbref.com/en/players/cc972842/matchlogs/2021-2022/passing/Yanis-Lhery-Match-Logs,,,,,
Dimitri Liénard,FRA,DFMF,Strasbourg,33,1988,33,23,2044,22.7,2,3,2,0,0,8,0,0.09,0.13,0.22,0.09,0.22,1.5,1.5,3.6,5.1,0.06,0.16,0.22,0.06,0.22,https://fbref.com/en/players/f7691f63/,https://fbref.com/en/players/f7691f63/scout/365_euro/Dimitri-Lienard-Scouting-Report,https://fbref.com/en/players/f7691f63/scout/11183/Dimitri-Lienard-Scouting-Report,https://fbref.com/en/players/f7691f63/scout/10732/Dimitri-Lienard-Scouting-Report,https://fbref.com/en/players/f7691f63/scout/3243/Dimitri-Lienard-Scouting-Report,https://fbref.com/en/players/f7691f63/scout/2104/Dimitri-Lienard-Scouting-Report,https://fbref.com/en/players/f7691f63/scout/1632/Dimitri-Lienard-Scouting-Report,
Isaac Lihadji,FRA,MFFW,Lille,19,2002,13,2,238,2.6,1,3,1,0,0,1,0,0.38,1.13,1.51,0.38,1.51,0.9,0.9,1.9,2.8,0.36,0.71,1.07,0.36,1.07,https://fbref.com/en/players/57a46f3f/,https://fbref.com/en/players/57a46f3f/all_comps/Isaac-Lihadji-Stats---All-Competitions,https://fbref.com/en/players/57a46f3f/dom_lg/Isaac-Lihadji-Domestic-League-Stats,https://fbref.com/en/players/57a46f3f/dom_cup/Isaac-Lihadji-Domestic-Cup-Stats,https://fbref.com/en/players/57a46f3f/intl_cup/Isaac-Lihadji-International-Cup-Stats,,,
Pol Lirola,ESP,DFMF,Marseille,23,1997,34,19,1770,19.7,1,2,1,0,0,1,0,0.05,0.1,0.15,0.05,0.15,1.5,1.5,2.8,4.3,0.07,0.14,0.22,0.07,0.22,https://fbref.com/en/players/ff800ed8/,https://fbref.com/en/players/ff800ed8/scout/365_euro/Pol-Lirola-Scouting-Report,https://fbref.com/en/players/ff800ed8/scout/11183/Pol-Lirola-Scouting-Report,https://fbref.com/en/players/ff800ed8/scout/10730/Pol-Lirola-Scouting-Report,https://fbref.com/en/players/ff800ed8/scout/10732/Pol-Lirola-Scouting-Report,https://fbref.com/en/players/ff800ed8/scout/3260/Pol-Lirola-Scouting-Report,https://fbref.com/en/players/ff800ed8/scout/1896/Pol-Lirola-Scouting-Report,https://fbref.com/en/players/ff800ed8/scout/1640/Pol-Lirola-Scouting-Report
Banzouzi Locko,FRA,DFMF,Reims,19,2002,24,11,1011,11.2,1,1,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,0.2,0.2,0.4,0.6,0.02,0.03,0.05,0.02,0.05,https://fbref.com/en/players/40221fa7/,https://fbref.com/en/players/40221fa7/matchlogs/2021-2022/summary/Banzouzi-Locko-Match-Logs,,,,,,
Anthony Lopes,POR,GK,Lyon,30,1990,34,34,2982,33.1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/f00de885/,https://fbref.com/en/players/f00de885/scout/365_euro/Anthony-Lopes-Scouting-Report,https://fbref.com/en/players/f00de885/scout/11183/Anthony-Lopes-Scouting-Report,https://fbref.com/en/players/f00de885/scout/10732/Anthony-Lopes-Scouting-Report,https://fbref.com/en/players/f00de885/scout/3243/Anthony-Lopes-Scouting-Report,https://fbref.com/en/players/f00de885/scout/2104/Anthony-Lopes-Scouting-Report,https://fbref.com/en/players/f00de885/scout/1632/Anthony-Lopes-Scouting-Report,
Pau López,ESP,GK,Marseille,26,1994,29,29,2610,29.0,0,1,0,0,0,4,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.8,0.8,0.0,0.03,0.03,0.0,0.03,https://fbref.com/en/players/20b9f052/,https://fbref.com/en/players/20b9f052/scout/365_euro/Pau-Lopez-Scouting-Report,https://fbref.com/en/players/20b9f052/scout/11183/Pau-Lopez-Scouting-Report,https://fbref.com/en/players/20b9f052/scout/10730/Pau-Lopez-Scouting-Report,https://fbref.com/en/players/20b9f052/scout/3260/Pau-Lopez-Scouting-Report,https://fbref.com/en/players/20b9f052/scout/1886/Pau-Lopez-Scouting-Report,https://fbref.com/en/players/20b9f052/scout/1652/Pau-Lopez-Scouting-Report,
Dion Lopy,SEN,MF,Reims,19,2002,26,19,1642,18.2,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.2,0.05,0.01,0.07,0.05,0.07,https://fbref.com/en/players/64c14d49/,https://fbref.com/en/players/64c14d49/scout/365_euro/Dion-Lopy-Scouting-Report,https://fbref.com/en/players/64c14d49/scout/11183/Dion-Lopy-Scouting-Report,,,,,
Samuel Loric,FRA,DF,Lorient,21,2000,3,3,269,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04,https://fbref.com/en/players/9004f318/,https://fbref.com/en/players/9004f318/all_comps/Samuel-Loric-Stats---All-Competitions,https://fbref.com/en/players/9004f318/dom_lg/Samuel-Loric-Domestic-League-Stats,https://fbref.com/en/players/9004f318/dom_cup/Samuel-Loric-Domestic-Cup-Stats,,,,
Jordan Lotomba,SUI,DF,Nice,22,1998,30,19,1782,19.8,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.1,1.8,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/fc4cf6a7/,https://fbref.com/en/players/fc4cf6a7/scout/365_euro/Jordan-Lotomba-Scouting-Report,https://fbref.com/en/players/fc4cf6a7/scout/11183/Jordan-Lotomba-Scouting-Report,https://fbref.com/en/players/fc4cf6a7/scout/10732/Jordan-Lotomba-Scouting-Report,,,,
Johaneko Louisjean,FRA,DF,Bordeaux,17,2004,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9af3613f/,https://fbref.com/en/players/9af3613f/all_comps/Johaneko-Louisjean-Stats---All-Competitions,https://fbref.com/en/players/9af3613f/dom_lg/Johaneko-Louisjean-Domestic-League-Stats,https://fbref.com/en/players/9af3613f/dom_cup/Johaneko-Louisjean-Domestic-Cup-Stats,,,,
Jean Lucas,BRA,MF,Monaco,23,1998,28,18,1445,16.1,1,1,1,0,0,3,1,0.06,0.06,0.12,0.06,0.12,2.4,2.4,1.6,4.0,0.15,0.1,0.25,0.15,0.25,https://fbref.com/en/players/a99138af/,https://fbref.com/en/players/a99138af/scout/365_euro/Jean-Lucas-Scouting-Report,https://fbref.com/en/players/a99138af/scout/11183/Jean-Lucas-Scouting-Report,https://fbref.com/en/players/a99138af/scout/10732/Jean-Lucas-Scouting-Report,,,,
Castello Lukeba,FRA,DF,Lyon,18,2002,24,24,2095,23.3,2,0,2,0,0,1,0,0.09,0.0,0.09,0.09,0.09,1.7,1.7,0.1,1.8,0.07,0.0,0.08,0.07,0.08,https://fbref.com/en/players/5b9512c5/,https://fbref.com/en/players/5b9512c5/scout/365_euro/Castello-Lukeba-Scouting-Report,https://fbref.com/en/players/5b9512c5/scout/11183/Castello-Lukeba-Scouting-Report,,,,,
Levi Lumeka,ENG,DFFW,Troyes,22,1998,5,0,67,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/199ff86e/,https://fbref.com/en/players/199ff86e/all_comps/Levi-Lumeka-Stats---All-Competitions,https://fbref.com/en/players/199ff86e/dom_lg/Levi-Lumeka-Domestic-League-Stats,https://fbref.com/en/players/199ff86e/dom_cup/Levi-Lumeka-Domestic-Cup-Stats,,,,
Yannis M'Bemba,FRA,DFFW,Nantes,20,2001,2,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.16,0.0,2.16,2.16,2.16,https://fbref.com/en/players/080de72a/,https://fbref.com/en/players/080de72a/matchlogs/2021-2022/passing/Yannis-MBemba-Match-Logs,,,,,,
Deiver Machado,COL,DF,Lens,27,1993,22,5,523,5.8,0,1,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.8,0.9,0.01,0.14,0.15,0.01,0.15,https://fbref.com/en/players/b3f8bdef/,https://fbref.com/en/players/b3f8bdef/scout/365_euro/Deiver-Machado-Scouting-Report,https://fbref.com/en/players/b3f8bdef/scout/11183/Deiver-Machado-Scouting-Report,,,,,
Yvann Macon,FRA,DF,Saint-Étienne,22,1998,22,19,1529,17.0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.6,2.1,0.03,0.1,0.12,0.03,0.12,https://fbref.com/en/players/0bb6e193/,https://fbref.com/en/players/0bb6e193/scout/365_euro/Yvann-Macon-Scouting-Report,https://fbref.com/en/players/0bb6e193/scout/11183/Yvann-Macon-Scouting-Report,https://fbref.com/en/players/0bb6e193/scout/10732/Yvann-Macon-Scouting-Report,,,,
Louis Mafouta,CTA,FW,Metz,27,1994,15,5,525,5.8,2,0,2,0,0,0,0,0.34,0.0,0.34,0.34,0.34,1.8,1.8,0.3,2.0,0.3,0.05,0.35,0.3,0.35,https://fbref.com/en/players/bec3d251/,https://fbref.com/en/players/bec3d251/scout/365_euro/Louis-Mafouta-Scouting-Report,https://fbref.com/en/players/bec3d251/scout/11183/Louis-Mafouta-Scouting-Report,,,,,
Hugo Magnetti,FRA,MF,Brest,23,1998,28,16,1463,16.3,0,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,0.6,0.6,0.4,1.1,0.04,0.03,0.06,0.04,0.06,https://fbref.com/en/players/d4d35152/,https://fbref.com/en/players/d4d35152/scout/365_euro/Hugo-Magnetti-Scouting-Report,https://fbref.com/en/players/d4d35152/scout/11183/Hugo-Magnetti-Scouting-Report,https://fbref.com/en/players/d4d35152/scout/10732/Hugo-Magnetti-Scouting-Report,,,,
Yohann Magnin,FRA,MFDF,Clermont Foot,24,1997,24,19,1717,19.1,1,0,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,1.2,1.2,0.7,1.9,0.06,0.04,0.1,0.06,0.1,https://fbref.com/en/players/caa7aaea/,https://fbref.com/en/players/caa7aaea/scout/365_euro/Yohann-Magnin-Scouting-Report,https://fbref.com/en/players/caa7aaea/scout/11183/Yohann-Magnin-Scouting-Report,,,,,
