Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7
Benoît Costil,FRA,GK,Bordeaux,34,1987,25,25,2250,25.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2434f24a/,https://fbref.com/en/players/2434f24a/scout/365_euro/Benoit-Costil-Scouting-Report,https://fbref.com/en/players/2434f24a/scout/11183/Benoit-Costil-Scouting-Report,https://fbref.com/en/players/2434f24a/scout/10732/Benoit-Costil-Scouting-Report,https://fbref.com/en/players/2434f24a/scout/3243/Benoit-Costil-Scouting-Report,https://fbref.com/en/players/2434f24a/scout/2104/Benoit-Costil-Scouting-Report,https://fbref.com/en/players/2434f24a/scout/1632/Benoit-Costil-Scouting-Report,
Kalifa Coulibaly,MLI,FW,Nantes,29,1991,21,9,850,9.4,5,0,5,0,0,1,0,0.53,0.0,0.53,0.53,0.53,4.1,4.1,1.6,5.6,0.43,0.17,0.59,0.43,0.59,https://fbref.com/en/players/9980269a/,https://fbref.com/en/players/9980269a/scout/365_euro/Kalifa-Coulibaly-Scouting-Report,https://fbref.com/en/players/9980269a/scout/11183/Kalifa-Coulibaly-Scouting-Report,https://fbref.com/en/players/9980269a/scout/10732/Kalifa-Coulibaly-Scouting-Report,https://fbref.com/en/players/9980269a/scout/3243/Kalifa-Coulibaly-Scouting-Report,https://fbref.com/en/players/9980269a/scout/2104/Kalifa-Coulibaly-Scouting-Report,,
Nicolas Cozza,FRA,DF,Montpellier,22,1999,34,32,2770,30.8,2,2,2,0,0,2,1,0.06,0.06,0.13,0.06,0.13,1.4,1.4,1.0,2.4,0.05,0.03,0.08,0.05,0.08,https://fbref.com/en/players/8f325097/,https://fbref.com/en/players/8f325097/scout/365_euro/Nicolas-Cozza-Scouting-Report,https://fbref.com/en/players/8f325097/scout/11183/Nicolas-Cozza-Scouting-Report,https://fbref.com/en/players/8f325097/scout/10732/Nicolas-Cozza-Scouting-Report,https://fbref.com/en/players/8f325097/scout/3243/Nicolas-Cozza-Scouting-Report,https://fbref.com/en/players/8f325097/scout/2104/Nicolas-Cozza-Scouting-Report,https://fbref.com/en/players/8f325097/scout/1632/Nicolas-Cozza-Scouting-Report,
Enzo Crivelli,FRA,FWMF,Saint-Étienne,26,1995,4,0,102,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.33,0.0,0.33,0.33,0.33,https://fbref.com/en/players/06f33dc8/,https://fbref.com/en/players/06f33dc8/scout/2104/Enzo-Crivelli-Scouting-Report,https://fbref.com/en/players/06f33dc8/scout/1632/Enzo-Crivelli-Scouting-Report,,,,,
Wylan Cyprien,FRA,MF,Nantes,26,1995,24,17,1490,16.6,2,3,2,0,0,3,0,0.12,0.18,0.3,0.12,0.3,0.8,0.8,3.0,3.8,0.05,0.18,0.23,0.05,0.23,https://fbref.com/en/players/3e092724/,https://fbref.com/en/players/3e092724/scout/365_euro/Wylan-Cyprien-Scouting-Report,https://fbref.com/en/players/3e092724/scout/11183/Wylan-Cyprien-Scouting-Report,https://fbref.com/en/players/3e092724/scout/3243/Wylan-Cyprien-Scouting-Report,https://fbref.com/en/players/3e092724/scout/2104/Wylan-Cyprien-Scouting-Report,https://fbref.com/en/players/3e092724/scout/1632/Wylan-Cyprien-Scouting-Report,,
Lucas Da Cunha,FRA,MF,Nice,20,2001,10,5,393,4.4,0,1,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23,1.0,1.0,1.7,2.7,0.23,0.39,0.63,0.23,0.63,https://fbref.com/en/players/007faf7a/,https://fbref.com/en/players/007faf7a/scout/365_euro/Lucas-Da-Cunha-Scouting-Report,https://fbref.com/en/players/007faf7a/scout/11183/Lucas-Da-Cunha-Scouting-Report,,,,,
Lucas Da Cunha,FRA,FWMF,Clermont Foot,20,2001,15,11,836,9.3,2,0,2,0,0,0,0,0.22,0.0,0.22,0.22,0.22,1.3,1.3,0.9,2.2,0.14,0.1,0.24,0.14,0.24,https://fbref.com/en/players/007faf7a/,https://fbref.com/en/players/007faf7a/scout/365_euro/Lucas-Da-Cunha-Scouting-Report,https://fbref.com/en/players/007faf7a/scout/11183/Lucas-Da-Cunha-Scouting-Report,,,,,
Damien Da Silva,FRA,DF,Lyon,33,1988,17,13,1126,12.5,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.8,0.03,0.03,0.06,0.03,0.06,https://fbref.com/en/players/1ec7e1c5/,https://fbref.com/en/players/1ec7e1c5/scout/365_euro/Damien-Da-Silva-Scouting-Report,https://fbref.com/en/players/1ec7e1c5/scout/11183/Damien-Da-Silva-Scouting-Report,https://fbref.com/en/players/1ec7e1c5/scout/10732/Damien-Da-Silva-Scouting-Report,https://fbref.com/en/players/1ec7e1c5/scout/3243/Damien-Da-Silva-Scouting-Report,https://fbref.com/en/players/1ec7e1c5/scout/2104/Damien-Da-Silva-Scouting-Report,https://fbref.com/en/players/1ec7e1c5/scout/1632/Damien-Da-Silva-Scouting-Report,
Colin Dagba,FRA,DF,Paris S-G,22,1998,3,2,165,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07,https://fbref.com/en/players/29c02c9f/,https://fbref.com/en/players/29c02c9f/scout/10732/Colin-Dagba-Scouting-Report,https://fbref.com/en/players/29c02c9f/scout/3243/Colin-Dagba-Scouting-Report,https://fbref.com/en/players/29c02c9f/scout/2104/Colin-Dagba-Scouting-Report,,,,
Flavius Daniliuc,AUT,DF,Nice,20,2001,24,14,1293,14.4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/7ef972c3/,https://fbref.com/en/players/7ef972c3/scout/365_euro/Flavius-Daniliuc-Scouting-Report,https://fbref.com/en/players/7ef972c3/scout/11183/Flavius-Daniliuc-Scouting-Report,https://fbref.com/en/players/7ef972c3/scout/10732/Flavius-Daniliuc-Scouting-Report,,,,
Kevin Danso,AUT,DF,Lens,22,1998,33,32,2790,31.0,2,2,2,0,0,9,2,0.06,0.06,0.13,0.06,0.13,1.6,1.6,0.2,1.8,0.05,0.01,0.06,0.05,0.06,https://fbref.com/en/players/6e33125f/,https://fbref.com/en/players/6e33125f/scout/365_euro/Kevin-Danso-Scouting-Report,https://fbref.com/en/players/6e33125f/scout/11183/Kevin-Danso-Scouting-Report,https://fbref.com/en/players/6e33125f/scout/2109/Kevin-Danso-Scouting-Report,https://fbref.com/en/players/6e33125f/scout/1634/Kevin-Danso-Scouting-Report,,,
Dante,BRA,DF,Nice,37,1983,34,33,2870,31.9,0,0,0,0,0,7,3,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.4,2.2,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/fd2bc67d/,https://fbref.com/en/players/fd2bc67d/scout/365_euro/Dante-Scouting-Report,https://fbref.com/en/players/fd2bc67d/scout/11183/Dante-Scouting-Report,https://fbref.com/en/players/fd2bc67d/scout/10732/Dante-Scouting-Report,https://fbref.com/en/players/fd2bc67d/scout/3243/Dante-Scouting-Report,https://fbref.com/en/players/fd2bc67d/scout/2104/Dante-Scouting-Report,https://fbref.com/en/players/fd2bc67d/scout/1632/Dante-Scouting-Report,
Jonathan David,CAN,FW,Lille,21,2000,38,32,2804,31.2,15,0,13,2,3,3,0,0.48,0.0,0.48,0.42,0.42,14.1,11.8,3.2,15.0,0.45,0.1,0.56,0.38,0.48,https://fbref.com/en/players/ce50fd99/,https://fbref.com/en/players/ce50fd99/scout/365_euro/Jonathan-David-Scouting-Report,https://fbref.com/en/players/ce50fd99/scout/11183/Jonathan-David-Scouting-Report,https://fbref.com/en/players/ce50fd99/scout/10732/Jonathan-David-Scouting-Report,,,,
Konrad De La Fuente,USA,FWDF,Marseille,20,2001,16,9,785,8.7,0,2,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23,1.1,1.1,1.5,2.6,0.12,0.17,0.29,0.12,0.29,https://fbref.com/en/players/4b77bb89/,https://fbref.com/en/players/4b77bb89/scout/365_euro/Konrad-De-La-Fuente-Scouting-Report,https://fbref.com/en/players/4b77bb89/scout/11183/Konrad-De-La-Fuente-Scouting-Report,,,,,
Romain Del Castillo,FRA,MFFW,Rennes,25,1996,3,0,28,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.38,0.16,0.55,0.38,0.55,https://fbref.com/en/players/0be95d34/,https://fbref.com/en/players/0be95d34/scout/365_euro/Romain-Del-Castillo-Scouting-Report,https://fbref.com/en/players/0be95d34/scout/11183/Romain-Del-Castillo-Scouting-Report,https://fbref.com/en/players/0be95d34/scout/10732/Romain-Del-Castillo-Scouting-Report,https://fbref.com/en/players/0be95d34/scout/3243/Romain-Del-Castillo-Scouting-Report,https://fbref.com/en/players/0be95d34/scout/2104/Romain-Del-Castillo-Scouting-Report,,
Romain Del Castillo,FRA,MFFW,Brest,25,1996,19,13,975,10.8,0,6,0,0,0,1,1,0.0,0.55,0.55,0.0,0.55,0.8,0.7,1.9,2.6,0.08,0.18,0.25,0.06,0.24,https://fbref.com/en/players/0be95d34/,https://fbref.com/en/players/0be95d34/scout/365_euro/Romain-Del-Castillo-Scouting-Report,https://fbref.com/en/players/0be95d34/scout/11183/Romain-Del-Castillo-Scouting-Report,https://fbref.com/en/players/0be95d34/scout/10732/Romain-Del-Castillo-Scouting-Report,https://fbref.com/en/players/0be95d34/scout/3243/Romain-Del-Castillo-Scouting-Report,https://fbref.com/en/players/0be95d34/scout/2104/Romain-Del-Castillo-Scouting-Report,,
Thomas Delaine,FRA,DF,Metz,29,1992,29,26,2316,25.7,1,2,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,1.2,1.2,2.7,3.9,0.05,0.11,0.15,0.05,0.15,https://fbref.com/en/players/8332db56/,https://fbref.com/en/players/8332db56/scout/365_euro/Thomas-Delaine-Scouting-Report,https://fbref.com/en/players/8332db56/scout/11183/Thomas-Delaine-Scouting-Report,https://fbref.com/en/players/8332db56/scout/10732/Thomas-Delaine-Scouting-Report,https://fbref.com/en/players/8332db56/scout/3243/Thomas-Delaine-Scouting-Report,,,
Sacha Delaye,FRA,MFFW,Montpellier,19,2002,11,3,262,2.9,0,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,0.1,0.1,0.9,1.0,0.04,0.3,0.34,0.04,0.34,https://fbref.com/en/players/e4448c8c/,https://fbref.com/en/players/e4448c8c/all_comps/Sacha-Delaye-Stats---All-Competitions,https://fbref.com/en/players/e4448c8c/dom_lg/Sacha-Delaye-Domestic-League-Stats,https://fbref.com/en/players/e4448c8c/dom_cup/Sacha-Delaye-Domestic-Cup-Stats,,,,
Andy Delort,ALG,FW,Nice,29,1991,32,26,2448,27.2,16,2,13,3,3,3,0,0.59,0.07,0.66,0.48,0.55,14.8,12.5,4.2,16.7,0.54,0.15,0.7,0.46,0.61,https://fbref.com/en/players/d33c706e/,https://fbref.com/en/players/d33c706e/scout/365_euro/Andy-Delort-Scouting-Report,https://fbref.com/en/players/d33c706e/scout/11183/Andy-Delort-Scouting-Report,https://fbref.com/en/players/d33c706e/scout/10732/Andy-Delort-Scouting-Report,https://fbref.com/en/players/d33c706e/scout/3243/Andy-Delort-Scouting-Report,https://fbref.com/en/players/d33c706e/scout/2104/Andy-Delort-Scouting-Report,https://fbref.com/en/players/d33c706e/scout/1632/Andy-Delort-Scouting-Report,
Andy Delort,ALG,FW,Montpellier,29,1991,3,3,269,3.0,2,1,2,0,0,0,0,0.67,0.33,1.0,0.67,1.0,1.4,1.4,0.7,2.1,0.48,0.22,0.7,0.48,0.7,https://fbref.com/en/players/d33c706e/,https://fbref.com/en/players/d33c706e/scout/365_euro/Andy-Delort-Scouting-Report,https://fbref.com/en/players/d33c706e/scout/11183/Andy-Delort-Scouting-Report,https://fbref.com/en/players/d33c706e/scout/10732/Andy-Delort-Scouting-Report,https://fbref.com/en/players/d33c706e/scout/3243/Andy-Delort-Scouting-Report,https://fbref.com/en/players/d33c706e/scout/2104/Andy-Delort-Scouting-Report,https://fbref.com/en/players/d33c706e/scout/1632/Andy-Delort-Scouting-Report,
Moussa Dembélé,FRA,FW,Lyon,25,1996,30,25,2207,24.5,21,4,16,5,5,6,0,0.86,0.16,1.02,0.65,0.82,18.8,15.1,3.0,18.1,0.77,0.12,0.89,0.62,0.74,https://fbref.com/en/players/e7986081/,https://fbref.com/en/players/e7986081/scout/365_euro/Moussa-Dembele-Scouting-Report,https://fbref.com/en/players/e7986081/scout/11183/Moussa-Dembele-Scouting-Report,https://fbref.com/en/players/e7986081/scout/10732/Moussa-Dembele-Scouting-Report,https://fbref.com/en/players/e7986081/scout/3243/Moussa-Dembele-Scouting-Report,https://fbref.com/en/players/e7986081/scout/2104/Moussa-Dembele-Scouting-Report,,
Jason Denayer,BEL,DF,Lyon,26,1995,15,12,1002,11.1,3,0,3,0,0,2,0,0.27,0.0,0.27,0.27,0.27,1.5,1.5,0.0,1.5,0.14,0.0,0.14,0.14,0.14,https://fbref.com/en/players/47af88b8/,https://fbref.com/en/players/47af88b8/scout/365_euro/Jason-Denayer-Scouting-Report,https://fbref.com/en/players/47af88b8/scout/11183/Jason-Denayer-Scouting-Report,https://fbref.com/en/players/47af88b8/scout/10732/Jason-Denayer-Scouting-Report,https://fbref.com/en/players/47af88b8/scout/3243/Jason-Denayer-Scouting-Report,https://fbref.com/en/players/47af88b8/scout/2104/Jason-Denayer-Scouting-Report,,
Arthur Desmas,FRA,GK,Clermont Foot,27,1994,15,15,1304,14.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e8c5dd4d/,https://fbref.com/en/players/e8c5dd4d/scout/365_euro/Arthur-Desmas-Scouting-Report,https://fbref.com/en/players/e8c5dd4d/scout/11183/Arthur-Desmas-Scouting-Report,,,,,
Ángel Di María,ARG,FW,Paris S-G,33,1988,26,19,1645,18.3,5,7,5,0,0,2,0,0.27,0.38,0.66,0.27,0.66,5.5,5.5,6.9,12.3,0.3,0.37,0.67,0.3,0.67,https://fbref.com/en/players/19cda00b/,https://fbref.com/en/players/19cda00b/scout/365_euro/Angel-Di-Maria-Scouting-Report,https://fbref.com/en/players/19cda00b/scout/11183/Angel-Di-Maria-Scouting-Report,https://fbref.com/en/players/19cda00b/scout/10732/Angel-Di-Maria-Scouting-Report,https://fbref.com/en/players/19cda00b/scout/3243/Angel-Di-Maria-Scouting-Report,https://fbref.com/en/players/19cda00b/scout/2104/Angel-Di-Maria-Scouting-Report,https://fbref.com/en/players/19cda00b/scout/1632/Angel-Di-Maria-Scouting-Report,
Yadaly Diaby,FRA,FWMF,Clermont Foot,20,2000,5,0,67,0.7,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.17,0.0,0.17,0.17,0.17,https://fbref.com/en/players/5630a6e0/,https://fbref.com/en/players/5630a6e0/all_comps/Yadaly-Diaby-Stats---All-Competitions,https://fbref.com/en/players/5630a6e0/dom_lg/Yadaly-Diaby-Domestic-League-Stats,https://fbref.com/en/players/5630a6e0/dom_cup/Yadaly-Diaby-Domestic-Cup-Stats,,,,
Ibrahim Diakité,FRA,MF,Reims,17,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/d8c19a60/,https://fbref.com/en/players/d8c19a60/all_comps/Ibrahim-Diakite-Stats---All-Competitions,https://fbref.com/en/players/d8c19a60/dom_lg/Ibrahim-Diakite-Domestic-League-Stats,https://fbref.com/en/players/d8c19a60/dom_cup/Ibrahim-Diakite-Domestic-Cup-Stats,,,,
Abdou Diallo,SEN,DF,Paris S-G,25,1996,12,10,877,9.7,0,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.6,0.7,0.02,0.06,0.07,0.02,0.07,https://fbref.com/en/players/fc62f087/,https://fbref.com/en/players/fc62f087/scout/365_euro/Abdou-Diallo-Scouting-Report,https://fbref.com/en/players/fc62f087/scout/11183/Abdou-Diallo-Scouting-Report,https://fbref.com/en/players/fc62f087/scout/10732/Abdou-Diallo-Scouting-Report,https://fbref.com/en/players/fc62f087/scout/3243/Abdou-Diallo-Scouting-Report,https://fbref.com/en/players/fc62f087/scout/2109/Abdou-Diallo-Scouting-Report,https://fbref.com/en/players/fc62f087/scout/1634/Abdou-Diallo-Scouting-Report,
Habib Diallo,SEN,FW,Strasbourg,26,1995,31,16,1541,17.1,11,1,9,2,2,2,0,0.64,0.06,0.7,0.53,0.58,10.3,8.7,2.1,10.8,0.6,0.12,0.72,0.51,0.63,https://fbref.com/en/players/6605d143/,https://fbref.com/en/players/6605d143/scout/365_euro/Habib-Diallo-Scouting-Report,https://fbref.com/en/players/6605d143/scout/11183/Habib-Diallo-Scouting-Report,https://fbref.com/en/players/6605d143/scout/10732/Habib-Diallo-Scouting-Report,https://fbref.com/en/players/6605d143/scout/3243/Habib-Diallo-Scouting-Report,,,
Mouhamadou Diarra,SEN,MF,Strasbourg,17,2004,4,1,109,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/6d0fe035/,https://fbref.com/en/players/6d0fe035/matchlogs/2021-2022/passing/Mouhamadou-Diarra-Match-Logs,,,,,,
Stéphane Diarra,FRA,FWMF,Lorient,22,1998,15,5,525,5.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.5,2.8,0.23,0.25,0.48,0.23,0.48,https://fbref.com/en/players/29939a1d/,https://fbref.com/en/players/29939a1d/scout/365_euro/Stephane-Diarra-Scouting-Report,https://fbref.com/en/players/29939a1d/scout/11183/Stephane-Diarra-Scouting-Report,,,,,
Krepin Diatta,SEN,MFDF,Monaco,22,1999,8,3,285,3.2,1,0,1,0,0,0,0,0.32,0.0,0.32,0.32,0.32,0.2,0.2,0.1,0.3,0.07,0.04,0.11,0.07,0.11,https://fbref.com/en/players/8104e41e/,https://fbref.com/en/players/8104e41e/scout/365_euro/Krepin-Diatta-Scouting-Report,,,,,,
Bamba Dieng,SEN,FWMF,Marseille,21,2000,25,11,975,10.8,7,1,6,1,1,0,1,0.65,0.09,0.74,0.55,0.65,7.7,6.9,1.2,8.1,0.71,0.11,0.82,0.64,0.75,https://fbref.com/en/players/40774c6b/,https://fbref.com/en/players/40774c6b/scout/365_euro/Bamba-Dieng-Scouting-Report,https://fbref.com/en/players/40774c6b/scout/11183/Bamba-Dieng-Scouting-Report,,,,,
Elhadji Dieye,SEN,MFFW,Saint-Étienne,19,2002,5,0,34,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,https://fbref.com/en/players/6a04bb7c/,https://fbref.com/en/players/6a04bb7c/all_comps/Elhadji-Dieye-Stats---All-Competitions,https://fbref.com/en/players/6a04bb7c/dom_lg/Elhadji-Dieye-Domestic-League-Stats,https://fbref.com/en/players/6a04bb7c/dom_cup/Elhadji-Dieye-Domestic-Cup-Stats,,,,
Javairô Dilrosun,NED,MFFW,Bordeaux,23,1998,32,19,1732,19.2,2,6,2,0,0,3,0,0.1,0.31,0.42,0.1,0.42,3.0,3.0,3.1,6.1,0.16,0.16,0.32,0.16,0.32,https://fbref.com/en/players/34a0f5ff/,https://fbref.com/en/players/34a0f5ff/scout/365_euro/Javairo-Dilrosun-Scouting-Report,https://fbref.com/en/players/34a0f5ff/scout/11183/Javairo-Dilrosun-Scouting-Report,https://fbref.com/en/players/34a0f5ff/scout/10737/Javairo-Dilrosun-Scouting-Report,https://fbref.com/en/players/34a0f5ff/scout/3248/Javairo-Dilrosun-Scouting-Report,https://fbref.com/en/players/34a0f5ff/scout/2109/Javairo-Dilrosun-Scouting-Report,,
Junior Dina Ebimbe,FRA,MF,Paris S-G,20,2000,10,4,316,3.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.04,0.02,0.05,0.04,0.05,https://fbref.com/en/players/95bb6ddc/,https://fbref.com/en/players/95bb6ddc/scout/10732/Junior-Dina-Ebimbe-Scouting-Report,,,,,,
Tristan Dingomé,CMR,MFFW,Troyes,30,1991,25,12,1077,12.0,2,4,2,0,0,3,0,0.17,0.33,0.5,0.17,0.5,0.9,0.9,2.5,3.4,0.08,0.21,0.29,0.08,0.29,https://fbref.com/en/players/92b56413/,https://fbref.com/en/players/92b56413/scout/365_euro/Tristan-Dingome-Scouting-Report,https://fbref.com/en/players/92b56413/scout/11183/Tristan-Dingome-Scouting-Report,https://fbref.com/en/players/92b56413/scout/3243/Tristan-Dingome-Scouting-Report,https://fbref.com/en/players/92b56413/scout/2104/Tristan-Dingome-Scouting-Report,https://fbref.com/en/players/92b56413/scout/1632/Tristan-Dingome-Scouting-Report,,
Sinaly Diomande,CIV,DF,Lyon,20,2001,11,5,579,6.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.04,0.0,0.04,0.04,0.04,https://fbref.com/en/players/6de23ab0/,https://fbref.com/en/players/6de23ab0/scout/365_euro/Sinaly-Diomande-Scouting-Report,https://fbref.com/en/players/6de23ab0/scout/11183/Sinaly-Diomande-Scouting-Report,https://fbref.com/en/players/6de23ab0/scout/10732/Sinaly-Diomande-Scouting-Report,,,,
Sofiane Diop,FRA,MFFW,Monaco,21,2000,30,24,1948,21.6,6,4,6,0,0,6,0,0.28,0.18,0.46,0.28,0.46,5.4,5.4,4.1,9.5,0.25,0.19,0.44,0.25,0.44,https://fbref.com/en/players/19053e31/,https://fbref.com/en/players/19053e31/scout/365_euro/Sofiane-Diop-Scouting-Report,https://fbref.com/en/players/19053e31/scout/11183/Sofiane-Diop-Scouting-Report,https://fbref.com/en/players/19053e31/scout/10732/Sofiane-Diop-Scouting-Report,https://fbref.com/en/players/19053e31/scout/2104/Sofiane-Diop-Scouting-Report,,,
Andy Diouf,FRA,MF,Rennes,19,2002,5,0,14,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,3.03,3.03,0.0,3.03,https://fbref.com/en/players/9b5237b1/,https://fbref.com/en/players/9b5237b1/all_comps/Andy-Diouf-Stats---All-Competitions,https://fbref.com/en/players/9b5237b1/dom_lg/Andy-Diouf-Domestic-League-Stats,https://fbref.com/en/players/9b5237b1/dom_cup/Andy-Diouf-Domestic-Cup-Stats,,,,
Assane Dioussé,SEN,MF,Saint-Étienne,23,1997,4,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7f622eef/,https://fbref.com/en/players/7f622eef/scout/1896/Assane-Diousse-Scouting-Report,https://fbref.com/en/players/7f622eef/scout/1632/Assane-Diousse-Scouting-Report,,,,,
Axel Disasi,FRA,DF,Monaco,23,1998,32,30,2721,30.2,1,0,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03,1.9,1.9,0.4,2.3,0.06,0.01,0.08,0.06,0.08,https://fbref.com/en/players/ad82197c/,https://fbref.com/en/players/ad82197c/scout/365_euro/Axel-Disasi-Scouting-Report,https://fbref.com/en/players/ad82197c/scout/11183/Axel-Disasi-Scouting-Report,https://fbref.com/en/players/ad82197c/scout/10732/Axel-Disasi-Scouting-Report,https://fbref.com/en/players/ad82197c/scout/3243/Axel-Disasi-Scouting-Report,,,
Tiago Djaló,POR,DF,Lille,21,2000,28,26,2329,25.9,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.1,1.1,0.3,1.4,0.04,0.01,0.06,0.04,0.06,https://fbref.com/en/players/b2336681/,https://fbref.com/en/players/b2336681/scout/365_euro/Tiago-Djalo-Scouting-Report,https://fbref.com/en/players/b2336681/scout/11183/Tiago-Djalo-Scouting-Report,https://fbref.com/en/players/b2336681/scout/10732/Tiago-Djalo-Scouting-Report,https://fbref.com/en/players/b2336681/scout/3243/Tiago-Djalo-Scouting-Report,,,
Alexander Djiku,GHA,DF,Strasbourg,26,1994,31,30,2694,29.9,1,0,1,0,0,10,1,0.03,0.0,0.03,0.03,0.03,2.1,2.1,0.6,2.8,0.07,0.02,0.09,0.07,0.09,https://fbref.com/en/players/43e7a164/,https://fbref.com/en/players/43e7a164/scout/365_euro/Alexander-Djiku-Scouting-Report,https://fbref.com/en/players/43e7a164/scout/11183/Alexander-Djiku-Scouting-Report,https://fbref.com/en/players/43e7a164/scout/10732/Alexander-Djiku-Scouting-Report,https://fbref.com/en/players/43e7a164/scout/3243/Alexander-Djiku-Scouting-Report,https://fbref.com/en/players/43e7a164/scout/2104/Alexander-Djiku-Scouting-Report,https://fbref.com/en/players/43e7a164/scout/1632/Alexander-Djiku-Scouting-Report,
Bryan Djile Nokoué,CMR,DFMF,Saint-Étienne,19,2002,2,0,57,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/75186a6a/,https://fbref.com/en/players/75186a6a/matchlogs/2021-2022/passing/Bryan-Djile-Nokoue-Match-Logs,,,,,,
Ouparine Djoco,SEN,GK,Clermont Foot,23,1998,24,23,2116,23.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/62124972/,https://fbref.com/en/players/62124972/scout/365_euro/Ouparine-Djoco-Scouting-Report,https://fbref.com/en/players/62124972/scout/11183/Ouparine-Djoco-Scouting-Report,,,,,
Jeremy Doku,BEL,FWMF,Rennes,19,2002,14,4,469,5.2,1,2,1,0,0,2,0,0.19,0.38,0.58,0.19,0.58,0.8,0.8,1.3,2.1,0.15,0.25,0.4,0.15,0.4,https://fbref.com/en/players/fffea3e5/,https://fbref.com/en/players/fffea3e5/scout/365_euro/Jeremy-Doku-Scouting-Report,https://fbref.com/en/players/fffea3e5/scout/11183/Jeremy-Doku-Scouting-Report,https://fbref.com/en/players/fffea3e5/scout/10732/Jeremy-Doku-Scouting-Report,,,,
Kasper Dolberg,DEN,FW,Nice,23,1997,26,19,1492,16.6,6,2,4,2,2,0,0,0.36,0.12,0.48,0.24,0.36,6.4,4.9,1.2,6.1,0.39,0.08,0.46,0.29,0.37,https://fbref.com/en/players/cc83b74d/,https://fbref.com/en/players/cc83b74d/scout/365_euro/Kasper-Dolberg-Scouting-Report,https://fbref.com/en/players/cc83b74d/scout/11183/Kasper-Dolberg-Scouting-Report,https://fbref.com/en/players/cc83b74d/scout/10732/Kasper-Dolberg-Scouting-Report,https://fbref.com/en/players/cc83b74d/scout/3243/Kasper-Dolberg-Scouting-Report,,,
