Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8,Scouting Report 9
Milan Škriniar,SVK,DF,Inter,26,1995,35,35,3150,35.0,3,0,3,0,0,3,0,0.09,0.0,0.09,0.09,0.09,2.5,2.5,0.6,3.1,0.07,0.02,0.09,0.07,0.09,https://fbref.com/en/players/30f5ffa9/,https://fbref.com/en/players/30f5ffa9/scout/365_euro/Milan-Skriniar-Scouting-Report,https://fbref.com/en/players/30f5ffa9/scout/11222/Milan-Skriniar-Scouting-Report,https://fbref.com/en/players/30f5ffa9/scout/10730/Milan-Skriniar-Scouting-Report,https://fbref.com/en/players/30f5ffa9/scout/3260/Milan-Skriniar-Scouting-Report,https://fbref.com/en/players/30f5ffa9/scout/1896/Milan-Skriniar-Scouting-Report,https://fbref.com/en/players/30f5ffa9/scout/1640/Milan-Skriniar-Scouting-Report,,,
Chris Smalling,ENG,DF,Roma,31,1989,27,23,2091,23.2,3,0,3,0,0,0,0,0.13,0.0,0.13,0.13,0.13,1.7,1.7,0.1,1.8,0.07,0.0,0.08,0.07,0.08,https://fbref.com/en/players/b6964eb6/,https://fbref.com/en/players/b6964eb6/scout/365_euro/Chris-Smalling-Scouting-Report,https://fbref.com/en/players/b6964eb6/scout/11222/Chris-Smalling-Scouting-Report,https://fbref.com/en/players/b6964eb6/scout/10730/Chris-Smalling-Scouting-Report,https://fbref.com/en/players/b6964eb6/scout/3260/Chris-Smalling-Scouting-Report,https://fbref.com/en/players/b6964eb6/scout/1889/Chris-Smalling-Scouting-Report,https://fbref.com/en/players/b6964eb6/scout/1631/Chris-Smalling-Scouting-Report,,,
Brandon Soppy,FRA,DFMF,Udinese,19,2002,28,7,777,8.6,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.05,0.03,0.08,0.05,0.08,https://fbref.com/en/players/28f66c2e/,https://fbref.com/en/players/28f66c2e/scout/365_euro/Brandon-Soppy-Scouting-Report,https://fbref.com/en/players/28f66c2e/scout/11222/Brandon-Soppy-Scouting-Report,https://fbref.com/en/players/28f66c2e/scout/10732/Brandon-Soppy-Scouting-Report,,,,,,
Roberto Soriano,ITA,MFFW,Bologna,30,1991,35,32,2622,29.1,0,4,0,0,0,6,2,0.0,0.14,0.14,0.0,0.14,1.9,1.9,4.2,6.1,0.06,0.14,0.21,0.06,0.21,https://fbref.com/en/players/9d4c45d6/,https://fbref.com/en/players/9d4c45d6/scout/365_euro/Roberto-Soriano-Scouting-Report,https://fbref.com/en/players/9d4c45d6/scout/11222/Roberto-Soriano-Scouting-Report,https://fbref.com/en/players/9d4c45d6/scout/10730/Roberto-Soriano-Scouting-Report,https://fbref.com/en/players/9d4c45d6/scout/3260/Roberto-Soriano-Scouting-Report,https://fbref.com/en/players/9d4c45d6/scout/1896/Roberto-Soriano-Scouting-Report,https://fbref.com/en/players/9d4c45d6/scout/1652/Roberto-Soriano-Scouting-Report,,,
Riccardo Sottil,ITA,FW,Fiorentina,22,1999,24,14,1239,13.8,3,2,3,0,0,4,1,0.22,0.15,0.36,0.22,0.36,2.5,2.5,2.1,4.7,0.18,0.16,0.34,0.18,0.34,https://fbref.com/en/players/94816803/,https://fbref.com/en/players/94816803/scout/365_euro/Riccardo-Sottil-Scouting-Report,https://fbref.com/en/players/94816803/scout/11222/Riccardo-Sottil-Scouting-Report,https://fbref.com/en/players/94816803/scout/10730/Riccardo-Sottil-Scouting-Report,https://fbref.com/en/players/94816803/scout/3260/Riccardo-Sottil-Scouting-Report,,,,,
Matìas Soulé,ARG,FW,Juventus,18,2003,2,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.4,0.0,2.4,2.4,2.4,https://fbref.com/en/players/c13ddd3e/,https://fbref.com/en/players/c13ddd3e/matchlogs/2021-2022/passing/Matias-Soule-Match-Logs,,,,,,,,
Adama Soumaoro,FRA,DF,Bologna,29,1992,28,26,2266,25.2,0,0,0,0,0,6,2,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,0.9,0.03,0.0,0.04,0.03,0.04,https://fbref.com/en/players/7b075c75/,https://fbref.com/en/players/7b075c75/scout/365_euro/Adama-Soumaoro-Scouting-Report,https://fbref.com/en/players/7b075c75/scout/11222/Adama-Soumaoro-Scouting-Report,https://fbref.com/en/players/7b075c75/scout/10730/Adama-Soumaoro-Scouting-Report,https://fbref.com/en/players/7b075c75/scout/3260/Adama-Soumaoro-Scouting-Report,https://fbref.com/en/players/7b075c75/scout/2104/Adama-Soumaoro-Scouting-Report,https://fbref.com/en/players/7b075c75/scout/1632/Adama-Soumaoro-Scouting-Report,,,
Leonardo Spinazzola,ITA,DF,Roma,28,1993,3,2,127,1.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.05,0.09,0.13,0.05,0.13,https://fbref.com/en/players/3626daea/,https://fbref.com/en/players/3626daea/scout/10730/Leonardo-Spinazzola-Scouting-Report,https://fbref.com/en/players/3626daea/scout/3260/Leonardo-Spinazzola-Scouting-Report,https://fbref.com/en/players/3626daea/scout/1896/Leonardo-Spinazzola-Scouting-Report,https://fbref.com/en/players/3626daea/scout/1640/Leonardo-Spinazzola-Scouting-Report,,,,,
Marco Sportiello,ITA,GK,Atalanta,29,1992,5,5,450,5.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ac4003af/,https://fbref.com/en/players/ac4003af/scout/365_euro/Marco-Sportiello-Scouting-Report,https://fbref.com/en/players/ac4003af/scout/11222/Marco-Sportiello-Scouting-Report,https://fbref.com/en/players/ac4003af/scout/10730/Marco-Sportiello-Scouting-Report,https://fbref.com/en/players/ac4003af/scout/3260/Marco-Sportiello-Scouting-Report,https://fbref.com/en/players/ac4003af/scout/1896/Marco-Sportiello-Scouting-Report,https://fbref.com/en/players/ac4003af/scout/1640/Marco-Sportiello-Scouting-Report,,,
Luca Stanga,ITA,DF,Milan,19,2002,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2967bcd0/,https://fbref.com/en/players/2967bcd0/matchlogs/2021-2022/passing/Luca-Stanga-Match-Logs,,,,,,,,
Riccardo Stivanello,ITA,DF,Bologna,17,2004,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/90e1d9dc/,https://fbref.com/en/players/90e1d9dc/matchlogs/2021-2022/passing/Riccardo-Stivanello-Match-Logs,,,,,,,,
Petar Stojanović,SVN,DF,Empoli,25,1995,33,32,2735,30.4,1,1,1,0,0,11,1,0.03,0.03,0.07,0.03,0.07,0.9,0.9,3.4,4.4,0.03,0.11,0.14,0.03,0.14,https://fbref.com/en/players/13b44b02/,https://fbref.com/en/players/13b44b02/scout/365_euro/Petar-Stojanovic-Scouting-Report,https://fbref.com/en/players/13b44b02/scout/11222/Petar-Stojanovic-Scouting-Report,,,,,,,
Thomas Strakosha,ALB,GK,Lazio,26,1995,23,23,2070,23.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/339fe0e8/,https://fbref.com/en/players/339fe0e8/scout/365_euro/Thomas-Strakosha-Scouting-Report,https://fbref.com/en/players/339fe0e8/scout/11222/Thomas-Strakosha-Scouting-Report,https://fbref.com/en/players/339fe0e8/scout/10730/Thomas-Strakosha-Scouting-Report,https://fbref.com/en/players/339fe0e8/scout/3260/Thomas-Strakosha-Scouting-Report,https://fbref.com/en/players/339fe0e8/scout/1896/Thomas-Strakosha-Scouting-Report,https://fbref.com/en/players/339fe0e8/scout/1640/Thomas-Strakosha-Scouting-Report,,,
Stefan Strandberg,NOR,DF,Salernitana,31,1990,11,11,933,10.4,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.6,0.04,0.03,0.06,0.04,0.06,https://fbref.com/en/players/6d5e62b0/,https://fbref.com/en/players/6d5e62b0/scout/365_euro/Stefan-Strandberg-Scouting-Report,https://fbref.com/en/players/6d5e62b0/scout/11222/Stefan-Strandberg-Scouting-Report,,,,,,,
Dávid Strelec,SVK,FWMF,Spezia,20,2001,10,7,502,5.6,1,0,1,0,0,0,0,0.18,0.0,0.18,0.18,0.18,0.4,0.4,0.8,1.2,0.07,0.15,0.22,0.07,0.22,https://fbref.com/en/players/2cb9486d/,https://fbref.com/en/players/2cb9486d/scout/365_euro/David-Strelec-Scouting-Report,https://fbref.com/en/players/2cb9486d/scout/11222/David-Strelec-Scouting-Report,,,,,,,
Kevin Strootman,NED,MF,Cagliari,31,1990,10,7,640,7.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.03,0.03,0.0,0.03,https://fbref.com/en/players/ef2e5e1a/,https://fbref.com/en/players/ef2e5e1a/scout/365_euro/Kevin-Strootman-Scouting-Report,https://fbref.com/en/players/ef2e5e1a/scout/11222/Kevin-Strootman-Scouting-Report,https://fbref.com/en/players/ef2e5e1a/scout/10730/Kevin-Strootman-Scouting-Report,https://fbref.com/en/players/ef2e5e1a/scout/3243/Kevin-Strootman-Scouting-Report,https://fbref.com/en/players/ef2e5e1a/scout/2104/Kevin-Strootman-Scouting-Report,https://fbref.com/en/players/ef2e5e1a/scout/1640/Kevin-Strootman-Scouting-Report,,,
Jens Stryger Larsen,DEN,DF,Udinese,30,1991,11,8,684,7.6,0,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,0.7,0.7,0.9,1.6,0.09,0.12,0.21,0.09,0.21,https://fbref.com/en/players/f91e81c9/,https://fbref.com/en/players/f91e81c9/scout/365_euro/Jens-Stryger-Larsen-Scouting-Report,https://fbref.com/en/players/f91e81c9/scout/11222/Jens-Stryger-Larsen-Scouting-Report,https://fbref.com/en/players/f91e81c9/scout/10730/Jens-Stryger-Larsen-Scouting-Report,https://fbref.com/en/players/f91e81c9/scout/3260/Jens-Stryger-Larsen-Scouting-Report,https://fbref.com/en/players/f91e81c9/scout/1896/Jens-Stryger-Larsen-Scouting-Report,https://fbref.com/en/players/f91e81c9/scout/1640/Jens-Stryger-Larsen-Scouting-Report,,,
Leo Štulac,SVN,MF,Empoli,26,1994,23,8,833,9.3,2,2,2,0,0,1,0,0.22,0.22,0.43,0.22,0.43,0.3,0.3,0.5,0.8,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/92948398/,https://fbref.com/en/players/92948398/scout/365_euro/Leo-Stulac-Scouting-Report,https://fbref.com/en/players/92948398/scout/11222/Leo-Stulac-Scouting-Report,https://fbref.com/en/players/92948398/scout/1896/Leo-Stulac-Scouting-Report,,,,,,
Stefano Sturaro,ITA,MF,Genoa,28,1993,25,24,1766,19.6,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.03,0.03,0.05,0.03,0.05,https://fbref.com/en/players/2334478a/,https://fbref.com/en/players/2334478a/scout/365_euro/Stefano-Sturaro-Scouting-Report,https://fbref.com/en/players/2334478a/scout/11222/Stefano-Sturaro-Scouting-Report,https://fbref.com/en/players/2334478a/scout/10730/Stefano-Sturaro-Scouting-Report,https://fbref.com/en/players/2334478a/scout/3260/Stefano-Sturaro-Scouting-Report,https://fbref.com/en/players/2334478a/scout/1640/Stefano-Sturaro-Scouting-Report,,,,
Isaac Success,NGA,FW,Udinese,25,1996,22,11,911,10.1,2,6,2,0,0,1,1,0.2,0.59,0.79,0.2,0.79,2.5,2.5,3.0,5.5,0.25,0.3,0.55,0.25,0.55,https://fbref.com/en/players/f573a8bf/,https://fbref.com/en/players/f573a8bf/scout/365_euro/Isaac-Success-Scouting-Report,https://fbref.com/en/players/f573a8bf/scout/11222/Isaac-Success-Scouting-Report,https://fbref.com/en/players/f573a8bf/scout/1889/Isaac-Success-Scouting-Report,https://fbref.com/en/players/f573a8bf/scout/1652/Isaac-Success-Scouting-Report,,,,,
Vladyslav Supriaha,UKR,FW,Sampdoria,21,2000,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/73affbb6/,https://fbref.com/en/players/73affbb6/all_comps/Vladyslav-Supriaha-Stats---All-Competitions,https://fbref.com/en/players/73affbb6/dom_lg/Vladyslav-Supriaha-Domestic-League-Stats,https://fbref.com/en/players/73affbb6/intl_cup/Vladyslav-Supriaha-International-Cup-Stats,,,,,,
Bosko Sutalo,CRO,DF,Hellas Verona,21,2000,24,6,920,10.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,0.03,0.01,0.03,0.03,0.03,https://fbref.com/en/players/1d0bb7e4/,https://fbref.com/en/players/1d0bb7e4/scout/365_euro/Bosko-Sutalo-Scouting-Report,https://fbref.com/en/players/1d0bb7e4/scout/11222/Bosko-Sutalo-Scouting-Report,,,,,,,
Mattias Svanberg,SWE,MF,Bologna,22,1999,36,31,2564,28.5,3,3,3,0,0,7,0,0.11,0.11,0.21,0.11,0.21,2.0,2.0,3.4,5.5,0.07,0.12,0.19,0.07,0.19,https://fbref.com/en/players/92d83c27/,https://fbref.com/en/players/92d83c27/scout/365_euro/Mattias-Svanberg-Scouting-Report,https://fbref.com/en/players/92d83c27/scout/11222/Mattias-Svanberg-Scouting-Report,https://fbref.com/en/players/92d83c27/scout/10730/Mattias-Svanberg-Scouting-Report,https://fbref.com/en/players/92d83c27/scout/3260/Mattias-Svanberg-Scouting-Report,https://fbref.com/en/players/92d83c27/scout/1896/Mattias-Svanberg-Scouting-Report,,,,
Michael Svoboda,AUT,DF,Venezia,22,1998,18,13,1236,13.7,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.0,0.07,0.0,0.07,0.07,0.07,https://fbref.com/en/players/8abd174d/,https://fbref.com/en/players/8abd174d/scout/365_euro/Michael-Svoboda-Scouting-Report,https://fbref.com/en/players/8abd174d/scout/11222/Michael-Svoboda-Scouting-Report,,,,,,,
Wojciech Szczęsny,POL,GK,Juventus,31,1990,33,33,2970,33.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/01b8a2b2/,https://fbref.com/en/players/01b8a2b2/scout/365_euro/Wojciech-Szczesny-Scouting-Report,https://fbref.com/en/players/01b8a2b2/scout/11222/Wojciech-Szczesny-Scouting-Report,https://fbref.com/en/players/01b8a2b2/scout/10730/Wojciech-Szczesny-Scouting-Report,https://fbref.com/en/players/01b8a2b2/scout/3260/Wojciech-Szczesny-Scouting-Report,https://fbref.com/en/players/01b8a2b2/scout/1896/Wojciech-Szczesny-Scouting-Report,https://fbref.com/en/players/01b8a2b2/scout/1640/Wojciech-Szczesny-Scouting-Report,,,
Adrien Tameze,CMR,MFDF,Hellas Verona,27,1994,38,26,2574,28.6,4,2,4,0,0,4,0,0.14,0.07,0.21,0.14,0.21,1.4,1.4,1.7,3.0,0.05,0.06,0.11,0.05,0.11,https://fbref.com/en/players/8da74c05/,https://fbref.com/en/players/8da74c05/scout/365_euro/Adrien-Tameze-Scouting-Report,https://fbref.com/en/players/8da74c05/scout/11222/Adrien-Tameze-Scouting-Report,https://fbref.com/en/players/8da74c05/scout/10730/Adrien-Tameze-Scouting-Report,https://fbref.com/en/players/8da74c05/scout/3243/Adrien-Tameze-Scouting-Report,https://fbref.com/en/players/8da74c05/scout/2104/Adrien-Tameze-Scouting-Report,https://fbref.com/en/players/8da74c05/scout/1632/Adrien-Tameze-Scouting-Report,,,
Ciprian Tătărușanu,ROU,GK,Milan,35,1986,6,6,540,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/b056e3da/,https://fbref.com/en/players/b056e3da/scout/365_euro/Ciprian-Tatarusanu-Scouting-Report,https://fbref.com/en/players/b056e3da/scout/11222/Ciprian-Tatarusanu-Scouting-Report,https://fbref.com/en/players/b056e3da/scout/2104/Ciprian-Tatarusanu-Scouting-Report,https://fbref.com/en/players/b056e3da/scout/1632/Ciprian-Tatarusanu-Scouting-Report,,,,,
Filippo Terracciano,ITA,DF,Hellas Verona,18,2003,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/5cbb5ad6/,https://fbref.com/en/players/5cbb5ad6/all_comps/Filippo-Terracciano-Stats---All-Competitions,https://fbref.com/en/players/5cbb5ad6/dom_lg/Filippo-Terracciano-Domestic-League-Stats,https://fbref.com/en/players/5cbb5ad6/dom_cup/Filippo-Terracciano-Domestic-Cup-Stats,,,,,,
Pietro Terracciano,ITA,GK,Fiorentina,31,1990,32,31,2862,31.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e1b0a70d/,https://fbref.com/en/players/e1b0a70d/scout/365_euro/Pietro-Terracciano-Scouting-Report,https://fbref.com/en/players/e1b0a70d/scout/11222/Pietro-Terracciano-Scouting-Report,https://fbref.com/en/players/e1b0a70d/scout/3260/Pietro-Terracciano-Scouting-Report,https://fbref.com/en/players/e1b0a70d/scout/1896/Pietro-Terracciano-Scouting-Report,,,,,
Aleksa Terzić,SRB,DF,Fiorentina,21,1999,14,1,274,3.0,0,1,0,0,0,1,0,0.0,0.33,0.33,0.0,0.33,0.0,0.0,0.4,0.4,0.0,0.14,0.14,0.0,0.14,https://fbref.com/en/players/3ef0a2d7/,https://fbref.com/en/players/3ef0a2d7/all_comps/Aleksa-Terzic-Stats---All-Competitions,https://fbref.com/en/players/3ef0a2d7/dom_lg/Aleksa-Terzic-Domestic-League-Stats,https://fbref.com/en/players/3ef0a2d7/dom_cup/Aleksa-Terzic-Domestic-Cup-Stats,https://fbref.com/en/players/3ef0a2d7/nat_tm/Aleksa-Terzic-National-Team-Stats,,,,,
Tanner Tessmann,USA,MF,Venezia,19,2001,20,6,680,7.6,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,0.9,0.1,0.02,0.13,0.1,0.13,https://fbref.com/en/players/ac277993/,https://fbref.com/en/players/ac277993/scout/365_euro/Tanner-Tessmann-Scouting-Report,https://fbref.com/en/players/ac277993/scout/11222/Tanner-Tessmann-Scouting-Report,https://fbref.com/en/players/ac277993/scout/10090/Tanner-Tessmann-Scouting-Report,,,,,,
Arthur Theate,BEL,DF,Bologna,21,2000,31,28,2424,26.9,2,1,2,0,0,6,0,0.07,0.04,0.11,0.07,0.11,1.5,1.5,0.3,1.8,0.06,0.01,0.07,0.06,0.07,https://fbref.com/en/players/df8d6029/,https://fbref.com/en/players/df8d6029/scout/365_euro/Arthur-Theate-Scouting-Report,https://fbref.com/en/players/df8d6029/scout/11222/Arthur-Theate-Scouting-Report,,,,,,,
Morten Thorsby,NOR,MF,Sampdoria,25,1996,35,35,2943,32.7,3,1,3,0,0,10,0,0.09,0.03,0.12,0.09,0.12,3.4,3.4,1.1,4.4,0.1,0.03,0.14,0.1,0.14,https://fbref.com/en/players/d1b49282/,https://fbref.com/en/players/d1b49282/scout/365_euro/Morten-Thorsby-Scouting-Report,https://fbref.com/en/players/d1b49282/scout/11222/Morten-Thorsby-Scouting-Report,https://fbref.com/en/players/d1b49282/scout/10730/Morten-Thorsby-Scouting-Report,https://fbref.com/en/players/d1b49282/scout/3260/Morten-Thorsby-Scouting-Report,,,,,
Jeremy Toljan,GER,DF,Sassuolo,26,1994,20,15,1399,15.5,0,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,0.1,0.1,1.1,1.2,0.0,0.07,0.08,0.0,0.08,https://fbref.com/en/players/a96e5dc0/,https://fbref.com/en/players/a96e5dc0/scout/365_euro/Jeremy-Toljan-Scouting-Report,https://fbref.com/en/players/a96e5dc0/scout/11222/Jeremy-Toljan-Scouting-Report,https://fbref.com/en/players/a96e5dc0/scout/10730/Jeremy-Toljan-Scouting-Report,https://fbref.com/en/players/a96e5dc0/scout/3260/Jeremy-Toljan-Scouting-Report,https://fbref.com/en/players/a96e5dc0/scout/1634/Jeremy-Toljan-Scouting-Report,,,,
Rafael Tolói,ITA,DF,Atalanta,30,1990,20,16,1438,16.0,1,1,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,1.3,1.3,0.5,1.8,0.08,0.03,0.11,0.08,0.11,https://fbref.com/en/players/c56dc39e/,https://fbref.com/en/players/c56dc39e/scout/365_euro/Rafael-Toloi-Scouting-Report,https://fbref.com/en/players/c56dc39e/scout/11222/Rafael-Toloi-Scouting-Report,https://fbref.com/en/players/c56dc39e/scout/10730/Rafael-Toloi-Scouting-Report,https://fbref.com/en/players/c56dc39e/scout/3260/Rafael-Toloi-Scouting-Report,https://fbref.com/en/players/c56dc39e/scout/1896/Rafael-Toloi-Scouting-Report,https://fbref.com/en/players/c56dc39e/scout/1640/Rafael-Toloi-Scouting-Report,,,
Takehiro Tomiyasu,JPN,DF,Bologna,22,1998,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,https://fbref.com/en/players/b3af9be1/,https://fbref.com/en/players/b3af9be1/scout/365_euro/Takehiro-Tomiyasu-Scouting-Report,https://fbref.com/en/players/b3af9be1/scout/11160/Takehiro-Tomiyasu-Scouting-Report,https://fbref.com/en/players/b3af9be1/scout/10730/Takehiro-Tomiyasu-Scouting-Report,https://fbref.com/en/players/b3af9be1/scout/3260/Takehiro-Tomiyasu-Scouting-Report,,,,,
Fikayo Tomori,ENG,DF,Milan,23,1997,31,30,2718,30.2,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,0.1,2.2,0.07,0.0,0.07,0.07,0.07,https://fbref.com/en/players/7edfbb8a/,https://fbref.com/en/players/7edfbb8a/scout/365_euro/Fikayo-Tomori-Scouting-Report,https://fbref.com/en/players/7edfbb8a/scout/11222/Fikayo-Tomori-Scouting-Report,https://fbref.com/en/players/7edfbb8a/scout/10730/Fikayo-Tomori-Scouting-Report,https://fbref.com/en/players/7edfbb8a/scout/3232/Fikayo-Tomori-Scouting-Report,,,,,
Sandro Tonali,ITA,MF,Milan,21,2000,36,31,2600,28.9,5,2,5,0,0,9,0,0.17,0.07,0.24,0.17,0.24,4.3,4.3,4.0,8.3,0.15,0.14,0.29,0.15,0.29,https://fbref.com/en/players/0db169ae/,https://fbref.com/en/players/0db169ae/scout/365_euro/Sandro-Tonali-Scouting-Report,https://fbref.com/en/players/0db169ae/scout/11222/Sandro-Tonali-Scouting-Report,https://fbref.com/en/players/0db169ae/scout/10730/Sandro-Tonali-Scouting-Report,https://fbref.com/en/players/0db169ae/scout/3260/Sandro-Tonali-Scouting-Report,,,,,
Lorenzo Tonelli,ITA,DF,Empoli,31,1990,14,8,870,9.7,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.04,0.02,0.07,0.04,0.07,https://fbref.com/en/players/8cc29864/,https://fbref.com/en/players/8cc29864/scout/365_euro/Lorenzo-Tonelli-Scouting-Report,https://fbref.com/en/players/8cc29864/scout/11222/Lorenzo-Tonelli-Scouting-Report,https://fbref.com/en/players/8cc29864/scout/10730/Lorenzo-Tonelli-Scouting-Report,https://fbref.com/en/players/8cc29864/scout/3260/Lorenzo-Tonelli-Scouting-Report,https://fbref.com/en/players/8cc29864/scout/1896/Lorenzo-Tonelli-Scouting-Report,,,,
Ernesto Torregrossa,ITA,FW,Sampdoria,29,1992,10,0,116,1.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,https://fbref.com/en/players/bf39bdec/,https://fbref.com/en/players/bf39bdec/scout/3260/Ernesto-Torregrossa-Scouting-Report,,,,,,,,
Lucas Torreira,URU,MF,Fiorentina,25,1996,31,26,2195,24.4,5,1,5,0,0,10,1,0.21,0.04,0.25,0.21,0.25,4.6,4.4,1.7,6.2,0.19,0.07,0.26,0.18,0.25,https://fbref.com/en/players/52611641/,https://fbref.com/en/players/52611641/scout/365_euro/Lucas-Torreira-Scouting-Report,https://fbref.com/en/players/52611641/scout/11222/Lucas-Torreira-Scouting-Report,https://fbref.com/en/players/52611641/scout/10731/Lucas-Torreira-Scouting-Report,https://fbref.com/en/players/52611641/scout/3232/Lucas-Torreira-Scouting-Report,https://fbref.com/en/players/52611641/scout/1889/Lucas-Torreira-Scouting-Report,https://fbref.com/en/players/52611641/scout/1640/Lucas-Torreira-Scouting-Report,,,
Abdoulaye Touré,FRA,MF,Genoa,27,1994,8,6,430,4.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.03,0.0,0.03,0.03,0.03,https://fbref.com/en/players/ef7cd87a/,https://fbref.com/en/players/ef7cd87a/scout/10732/Abdoulaye-Toure-Scouting-Report,https://fbref.com/en/players/ef7cd87a/scout/3243/Abdoulaye-Toure-Scouting-Report,https://fbref.com/en/players/ef7cd87a/scout/2104/Abdoulaye-Toure-Scouting-Report,https://fbref.com/en/players/ef7cd87a/scout/1632/Abdoulaye-Toure-Scouting-Report,,,,,
Simone Trimboli,ITA,MF,Sampdoria,19,2002,5,0,65,0.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.35,0.35,0.0,0.35,https://fbref.com/en/players/f5f21026/,https://fbref.com/en/players/f5f21026/matchlogs/2021-2022/passing/Simone-Trimboli-Match-Logs,,,,,,,,
Axel Tuanzebe,ENG,DF,Napoli,23,1997,1,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2baec6ce/,https://fbref.com/en/players/2baec6ce/scout/365_euro/Axel-Tuanzebe-Scouting-Report,https://fbref.com/en/players/2baec6ce/scout/11160/Axel-Tuanzebe-Scouting-Report,,,,,,,
Iyenoma Udogie,ITA,DF,Udinese,18,2002,35,29,2477,27.5,5,3,5,0,0,4,0,0.18,0.11,0.29,0.18,0.29,3.9,3.9,2.1,6.0,0.14,0.08,0.22,0.14,0.22,https://fbref.com/en/players/7cd520e8/,https://fbref.com/en/players/7cd520e8/scout/365_euro/Iyenoma-Udogie-Scouting-Report,https://fbref.com/en/players/7cd520e8/scout/11222/Iyenoma-Udogie-Scouting-Report,,,,,,,
