Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7
Bryan Lasme,FRA,FW,Arminia,22,1998,23,7,877,9.7,2,0,2,0,0,2,0,0.21,0.0,0.21,0.21,0.21,0.8,0.8,0.4,1.3,0.09,0.04,0.13,0.09,0.13,https://fbref.com/en/players/ebac0ace/,https://fbref.com/en/players/ebac0ace/scout/365_euro/Bryan-Lasme-Scouting-Report,https://fbref.com/en/players/ebac0ace/scout/11193/Bryan-Lasme-Scouting-Report,,,,,
Maxim Leitsch,GER,DF,Bochum,23,1998,19,17,1538,17.1,1,0,1,0,0,2,0,0.06,0.0,0.06,0.06,0.06,1.0,1.0,0.4,1.3,0.06,0.02,0.08,0.06,0.08,https://fbref.com/en/players/7e12a98d/,https://fbref.com/en/players/7e12a98d/scout/365_euro/Maxim-Leitsch-Scouting-Report,https://fbref.com/en/players/7e12a98d/scout/11193/Maxim-Leitsch-Scouting-Report,,,,,
Tim Lemperle,GER,FWMF,Köln,19,2002,13,0,149,1.7,2,0,2,0,0,0,0,1.21,0.0,1.21,1.21,1.21,1.3,1.3,0.9,2.2,0.79,0.52,1.32,0.79,1.32,https://fbref.com/en/players/792ffa71/,https://fbref.com/en/players/792ffa71/all_comps/Tim-Lemperle-Stats---All-Competitions,https://fbref.com/en/players/792ffa71/dom_lg/Tim-Lemperle-Domestic-League-Stats,https://fbref.com/en/players/792ffa71/dom_cup/Tim-Lemperle-Domestic-Cup-Stats,,,,
Christopher Lenz,GER,DF,Eint Frankfurt,26,1994,15,6,664,7.4,0,1,0,0,0,6,0,0.0,0.14,0.14,0.0,0.14,0.1,0.1,0.9,1.0,0.02,0.12,0.14,0.02,0.14,https://fbref.com/en/players/bbd86530/,https://fbref.com/en/players/bbd86530/scout/365_euro/Christopher-Lenz-Scouting-Report,https://fbref.com/en/players/bbd86530/scout/11193/Christopher-Lenz-Scouting-Report,https://fbref.com/en/players/bbd86530/scout/10737/Christopher-Lenz-Scouting-Report,https://fbref.com/en/players/bbd86530/scout/3248/Christopher-Lenz-Scouting-Report,,,
Robert Lewandowski,POL,FW,Bayern Munich,32,1988,34,34,2946,32.7,35,3,30,5,5,2,0,1.07,0.09,1.16,0.92,1.01,32.6,28.9,5.7,34.5,1.0,0.17,1.17,0.88,1.05,https://fbref.com/en/players/8d78e732/,https://fbref.com/en/players/8d78e732/scout/365_euro/Robert-Lewandowski-Scouting-Report,https://fbref.com/en/players/8d78e732/scout/11193/Robert-Lewandowski-Scouting-Report,https://fbref.com/en/players/8d78e732/scout/10737/Robert-Lewandowski-Scouting-Report,https://fbref.com/en/players/8d78e732/scout/3248/Robert-Lewandowski-Scouting-Report,https://fbref.com/en/players/8d78e732/scout/2109/Robert-Lewandowski-Scouting-Report,https://fbref.com/en/players/8d78e732/scout/1634/Robert-Lewandowski-Scouting-Report,
Jamie Leweling,GER,FWDF,Greuther Fürth,20,2001,33,22,1959,21.8,5,1,5,0,0,3,0,0.23,0.05,0.28,0.23,0.28,4.1,4.1,1.6,5.7,0.19,0.08,0.26,0.19,0.26,https://fbref.com/en/players/13fe7b69/,https://fbref.com/en/players/13fe7b69/scout/365_euro/Jamie-Leweling-Scouting-Report,https://fbref.com/en/players/13fe7b69/scout/11193/Jamie-Leweling-Scouting-Report,,,,,
Philipp Lienhart,AUT,DF,Freiburg,25,1996,32,32,2870,31.9,5,0,5,0,0,2,0,0.16,0.0,0.16,0.16,0.16,2.6,2.6,0.1,2.7,0.08,0.0,0.09,0.08,0.09,https://fbref.com/en/players/302527b2/,https://fbref.com/en/players/302527b2/scout/365_euro/Philipp-Lienhart-Scouting-Report,https://fbref.com/en/players/302527b2/scout/11193/Philipp-Lienhart-Scouting-Report,https://fbref.com/en/players/302527b2/scout/10737/Philipp-Lienhart-Scouting-Report,https://fbref.com/en/players/302527b2/scout/3248/Philipp-Lienhart-Scouting-Report,https://fbref.com/en/players/302527b2/scout/2109/Philipp-Lienhart-Scouting-Report,https://fbref.com/en/players/302527b2/scout/1634/Philipp-Lienhart-Scouting-Report,
Andreas Linde,SWE,GK,Greuther Fürth,28,1993,12,12,1080,12.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/4d6a842d/,https://fbref.com/en/players/4d6a842d/scout/365_euro/Andreas-Linde-Scouting-Report,https://fbref.com/en/players/4d6a842d/scout/11193/Andreas-Linde-Scouting-Report,,,,,
Jesper Lindstrøm,DEN,FWMF,Eint Frankfurt,21,2000,29,26,1976,22.0,5,4,5,0,0,0,0,0.23,0.18,0.41,0.23,0.41,6.8,6.8,5.4,12.2,0.31,0.25,0.56,0.31,0.56,https://fbref.com/en/players/37dc1a48/,https://fbref.com/en/players/37dc1a48/scout/365_euro/Jesper-Lindstrom-Scouting-Report,https://fbref.com/en/players/37dc1a48/scout/11193/Jesper-Lindstrom-Scouting-Report,,,,,
Dejan Ljubicic,AUT,MFFW,Köln,23,1997,30,22,1969,21.9,3,1,3,0,0,4,0,0.14,0.05,0.18,0.14,0.18,2.3,2.3,3.5,5.8,0.11,0.16,0.27,0.11,0.27,https://fbref.com/en/players/c455a2b2/,https://fbref.com/en/players/c455a2b2/scout/365_euro/Dejan-Ljubicic-Scouting-Report,https://fbref.com/en/players/c455a2b2/scout/11193/Dejan-Ljubicic-Scouting-Report,,,,,
Jürgen Locadia,NED,FWMF,Bochum,27,1993,11,4,444,4.9,2,1,1,1,1,0,0,0.41,0.2,0.61,0.2,0.41,2.0,1.2,0.6,1.8,0.4,0.11,0.51,0.25,0.36,https://fbref.com/en/players/6cc47ae1/,https://fbref.com/en/players/6cc47ae1/scout/365_euro/Jurgen-Locadia-Scouting-Report,https://fbref.com/en/players/6cc47ae1/scout/10090/Jurgen-Locadia-Scouting-Report,https://fbref.com/en/players/6cc47ae1/scout/3248/Jurgen-Locadia-Scouting-Report,https://fbref.com/en/players/6cc47ae1/scout/1889/Jurgen-Locadia-Scouting-Report,,,
Anthony Losilla,FRA,MF,Bochum,35,1986,33,33,2935,32.6,2,0,2,0,0,5,0,0.06,0.0,0.06,0.06,0.06,1.6,1.6,0.7,2.3,0.05,0.02,0.07,0.05,0.07,https://fbref.com/en/players/07c7eb0c/,https://fbref.com/en/players/07c7eb0c/scout/365_euro/Anthony-Losilla-Scouting-Report,https://fbref.com/en/players/07c7eb0c/scout/11193/Anthony-Losilla-Scouting-Report,,,,,
Marcel Lotka,POL,GK,Hertha BSC,20,2001,10,9,885,9.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/5584552e/,https://fbref.com/en/players/5584552e/matchlogs/2016-2017/keeper/Marcel-Lotka-Match-Logs,https://fbref.com/en/players/5584552e/matchlogs/2017-2018/keeper/Marcel-Lotka-Match-Logs,https://fbref.com/en/players/5584552e/matchlogs/2018-2019/keeper/Marcel-Lotka-Match-Logs,https://fbref.com/en/players/5584552e/matchlogs/2019-2020/keeper/Marcel-Lotka-Match-Logs,https://fbref.com/en/players/5584552e/matchlogs/2021-2022/keeper/Marcel-Lotka-Match-Logs,,
Eduard Löwen,GER,MF,Bochum,24,1997,26,15,1416,15.7,2,2,1,1,1,0,0,0.13,0.13,0.25,0.06,0.19,2.8,2.1,3.9,5.9,0.18,0.24,0.42,0.13,0.38,https://fbref.com/en/players/70678132/,https://fbref.com/en/players/70678132/scout/365_euro/Eduard-Lowen-Scouting-Report,https://fbref.com/en/players/70678132/scout/11193/Eduard-Lowen-Scouting-Report,https://fbref.com/en/players/70678132/scout/3248/Eduard-Lowen-Scouting-Report,https://fbref.com/en/players/70678132/scout/2109/Eduard-Lowen-Scouting-Report,,,
Anderson Lucoqui,ANG,DF,Mainz 05,24,1997,13,9,743,8.3,1,0,1,0,0,2,0,0.12,0.0,0.12,0.12,0.12,0.7,0.7,0.2,1.0,0.09,0.03,0.12,0.09,0.12,https://fbref.com/en/players/5569bf9a/,https://fbref.com/en/players/5569bf9a/scout/365_euro/Anderson-Lucoqui-Scouting-Report,https://fbref.com/en/players/5569bf9a/scout/11193/Anderson-Lucoqui-Scouting-Report,https://fbref.com/en/players/5569bf9a/scout/10737/Anderson-Lucoqui-Scouting-Report,,,,
Dodi Lukebakio,BEL,FW,Hertha BSC,23,1997,3,2,176,2.0,1,0,0,1,1,0,0,0.51,0.0,0.51,0.0,0.0,1.1,0.3,0.0,0.3,0.55,0.0,0.55,0.16,0.16,https://fbref.com/en/players/0c61c77c/,https://fbref.com/en/players/0c61c77c/scout/365_euro/Dodi-Lukebakio-Scouting-Report,https://fbref.com/en/players/0c61c77c/scout/11193/Dodi-Lukebakio-Scouting-Report,https://fbref.com/en/players/0c61c77c/scout/10737/Dodi-Lukebakio-Scouting-Report,https://fbref.com/en/players/0c61c77c/scout/3248/Dodi-Lukebakio-Scouting-Report,https://fbref.com/en/players/0c61c77c/scout/2109/Dodi-Lukebakio-Scouting-Report,,
Dodi Lukebakio,BEL,FWMF,Wolfsburg,23,1997,19,7,882,9.8,1,2,1,0,0,2,0,0.1,0.2,0.31,0.1,0.31,2.3,2.3,2.2,4.6,0.24,0.23,0.46,0.24,0.46,https://fbref.com/en/players/0c61c77c/,https://fbref.com/en/players/0c61c77c/scout/365_euro/Dodi-Lukebakio-Scouting-Report,https://fbref.com/en/players/0c61c77c/scout/11193/Dodi-Lukebakio-Scouting-Report,https://fbref.com/en/players/0c61c77c/scout/10737/Dodi-Lukebakio-Scouting-Report,https://fbref.com/en/players/0c61c77c/scout/3248/Dodi-Lukebakio-Scouting-Report,https://fbref.com/en/players/0c61c77c/scout/2109/Dodi-Lukebakio-Scouting-Report,,
Andrey Lunyov,RUS,GK,Leverkusen,29,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/8a6ab963/,https://fbref.com/en/players/8a6ab963/matchlogs/2018-2019/misc/Andrey-Lunyov-Match-Logs,https://fbref.com/en/players/8a6ab963/matchlogs/2019-2020/misc/Andrey-Lunyov-Match-Logs,https://fbref.com/en/players/8a6ab963/matchlogs/2021-2022/misc/Andrey-Lunyov-Match-Logs,,,,
Andreas Luthe,GER,GK,Union Berlin,34,1987,27,27,2430,27.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7fe12375/,https://fbref.com/en/players/7fe12375/scout/365_euro/Andreas-Luthe-Scouting-Report,https://fbref.com/en/players/7fe12375/scout/11193/Andreas-Luthe-Scouting-Report,https://fbref.com/en/players/7fe12375/scout/10737/Andreas-Luthe-Scouting-Report,https://fbref.com/en/players/7fe12375/scout/3248/Andreas-Luthe-Scouting-Report,https://fbref.com/en/players/7fe12375/scout/2109/Andreas-Luthe-Scouting-Report,,
Matej Maglica,CRO,DF,Stuttgart,22,1998,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/36cf2caf/,https://fbref.com/en/players/36cf2caf/matchlogs/2021-2022/passing/Matej-Maglica-Match-Logs,,,,,,
Arne Maier,GER,MF,Augsburg,22,1999,29,21,1864,20.7,1,6,1,0,0,0,0,0.05,0.29,0.34,0.05,0.34,1.4,1.4,3.2,4.7,0.07,0.16,0.23,0.07,0.23,https://fbref.com/en/players/ab700320/,https://fbref.com/en/players/ab700320/scout/365_euro/Arne-Maier-Scouting-Report,https://fbref.com/en/players/ab700320/scout/11193/Arne-Maier-Scouting-Report,https://fbref.com/en/players/ab700320/scout/10737/Arne-Maier-Scouting-Report,https://fbref.com/en/players/ab700320/scout/3248/Arne-Maier-Scouting-Report,https://fbref.com/en/players/ab700320/scout/2109/Arne-Maier-Scouting-Report,https://fbref.com/en/players/ab700320/scout/1634/Arne-Maier-Scouting-Report,
Donyell Malen,NED,FW,Dortmund,22,1999,27,20,1684,18.7,5,3,5,0,0,2,0,0.27,0.16,0.43,0.27,0.43,4.2,4.2,3.6,7.8,0.23,0.19,0.42,0.23,0.42,https://fbref.com/en/players/864163f3/,https://fbref.com/en/players/864163f3/scout/365_euro/Donyell-Malen-Scouting-Report,https://fbref.com/en/players/864163f3/scout/11193/Donyell-Malen-Scouting-Report,,,,,
Lennard Maloney,USA,DF,Dortmund,21,1999,2,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.62,0.62,0.0,0.62,https://fbref.com/en/players/75402e99/,https://fbref.com/en/players/75402e99/matchlogs/2021-2022/passing/Lennard-Maloney-Match-Logs,,,,,,
Orel Mangala,BEL,MF,Stuttgart,23,1998,28,22,1853,20.6,1,3,1,0,0,4,0,0.05,0.15,0.19,0.05,0.19,1.6,1.6,2.3,4.0,0.08,0.11,0.19,0.08,0.19,https://fbref.com/en/players/a572e291/,https://fbref.com/en/players/a572e291/scout/365_euro/Orel-Mangala-Scouting-Report,https://fbref.com/en/players/a572e291/scout/11193/Orel-Mangala-Scouting-Report,https://fbref.com/en/players/a572e291/scout/10737/Orel-Mangala-Scouting-Report,https://fbref.com/en/players/a572e291/scout/1634/Orel-Mangala-Scouting-Report,,,
Myziane Maolida,FRA,FWMF,Hertha BSC,22,1999,14,9,776,8.6,1,1,1,0,0,0,0,0.12,0.12,0.23,0.12,0.23,1.4,1.4,0.3,1.7,0.17,0.03,0.2,0.17,0.2,https://fbref.com/en/players/706a60e1/,https://fbref.com/en/players/706a60e1/scout/365_euro/Myziane-Maolida-Scouting-Report,https://fbref.com/en/players/706a60e1/scout/11193/Myziane-Maolida-Scouting-Report,https://fbref.com/en/players/706a60e1/scout/10732/Myziane-Maolida-Scouting-Report,https://fbref.com/en/players/706a60e1/scout/3243/Myziane-Maolida-Scouting-Report,https://fbref.com/en/players/706a60e1/scout/2104/Myziane-Maolida-Scouting-Report,,
Omar Marmoush,EGY,FW,Wolfsburg,22,1999,2,0,24,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.38,1.01,1.4,0.38,1.4,https://fbref.com/en/players/0e0102eb/,https://fbref.com/en/players/0e0102eb/scout/365_euro/Omar-Marmoush-Scouting-Report,https://fbref.com/en/players/0e0102eb/scout/11193/Omar-Marmoush-Scouting-Report,,,,,
Omar Marmoush,EGY,FWMF,Stuttgart,22,1999,21,19,1571,17.5,3,5,3,0,1,3,0,0.17,0.29,0.46,0.17,0.46,5.8,5.1,2.1,7.1,0.33,0.12,0.45,0.29,0.41,https://fbref.com/en/players/0e0102eb/,https://fbref.com/en/players/0e0102eb/scout/365_euro/Omar-Marmoush-Scouting-Report,https://fbref.com/en/players/0e0102eb/scout/11193/Omar-Marmoush-Scouting-Report,,,,,
Aarón Martín,ESP,DF,Mainz 05,24,1997,28,25,2292,25.5,1,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,1.0,1.0,4.1,5.1,0.04,0.16,0.2,0.04,0.2,https://fbref.com/en/players/2f3e911a/,https://fbref.com/en/players/2f3e911a/scout/365_euro/Aaron-Martin-Scouting-Report,https://fbref.com/en/players/2f3e911a/scout/11193/Aaron-Martin-Scouting-Report,https://fbref.com/en/players/2f3e911a/scout/10731/Aaron-Martin-Scouting-Report,https://fbref.com/en/players/2f3e911a/scout/3248/Aaron-Martin-Scouting-Report,https://fbref.com/en/players/2f3e911a/scout/2109/Aaron-Martin-Scouting-Report,https://fbref.com/en/players/2f3e911a/scout/1652/Aaron-Martin-Scouting-Report,
Josep Martinez,ESP,GK,RB Leipzig,23,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/11d8aff0/,https://fbref.com/en/players/11d8aff0/matchlogs/2020-2021/misc/Josep-Martinez-Match-Logs,https://fbref.com/en/players/11d8aff0/matchlogs/2021-2022/misc/Josep-Martinez-Match-Logs,,,,,
Erhan Mašović,SRB,DF,Bochum,22,1998,20,17,1552,17.2,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/a396fb61/,https://fbref.com/en/players/a396fb61/scout/365_euro/Erhan-Masovic-Scouting-Report,https://fbref.com/en/players/a396fb61/scout/11193/Erhan-Masovic-Scouting-Report,,,,,
Roberto Massimo,GER,DFFW,Stuttgart,20,2000,19,11,877,9.7,2,0,2,0,0,0,0,0.21,0.0,0.21,0.21,0.21,2.5,2.5,1.1,3.5,0.25,0.11,0.36,0.25,0.36,https://fbref.com/en/players/fc62fdf4/,https://fbref.com/en/players/fc62fdf4/scout/365_euro/Roberto-Massimo-Scouting-Report,https://fbref.com/en/players/fc62fdf4/scout/11193/Roberto-Massimo-Scouting-Report,https://fbref.com/en/players/fc62fdf4/scout/10737/Roberto-Massimo-Scouting-Report,,,,
Konstantinos Mavropanos,GRE,DF,Stuttgart,23,1997,31,31,2705,30.1,4,0,4,0,0,3,0,0.13,0.0,0.13,0.13,0.13,2.8,2.8,0.1,3.0,0.09,0.0,0.1,0.09,0.1,https://fbref.com/en/players/00963611/,https://fbref.com/en/players/00963611/scout/365_euro/Konstantinos-Mavropanos-Scouting-Report,https://fbref.com/en/players/00963611/scout/11193/Konstantinos-Mavropanos-Scouting-Report,https://fbref.com/en/players/00963611/scout/10737/Konstantinos-Mavropanos-Scouting-Report,,,,
Eric Maxim Choupo-Moting,CMR,FWMF,Bayern Munich,32,1989,20,1,377,4.2,4,2,4,0,0,0,0,0.95,0.48,1.43,0.95,1.43,2.8,2.8,0.7,3.5,0.66,0.16,0.83,0.66,0.83,https://fbref.com/en/players/0e6bc38c/,https://fbref.com/en/players/0e6bc38c/scout/10737/Eric-Maxim-Choupo-Moting-Scouting-Report,https://fbref.com/en/players/0e6bc38c/scout/3243/Eric-Maxim-Choupo-Moting-Scouting-Report,https://fbref.com/en/players/0e6bc38c/scout/2104/Eric-Maxim-Choupo-Moting-Scouting-Report,https://fbref.com/en/players/0e6bc38c/scout/1631/Eric-Maxim-Choupo-Moting-Scouting-Report,,,
Kevin Mbabu,SUI,DF,Wolfsburg,26,1995,24,14,1391,15.5,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.2,2.6,0.02,0.14,0.17,0.02,0.17,https://fbref.com/en/players/493924a7/,https://fbref.com/en/players/493924a7/scout/365_euro/Kevin-Mbabu-Scouting-Report,https://fbref.com/en/players/493924a7/scout/11193/Kevin-Mbabu-Scouting-Report,https://fbref.com/en/players/493924a7/scout/10737/Kevin-Mbabu-Scouting-Report,https://fbref.com/en/players/493924a7/scout/3248/Kevin-Mbabu-Scouting-Report,,,
Nathan de Medina,BEL,DF,Arminia,23,1997,19,7,775,8.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.05,0.0,0.05,0.05,0.05,https://fbref.com/en/players/d686dbc0/,https://fbref.com/en/players/d686dbc0/scout/365_euro/Nathan-de-Medina-Scouting-Report,https://fbref.com/en/players/d686dbc0/scout/11193/Nathan-de-Medina-Scouting-Report,https://fbref.com/en/players/d686dbc0/scout/10737/Nathan-de-Medina-Scouting-Report,,,,
Admir Mehmedi,SUI,MF,Wolfsburg,30,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/b500b384/,https://fbref.com/en/players/b500b384/scout/10737/Admir-Mehmedi-Scouting-Report,https://fbref.com/en/players/b500b384/scout/3248/Admir-Mehmedi-Scouting-Report,https://fbref.com/en/players/b500b384/scout/2109/Admir-Mehmedi-Scouting-Report,https://fbref.com/en/players/b500b384/scout/1634/Admir-Mehmedi-Scouting-Report,,,
Jorge Meré,ESP,DF,Köln,24,1997,8,5,490,5.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/9f979eb2/,https://fbref.com/en/players/9f979eb2/scout/365_euro/Jorge-Mere-Scouting-Report,https://fbref.com/en/players/9f979eb2/scout/11193/Jorge-Mere-Scouting-Report,https://fbref.com/en/players/9f979eb2/scout/10737/Jorge-Mere-Scouting-Report,https://fbref.com/en/players/9f979eb2/scout/3248/Jorge-Mere-Scouting-Report,https://fbref.com/en/players/9f979eb2/scout/1634/Jorge-Mere-Scouting-Report,,
Thomas Meunier,BEL,DF,Dortmund,29,1991,17,17,1402,15.6,2,4,2,0,0,4,0,0.13,0.26,0.39,0.13,0.39,1.3,1.3,2.6,3.9,0.08,0.17,0.25,0.08,0.25,https://fbref.com/en/players/e162b013/,https://fbref.com/en/players/e162b013/scout/365_euro/Thomas-Meunier-Scouting-Report,https://fbref.com/en/players/e162b013/scout/11193/Thomas-Meunier-Scouting-Report,https://fbref.com/en/players/e162b013/scout/10737/Thomas-Meunier-Scouting-Report,https://fbref.com/en/players/e162b013/scout/3243/Thomas-Meunier-Scouting-Report,https://fbref.com/en/players/e162b013/scout/2104/Thomas-Meunier-Scouting-Report,https://fbref.com/en/players/e162b013/scout/1632/Thomas-Meunier-Scouting-Report,
Marco Meyerhöfer,GER,DF,Greuther Fürth,25,1995,26,25,2280,25.3,1,0,1,0,0,0,0,0.04,0.0,0.04,0.04,0.04,0.9,0.9,0.8,1.7,0.03,0.03,0.07,0.03,0.07,https://fbref.com/en/players/0b104510/,https://fbref.com/en/players/0b104510/scout/365_euro/Marco-Meyerhofer-Scouting-Report,https://fbref.com/en/players/0b104510/scout/11193/Marco-Meyerhofer-Scouting-Report,,,,,
Sven Michel,GER,FW,Union Berlin,31,1990,13,2,338,3.8,3,1,3,0,0,2,0,0.8,0.27,1.07,0.8,1.07,1.6,1.6,1.8,3.3,0.41,0.47,0.88,0.41,0.88,https://fbref.com/en/players/1e274a0a/,https://fbref.com/en/players/1e274a0a/scout/3248/Sven-Michel-Scouting-Report,,,,,,
Enzo Millot,FRA,MF,Stuttgart,19,2002,6,0,53,0.6,0,1,0,0,0,0,0,0.0,1.7,1.7,0.0,1.7,0.0,0.0,0.2,0.2,0.0,0.37,0.37,0.0,0.37,https://fbref.com/en/players/f76022e7/,https://fbref.com/en/players/f76022e7/all_comps/Enzo-Millot-Stats---All-Competitions,https://fbref.com/en/players/f76022e7/dom_lg/Enzo-Millot-Domestic-League-Stats,https://fbref.com/en/players/f76022e7/dom_cup/Enzo-Millot-Domestic-Cup-Stats,,,,
Maximilian Mittelstädt,GER,DFFW,Hertha BSC,24,1997,24,16,1493,16.6,0,5,0,0,0,3,0,0.0,0.3,0.3,0.0,0.3,0.4,0.4,2.8,3.2,0.02,0.17,0.19,0.02,0.19,https://fbref.com/en/players/88d4144a/,https://fbref.com/en/players/88d4144a/scout/365_euro/Maximilian-Mittelstadt-Scouting-Report,https://fbref.com/en/players/88d4144a/scout/11193/Maximilian-Mittelstadt-Scouting-Report,https://fbref.com/en/players/88d4144a/scout/10737/Maximilian-Mittelstadt-Scouting-Report,https://fbref.com/en/players/88d4144a/scout/3248/Maximilian-Mittelstadt-Scouting-Report,https://fbref.com/en/players/88d4144a/scout/2109/Maximilian-Mittelstadt-Scouting-Report,,
Anthony Modeste,FRA,FW,Köln,33,1988,32,31,2606,29.0,20,4,19,1,1,4,0,0.69,0.14,0.83,0.66,0.79,17.3,16.5,1.2,17.7,0.6,0.04,0.64,0.57,0.61,https://fbref.com/en/players/34e4343c/,https://fbref.com/en/players/34e4343c/scout/365_euro/Anthony-Modeste-Scouting-Report,https://fbref.com/en/players/34e4343c/scout/11193/Anthony-Modeste-Scouting-Report,https://fbref.com/en/players/34e4343c/scout/3248/Anthony-Modeste-Scouting-Report,,,,
Kevin Möhwald,GER,MF,Union Berlin,28,1993,16,3,354,3.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,0.14,0.06,0.2,0.14,0.2,https://fbref.com/en/players/a5ce09f2/,https://fbref.com/en/players/a5ce09f2/scout/10737/Kevin-Mohwald-Scouting-Report,https://fbref.com/en/players/a5ce09f2/scout/2109/Kevin-Mohwald-Scouting-Report,,,,,
Clinton Mola,ENG,DF,Stuttgart,20,2001,3,1,113,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/29ddfb9c/,https://fbref.com/en/players/29ddfb9c/all_comps/Clinton-Mola-Stats---All-Competitions,https://fbref.com/en/players/29ddfb9c/dom_lg/Clinton-Mola-Domestic-League-Stats,https://fbref.com/en/players/29ddfb9c/dom_cup/Clinton-Mola-Domestic-Cup-Stats,,,,
Jan Morávek,CZE,MF,Augsburg,31,1989,17,5,471,5.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.3,0.14,0.12,0.26,0.14,0.26,https://fbref.com/en/players/e7d22eae/,https://fbref.com/en/players/e7d22eae/scout/365_euro/Jan-Moravek-Scouting-Report,https://fbref.com/en/players/e7d22eae/scout/11193/Jan-Moravek-Scouting-Report,https://fbref.com/en/players/e7d22eae/scout/3248/Jan-Moravek-Scouting-Report,https://fbref.com/en/players/e7d22eae/scout/2109/Jan-Moravek-Scouting-Report,https://fbref.com/en/players/e7d22eae/scout/1634/Jan-Moravek-Scouting-Report,,
Ilaix Moriba,GUI,MF,RB Leipzig,18,2003,2,0,32,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,https://fbref.com/en/players/f4c69aa6/,https://fbref.com/en/players/f4c69aa6/scout/365_euro/Ilaix-Moriba-Scouting-Report,https://fbref.com/en/players/f4c69aa6/scout/11174/Ilaix-Moriba-Scouting-Report,https://fbref.com/en/players/f4c69aa6/scout/10731/Ilaix-Moriba-Scouting-Report,,,,
Youssoufa Moukoko,GER,FW,Dortmund,16,2004,16,1,223,2.5,2,0,2,0,0,1,0,0.81,0.0,0.81,0.81,0.81,1.8,1.8,0.1,1.9,0.71,0.04,0.75,0.71,0.75,https://fbref.com/en/players/6ce43701/,https://fbref.com/en/players/6ce43701/all_comps/Youssoufa-Moukoko-Stats---All-Competitions,https://fbref.com/en/players/6ce43701/dom_lg/Youssoufa-Moukoko-Domestic-League-Stats,https://fbref.com/en/players/6ce43701/dom_cup/Youssoufa-Moukoko-Domestic-Cup-Stats,https://fbref.com/en/players/6ce43701/intl_cup/Youssoufa-Moukoko-International-Cup-Stats,,,
